"path","kind","true_size_bytes","is_lfs_pointer","content_key"
"global-stock-screener/cache_seed/ltm/CH.parquet",".parquet","872574","false","raw:980a6fa91531582a5c33be29671ff70d"
"global-stock-screener/cache_seed/ltm/CN.parquet",".parquet","183452779","false","raw:cdb44426ab9bfc9a7a9ffeed58448960"
"global-stock-screener/cache_seed/ltm/DE.parquet",".parquet","1476830","false","raw:f37892fa78b7071368d400a8d8ef762d"
"global-stock-screener/cache_seed/ltm/DK.parquet",".parquet","406864","false","raw:15c8f1c6e4f48b6677a5a20633ca1647"
"global-stock-screener/cache_seed/ltm/EU.parquet",".parquet","4016082","false","raw:5130c91df4f093312492c1bbd612282c"
"global-stock-screener/cache_seed/ltm/FI.parquet",".parquet","716445","false","raw:c24f2e853054b657498765dc1dc35985"
"global-stock-screener/cache_seed/ltm/HK.parquet",".parquet","2815284","false","raw:cf523c0b5f0bd858d77f8e2af22b083e"
"global-stock-screener/cache_seed/ltm/IN.parquet",".parquet","67868711","false","raw:1c99d7e5286d914e7940c677b5d66d2c"
"global-stock-screener/cache_seed/ltm/JP.parquet",".parquet","120870833","false","raw:d0a007387d160aeedb2ab38327e30e1c"
"global-stock-screener/cache_seed/ltm/KR.parquet",".parquet","86741820","false","raw:f26685fc4486fc57d29d16b69e7fb54a"
"global-stock-screener/cache_seed/ltm/SA.parquet",".parquet","1542385","false","raw:46748b29785a6adf0c555315f715487d"
"global-stock-screener/cache_seed/ltm/SE.parquet",".parquet","2045077","false","raw:4d6acf3cb498d32cb80c3b7606eb7024"
"global-stock-screener/cache_seed/ltm/SG.parquet",".parquet","1256339","false","raw:400c8266ea16a4e79f710a3f53923227"
"global-stock-screener/cache_seed/ltm/TW.parquet",".parquet","7149565","false","raw:5eadf3f6c101679bfa5f7c5366182bf8"
"global-stock-screener/cache_seed/ltm/UK.parquet",".parquet","3332919","false","raw:f692458c067a3b503563451d2d5f99e5"
"global-stock-screener/cache_seed/ltm/US.parquet",".parquet","246486311","false","raw:d951d4705575cb3d3f87b201df7cf677"
"global-stock-screener/cache_seed/ltm/ZA.parquet",".parquet","877179","false","raw:be4729b328c060ea0f2bec6d4d728399"
"global-stock-screener/cache_seed/market_liquidity.parquet",".parquet","6748","false","raw:2f96b9697bba6f9c399e4490ab7f27f2"
"global-stock-screener/cache_seed/market_performance_5y.parquet",".parquet","8472","false","raw:b2f9021b663b31eeb751cb7916d496fc"
"global-stock-screener/cache_seed/no_data_dates.json",".json","224","false","raw:ab63bfcbf8b43b37449f91a242c94ff6"
"global-stock-screener/cache_seed/nse_holidays.json",".json","316","false","raw:bff9467ab1e6b0da8e9c57b83093e3d5"
"global-stock-screener/cache_seed/public_screens/best_of_latest_quarter.parquet",".parquet","12559","false","raw:09e75cf06e721b93a580045e9d4b3b33"
"global-stock-screener/cache_seed/public_screens/bluest_blue_chips.parquet",".parquet","10808","false","raw:1be6f1be3e0876cb1e86a193d1ed6476"
"global-stock-screener/cache_seed/public_screens/book_value_over_5x_price.parquet",".parquet","15104","false","raw:bf5e3db105cae586cff6e0b4a6191d7c"
"global-stock-screener/cache_seed/public_screens/breakout_stocks.parquet",".parquet","13868","false","raw:07252230ee9d5240651aaf5e4242cb30"
"global-stock-screener/cache_seed/public_screens/bull_cartel.parquet",".parquet","52045","false","raw:610006f1b997d7e61f99c8af6df309c0"
"global-stock-screener/cache_seed/public_screens/capacity_expansion.parquet",".parquet","14292","false","raw:ea6e751fbb7eaf228ca9f50e4761ff8d"
"global-stock-screener/cache_seed/public_screens/cash_conversion_cycle.parquet",".parquet","11483","false","raw:30701ca4f9b20e79b226401b4dea557e"
"global-stock-screener/cache_seed/public_screens/coffee_can.parquet",".parquet","14824","false","raw:dd73249675420c347722155ae84b2fcd"
"global-stock-screener/cache_seed/public_screens/companies_creating_new_high.parquet",".parquet","12703","false","raw:a85e8775592ef68fcc3aa146a9ec475f"
"global-stock-screener/cache_seed/public_screens/debt_reduction.parquet",".parquet","11087","false","raw:c1b5669cabef9aa9084a7c09488d4e07"
"global-stock-screener/cache_seed/public_screens/fcf_yield.parquet",".parquet","8371","false","raw:86e7872ef86e3b2f872539d4219aeb5e"
"global-stock-screener/cache_seed/public_screens/fii_buying.parquet",".parquet","13635","false","raw:93aac93d4f261cd56720efb2286a37bc"
"global-stock-screener/cache_seed/public_screens/graham_10y_earnings.parquet",".parquet","8960","false","raw:210f1a7f6e128499b40190310bb7f3e4"
"global-stock-screener/cache_seed/public_screens/graham_buffett.parquet",".parquet","14323","false","raw:2c7f3e0428fa1c0d2989db4b7306b4da"
"global-stock-screener/cache_seed/public_screens/growth_stocks.parquet",".parquet","12368","false","raw:59da40ce764148eb4cbb23c2429c7366"
"global-stock-screener/cache_seed/public_screens/growth_without_dilution.parquet",".parquet","14928","false","raw:debf30c65d0ea81651e132bc93d014d8"
"global-stock-screener/cache_seed/public_screens/high_growth_high_roe_low_pe.parquet",".parquet","8189","false","raw:8fe3d58f48474cc2ba3a402242da6a42"
"global-stock-screener/cache_seed/public_screens/high_mv_investments.parquet",".parquet","13000","false","raw:c01778b49c8b3be5e1f7804dbd062ce0"
"global-stock-screener/cache_seed/public_screens/highest_dividend_yield.parquet",".parquet","11072","false","raw:0473bdecbeac50e92491735769e58fd3"
"global-stock-screener/cache_seed/public_screens/loss_to_profit.parquet",".parquet","13032","false","raw:de1012c42a2672649782ac46d9fe284f"
"global-stock-screener/cache_seed/public_screens/magic_formula.parquet",".parquet","14343","false","raw:8d9b8a0ba2261588013397d66720c69c"
"global-stock-screener/cache_seed/public_screens/multibagger.parquet",".parquet","13137","false","raw:ee07c3e627c6b39b2ff13bfb0abcf2d3"
"global-stock-screener/cache_seed/public_screens/piotroski_9.parquet",".parquet","12233","false","raw:2bb8595eb0f70d40a53e22356fa9879a"
"global-stock-screener/cache_seed/public_screens/quarterly_growers.parquet",".parquet","13791","false","raw:9c87c3f051e6301b8baa9a40787cee8d"
"global-stock-screener/cache_seed/public_screens/top_100_stocks.parquet",".parquet","12085","false","raw:d06fae461a157d18b3d0cbd299950bfc"
"global-stock-screener/cache_seed/public_screens/value_stocks.parquet",".parquet","12337","false","raw:0f00e003986e4086c1a0a18bf7bbd7b9"
"global-stock-screener/data/curated/exchange_reference.parquet",".parquet","222372","false","raw:0a3e20883262f023730819aca5be75e8"
"global-stock-screener/data/europe_broad_list.csv",".csv","51979","false","raw:341924bc4e5019fb90cdccae6fa02741"
"global-stock-screener/data/global_universe/AU.csv",".csv","56030","false","raw:6ac29247b16708e191a92b16a530a292"
"global-stock-screener/data/global_universe/BR.csv",".csv","3943","false","raw:e0f5616d1fcee40b97e42f5c0d7eb477"
"global-stock-screener/data/global_universe/CA.csv",".csv","40620","false","raw:32b1482efee4546d75b02f8afaba3d2f"
"global-stock-screener/data/global_universe/CH.csv",".csv","2884","false","raw:fec3c8026dec034d94d460cd3dc66f3a"
"global-stock-screener/data/global_universe/CN.csv",".csv","88257","false","raw:9860c1c7a0f9418aaf386a60aecf3947"
"global-stock-screener/data/global_universe/DE.csv",".csv","6323","false","raw:75eb7b31d06e412678f5c0ed39fbfbd3"
"global-stock-screener/data/global_universe/DK.csv",".csv","1642","false","raw:d1f520ec8b2d656dcc3f109056c540b8"
"global-stock-screener/data/global_universe/EU.csv",".csv","47290","false","raw:52d570b5fe934584347acc24a77dcacd"
"global-stock-screener/data/global_universe/FI.csv",".csv","2812","false","raw:cbceccff8de90f9167f3d30c798eec52"
"global-stock-screener/data/global_universe/HK.csv",".csv","131357","false","raw:e6d67cbb63aedfdc9b623ceb42ce1633"
"global-stock-screener/data/global_universe/ID.csv",".csv","23523","false","raw:444adc03ca9b49142cfb44bdda85364b"
"global-stock-screener/data/global_universe/IL.csv",".csv","12788","false","raw:8e30e7870becbc84691aa09696c29d29"
"global-stock-screener/data/global_universe/IN.csv",".csv","312563","false","raw:eb1d540d4025146f0bad3a0c1f28f1fd"
"global-stock-screener/data/global_universe/JP.csv",".csv","247979","false","raw:a9eb4b3e36d0a305726811ff42f7ed95"
"global-stock-screener/data/global_universe/KR.csv",".csv","95371","false","raw:f7017cb3117ac34489ea8bbc2b33bfc7"
"global-stock-screener/data/global_universe/MX.csv",".csv","2920","false","raw:3c004aca326f69a15b16a783f3f40e76"
"global-stock-screener/data/global_universe/MY.csv",".csv","29546","false","raw:f8ff19149b8ad909501f51ca70d3258c"
"global-stock-screener/data/global_universe/SA.csv",".csv","19123","false","raw:85211b7b76012e07235240518a7c76db"
"global-stock-screener/data/global_universe/SE.csv",".csv","8723","false","raw:4c4ba6f798745a2a99c445dfa57b6130"
"global-stock-screener/data/global_universe/SG.csv",".csv","15733","false","raw:7b2d73dc1ba3f9835e52eec0bf4c34d7"
"global-stock-screener/data/global_universe/TH.csv",".csv","24008","false","raw:fa70ed972299ae55eaad80acf4f89f7f"
"global-stock-screener/data/global_universe/TW.csv",".csv","38699","false","raw:778b7496b0f4e99460aad84bf0273b26"
"global-stock-screener/data/global_universe/UK.csv",".csv","11500","false","raw:be49e5b6a53621c049dc16116bf3ee67"
"global-stock-screener/data/global_universe/US.csv",".csv","462878","false","raw:5ea74e2c10c5aa17ab58b24969fe6f78"
"global-stock-screener/data/global_universe/ZA.csv",".csv","6849","false","raw:97c7418e2ce8b469f23f53c463115af2"
"global-stock-screener/data/global_universe_master.csv",".csv","1361602","false","raw:1ae2d2f36712ace234bfba82cfb72a5a"
"global-stock-screener/data_inventory_report.json",".json","17206","false","raw:55fafd18ed27856595f365910d425fbb"
"global-stock-screener/debt_expansion_analysis_template.csv",".csv","4866","false","raw:7b93c986328997cb06f589e6ebd3c80f"
"global-stock-screener/extract attachment agent.json",".json","10260","false","raw:1921d4fa8381b7fd8f04c7aea15e95ad"
"global-stock-screener/global_stocks_india_reinvestment_summary.csv",".csv","1640","false","raw:c0e147777f1efb3453fc7264290d99c5"
"global-stock-screener/reference_seed/damodaran_beta.parquet",".parquet","23698","false","raw:a0d737ee628d9d9fd8c8464d0df08d9b"
"global-stock-screener/reference_seed/damodaran_companies.parquet",".parquet","1677973","false","raw:148ce0a80d3c3463d52ed47145aa180e"
"global-stock-screener/reference_seed/damodaran_margin.parquet",".parquet","29609","false","raw:ba1435e6a53471da8131ff4a8ccf8501"
"global-stock-screener/reference_seed/damodaran_pe.parquet",".parquet","15569","false","raw:807706817d7e7776d16b6f5c0b56d2d9"
"global-stock-screener/reference_seed/damodaran_roe.parquet",".parquet","8902","false","raw:cb60fe2cfdfe2506d53b022f3c3d0215"
"global-stock-screener/reference_seed/french_ff3.parquet",".parquet","18277","false","raw:66afbc8f53beabc206f1647acbce8ec6"
"global-stock-screener/reports/reward_picks.csv",".csv","3473","false","raw:d89b0581c41c2d34166d370ec6e74d48"
"global-stock-screener/reports/reward_screeners_126d.csv",".csv","1898","false","raw:4d44bf9a942b081e73fa0b4c2f6f02f4"
"global-stock-screener/reports/reward_screeners_252d.csv",".csv","1933","false","raw:257a842968c024d9794dda454fba02b7"
"global-stock-screener/seasonal_analysis_summary.json",".json","1336","false","raw:03e735d092ebad5a798fba4aeeb59f8b"
"global-stock-screener/toll_metrics.json",".json","9673","false","raw:720f66183e21007cf7036f2df43d1d90"
"main-repo-clean/Downloads/code/python_files/cache_seed/cleaned_long.parquet",".parquet","16530388","false","raw:4ac30a2f3c5b6945cca43022d0088950"
"main-repo-clean/Downloads/code/python_files/cache_seed/cleaned_long_AU.parquet",".parquet","3558999","false","raw:fcc91f129d2f0c75375160ed9ed4cede"
"main-repo-clean/Downloads/code/python_files/cache_seed/cleaned_long_BR.parquet",".parquet","1086283","false","raw:353b15cbfc9640e600de2e0e73df4d13"
"main-repo-clean/Downloads/code/python_files/cache_seed/cleaned_long_CA.parquet",".parquet","3976417","false","raw:50709081609f1bc3e9db218ab55197cd"
"main-repo-clean/Downloads/code/python_files/cache_seed/cleaned_long_CH.parquet",".parquet","872574","false","raw:980a6fa91531582a5c33be29671ff70d"
"main-repo-clean/Downloads/code/python_files/cache_seed/cleaned_long_CN.parquet",".parquet","21826855","false","raw:f63b694ec3917c7b133a4c23a485047c"
"main-repo-clean/Downloads/code/python_files/cache_seed/cleaned_long_DE.parquet",".parquet","1476830","false","raw:f37892fa78b7071368d400a8d8ef762d"
"main-repo-clean/Downloads/code/python_files/cache_seed/cleaned_long_DK.parquet",".parquet","406864","false","raw:15c8f1c6e4f48b6677a5a20633ca1647"
"main-repo-clean/Downloads/code/python_files/cache_seed/cleaned_long_EU.parquet",".parquet","4016082","false","raw:5130c91df4f093312492c1bbd612282c"
"main-repo-clean/Downloads/code/python_files/cache_seed/cleaned_long_FI.parquet",".parquet","716445","false","raw:c24f2e853054b657498765dc1dc35985"
"main-repo-clean/Downloads/code/python_files/cache_seed/cleaned_long_HK.parquet",".parquet","2815284","false","raw:cf523c0b5f0bd858d77f8e2af22b083e"
"main-repo-clean/Downloads/code/python_files/cache_seed/cleaned_long_JP.parquet",".parquet","12334793","false","raw:dfd9d889a0201463c6861be09ba67bce"
"main-repo-clean/Downloads/code/python_files/cache_seed/cleaned_long_KR.parquet",".parquet","9262327","false","raw:bd8d7c838a2aba58a215a537434987a7"
"main-repo-clean/Downloads/code/python_files/cache_seed/cleaned_long_SA.parquet",".parquet","1542385","false","raw:46748b29785a6adf0c555315f715487d"
"main-repo-clean/Downloads/code/python_files/cache_seed/cleaned_long_SE.parquet",".parquet","2045077","false","raw:4d6acf3cb498d32cb80c3b7606eb7024"
"main-repo-clean/Downloads/code/python_files/cache_seed/cleaned_long_SG.parquet",".parquet","1256339","false","raw:400c8266ea16a4e79f710a3f53923227"
"main-repo-clean/Downloads/code/python_files/cache_seed/cleaned_long_TW.parquet",".parquet","7149565","false","raw:5eadf3f6c101679bfa5f7c5366182bf8"
"main-repo-clean/Downloads/code/python_files/cache_seed/cleaned_long_UK.parquet",".parquet","3332919","false","raw:f692458c067a3b503563451d2d5f99e5"
"main-repo-clean/Downloads/code/python_files/cache_seed/cleaned_long_US.parquet",".parquet","32062340","false","raw:e35c8d577288dc24a6e1e7d533fb6aed"
"main-repo-clean/Downloads/code/python_files/cache_seed/cleaned_long_ZA.parquet",".parquet","877179","false","raw:be4729b328c060ea0f2bec6d4d728399"
"main-repo-clean/Downloads/code/python_files/cache_seed/global_highlights.parquet",".parquet","8005","false","raw:baf0639ea514f548585a7edff6d80e09"
"main-repo-clean/Downloads/code/python_files/cache_seed/india_ccc_screen.parquet",".parquet","7884","false","raw:e775323cb22b459c9a044cf0c674cc81"
"main-repo-clean/Downloads/code/python_files/cache_seed/liquidity_index.parquet",".parquet","652227","false","raw:f16719b5c82bb0963a25fbdf8be7590f"
"main-repo-clean/Downloads/code/python_files/cache_seed/market_liquidity.parquet",".parquet","6748","false","raw:2f96b9697bba6f9c399e4490ab7f27f2"
"main-repo-clean/Downloads/code/python_files/cache_seed/market_performance_5y.parquet",".parquet","8472","false","raw:b2f9021b663b31eeb751cb7916d496fc"
"main-repo-clean/Downloads/code/python_files/cache_seed/market_performance_5y.xlsx",".xlsx","6649","false","raw:724c09418839ab0cb37f6336197d1aed"
"main-repo-clean/Downloads/code/python_files/cache_seed/no_data_dates.json",".json","224","false","raw:ab63bfcbf8b43b37449f91a242c94ff6"
"main-repo-clean/Downloads/code/python_files/cache_seed/nse_holidays.json",".json","316","false","raw:bff9467ab1e6b0da8e9c57b83093e3d5"
"main-repo-clean/Downloads/code/python_files/data/europe_broad_list.csv",".csv","51076","false","raw:c6b2d8c538256fa617a97ea2bae809ab"
"main-repo-clean/Downloads/code/python_files/extract attachment agent.json",".json","10260","false","raw:1921d4fa8381b7fd8f04c7aea15e95ad"
"main-repo-clean/Downloads/code/python_files/reference_seed/damodaran_beta.parquet",".parquet","23698","false","raw:a0d737ee628d9d9fd8c8464d0df08d9b"
"main-repo-clean/Downloads/code/python_files/reference_seed/damodaran_companies.parquet",".parquet","1677973","false","raw:148ce0a80d3c3463d52ed47145aa180e"
"main-repo-clean/Downloads/code/python_files/reference_seed/damodaran_margin.parquet",".parquet","29609","false","raw:ba1435e6a53471da8131ff4a8ccf8501"
"main-repo-clean/Downloads/code/python_files/reference_seed/damodaran_pe.parquet",".parquet","15569","false","raw:807706817d7e7776d16b6f5c0b56d2d9"
"main-repo-clean/Downloads/code/python_files/reference_seed/damodaran_roe.parquet",".parquet","8902","false","raw:cb60fe2cfdfe2506d53b022f3c3d0215"
"main-repo-clean/Downloads/code/python_files/reference_seed/french_ff3.parquet",".parquet","18277","false","raw:66afbc8f53beabc206f1647acbce8ec6"
"main-repo-clean/Downloads/code/python_files/seasonal_analysis_summary.json",".json","1336","false","raw:03e735d092ebad5a798fba4aeeb59f8b"
"main-repo-clean/Downloads/code/python_files/toll_metrics.json",".json","9673","false","raw:720f66183e21007cf7036f2df43d1d90"
"main-repo-clean/Downloads/data/backtest_results/backtest_results/BhavCopy_NSE_CM_0_0_0_20260622_F_0000.csv",".csv","597192","false","raw:66d9361d4448718f58d25cc2d340845e"
"main-repo-clean/Downloads/data/backtest_results/backtest_results/BhavCopy_NSE_CM_0_0_0_20260623_F_0000.csv",".csv","588313","false","raw:4187ac82da0b8e534c0f53bfff0f175a"
"main-repo-clean/Downloads/data/backtest_results/backtest_results/BhavCopy_NSE_CM_0_0_0_20260624_F_0000.csv",".csv","589695","false","raw:9634d08cb899e6f94816019b287c3f61"
