symbol,market,status,note,entry_date,entry_price
SPLPETRO,IN,held,Supreme Petrochem,,
TNPETRO,IN,held,Tamilnadu Petroproducts,,
CASTROLIND,IN,held,Castrol India,,
TNPL,IN,held,TN Newsprint & Papers,,
SUZLON,IN,held,Suzlon Energy,,
CEWATER,IN,held,Concord Enviro Systems,,
SENORES,IN,held,Senores Pharmaceuticals,,
CARRARO,IN,held,Carraro India,,
VENTIVE,IN,held,Ventive Hospitality,,
UNIMECH,IN,held,Unimech Aerospace,,
INDOFARM,IN,held,Indo Farm Equipment,,
NIFTYBEES,IN,held,Nippon Nifty BEES ETF,,
PSUBNKBEES,IN,held,Nippon PSU Bank BEES ETF,,
ADANIPORTS,IN,sold,,,
ANURAS,IN,sold,,,
APOLLO,IN,sold,,,
ASMTEC,IN,sold,,,
AWHCL,IN,sold,,,
AWL,IN,sold,,,
BANDHANBNK,IN,sold,,,
BCPL,IN,sold,,,
BEL,IN,sold,,,
BHEL,IN,sold,,,
BIHSPONG,IN,sold,,,
CAPLIPOINT,IN,sold,,,
CDSL,IN,sold,,,
CGPOWER,IN,sold,,,
COCHINSHIP,IN,sold,,,
CREDITACC,IN,sold,,,
CRISIL,IN,sold,,,
CROMPTON,IN,sold,,,
CUPID,IN,sold,,,
DHAMPURSUG,IN,sold,,,
DLF,IN,sold,,,
DLINKINDIA,IN,sold,,,
EASEMYTRIP,IN,sold,,,
FEDFINA,IN,sold,,,
FORTIS,IN,sold,,,
GALAXYSURF,IN,sold,,,
GICRE,IN,sold,,,
GODAVARIB,IN,sold,,,
GOLDBEES,IN,sold,,,
HCLTECH,IN,sold,,,
HDFCLIFE,IN,sold,,,
HMVL,IN,sold,,,
HYUNDAI,IN,sold,,,
INDSUCR,IN,sold,,,
INDUSINDBK,IN,sold,,,
IOC,IN,sold,,,
IRFC,IN,sold,,,
ITI,IN,sold,,,
J&KBANK,IN,sold,,,
JUBLFOOD,IN,sold,,,
KLRFM,IN,sold,,,
KOTAKBANK,IN,sold,,,
LAFFANSQ,IN,sold,,,
M&M,IN,sold,,,
MAHLIFE,IN,sold,,,
MASTEK,IN,sold,,,
NBCC,IN,sold,,,
NDTV,IN,sold,,,
NETWORK18,IN,sold,,,
NH,IN,sold,,,
NHPC,IN,sold,,,
NIACL,IN,sold,,,
NMDC,IN,sold,,,
NTPC,IN,sold,,,
PATANJALI,IN,sold,,,
PNB,IN,sold,,,
PROZONER,IN,sold,,,
RCF,IN,sold,,,
RENUKA,IN,sold,,,
RRKABEL,IN,sold,,,
SAIL,IN,sold,,,
STCINDIA,IN,sold,,,
STYLEBAAZA,IN,sold,,,
SUMICHEM,IN,sold,,,
SUNTV,IN,sold,,,
SYNGENE,IN,sold,,,
SYRMA,IN,sold,,,
TATAELXSI,IN,sold,,,
TITAGARH,IN,sold,,,
TRACXN,IN,sold,,,
TRITURBINE,IN,sold,,,
UJJIVANSFB,IN,sold,,,
VINYLINDIA,IN,sold,,,
WELSPLSOL,IN,sold,,,
WELSPUNLIV,IN,sold,,,
ZEEMEDIA,IN,sold,,,
ABFRL,IN,evicted,evicted 2026-07-23 after 12 sessions in sell zone,,
ADANIGREEN,IN,watch,,,
ADANIPOWER,IN,watch,,,
AGARIND,IN,watch,,,
AKUMS,IN,watch,,,
AKZOINDIA,IN,watch,,,
AMARAJABAT,IN,watch,,,
ANANTRAJ,IN,watch,,,
ANTONY,IN,watch,,,
ARIHANTSUP,IN,watch,,,
ASAHIINDIA,IN,watch,,,
ATFL,IN,watch,,,
AXISBANK,IN,watch,,,
AZAD,IN,watch,,,
BAAZARSTYLE,IN,watch,,,
BAJFINANCE,IN,watch,,,
BANKINDIA,IN,watch,,,
BANNARIAMM,IN,watch,,,
BATLIBOI,IN,watch,,,
BEARDSELL,IN,watch,,,
BECTORFOOD,IN,watch,,,
BHARTIARTL,IN,watch,,,
BIHARSPNG,IN,watch,,,
BINDALAGRO,IN,watch,,,
BIOCON,IN,watch,,,
BLSE,IN,watch,,,
BPCL,IN,watch,,,
BRITANNIA,IN,watch,,,
CEATLTD,IN,watch,,,
CENTURYTEX,IN,watch,,,
CHAMBLFERT,IN,evicted,evicted 2026-07-23 after 12 sessions in sell zone,,
CHENNPETRO,IN,watch,,,
CIPLA,IN,watch,,,
COASTCORP,IN,watch,,,
COFFEEDAY,IN,watch,,,
COLPAL,IN,watch,,,
COMBAG,IN,watch,,,
CONCORDENV,IN,watch,,,
COROMANDEL,IN,watch,,,
CUMMINSIND,IN,watch,,,
DAVANAGERE,IN,watch,,,
DECANGOLD,IN,watch,,,
DEEPAKFERT,IN,watch,,,
DEEPAKNTR,IN,watch,,,
DEEPINDS,IN,watch,,,
DELHIVERY,IN,watch,,,
EDELWEISS,IN,watch,,,
EICHERMOT,IN,watch,,,
EKI,IN,evicted,evicted 2026-07-23 after 8 sessions in sell zone,,
EMAMIPAP,IN,watch,,,
EMBASSY,IN,watch,,,
ENDURANCE,IN,watch,,,
ENGINERSIN,IN,evicted,evicted 2026-07-23 after 8 sessions in sell zone,,
ESCORTS,IN,watch,,,
EXIDEIND,IN,watch,,,
FINPIPE,IN,evicted,evicted 2026-07-23 after 13 sessions in sell zone,,
GAIL,IN,watch,,,
GANDHAR,IN,watch,,,
GANGAFORG,IN,watch,,,
GATEWAY,IN,watch,,,
GEPIL,IN,watch,,,
GET&D,IN,watch,,,
GMBREW,IN,evicted,evicted 2026-07-23 after 9 sessions in sell zone,,
GMDC,IN,watch,,,
GMRINFRA,IN,watch,,,
GODREJAGRO,IN,watch,,,
GOLDIAM,IN,evicted,evicted 2026-07-23 after 11 sessions in sell zone,,
GOLKALUM,IN,watch,,,
GREAVESCOT,IN,watch,,,
GSPL,IN,watch,,,
GUJGASLTD,IN,evicted,evicted 2026-07-23 after 6 sessions in sell zone,,
GUJTEX,IN,watch,,,
HAL,IN,watch,,,
HARRMALAYA,IN,watch,,,
HATHWAY,IN,watch,,,
HATSUN,IN,watch,,,
HAVELLS,IN,watch,,,
HDFC,IN,watch,,,
HDFCBANK,IN,watch,,,
HIINFRA,IN,watch,,,
HINDPETRO,IN,watch,,,
HITECH,IN,evicted,evicted 2026-07-23 after 7 sessions in sell zone,,
HONASA,IN,watch,,,
ICICIBANK,IN,watch,,,
IDBI,IN,watch,,,
IDEA,IN,watch,,,
IDFCFIRSTB,IN,watch,,,
IIFL,IN,watch,,,
INDIACEM,IN,watch,,,
INDIAGLYCO,IN,watch,,,
INDIGOPNTS,IN,watch,,,
INDOTECH,IN,watch,,,
INDSUC,IN,watch,,,
INDSWFTLAB,IN,watch,,,
IOLCP,IN,watch,,,
ITDC,IN,watch,,,
IXIGO,IN,watch,,,
JINDALDRLL,IN,watch,,,
JINDALSAW,IN,watch,,,
JKPAPER,IN,watch,,,
JKTYRE,IN,watch,,,
JKUMAR,IN,watch,,,
JSWENERGY,IN,watch,,,
KALLAMTEX,IN,watch,,,
KECL,IN,watch,,,
KHADIM,IN,evicted,evicted 2026-07-23 after 11 sessions in sell zone,,
KRBL,IN,evicted,evicted 2026-07-23 after 7 sessions in sell zone,,
KVB,IN,watch,,,
LAFFANS,IN,watch,,,
LATENTVIEW,IN,watch,,,
LIBERTSHOE,IN,watch,,,
LOYALTEX,IN,evicted,evicted 2026-07-23 after 13 sessions in sell zone,,
M&MFIN,IN,watch,,,
MADRASFERT,IN,watch,,,
MAHINDCIE,IN,watch,,,
MANGCHEFER,IN,evicted,evicted 2026-07-23 after 14 sessions in sell zone,,
MAPMYINDIA,IN,watch,,,
MARICO,IN,watch,,,
MARINE,IN,watch,,,
MARUTI,IN,watch,,,
MATRIMONY,IN,watch,,,
MAZDOCK,IN,evicted,evicted 2026-07-23 after 11 sessions in sell zone,,
MGL,IN,evicted,evicted 2026-07-23 after 6 sessions in sell zone,,
MINDTREE,IN,watch,,,
MKPROT,IN,watch,,,
MORARJEE,IN,watch,,,
MOTHERSON,IN,watch,,,
MPSLTD,IN,watch,,,
MRPL,IN,watch,,,
MRSBECTORS,IN,watch,,,
MTARTECH,IN,evicted,evicted 2026-07-23 after 8 sessions in sell zone,,
NATCOPHARM,IN,evicted,evicted 2026-07-23 after 6 sessions in sell zone,,
NAUKRI,IN,watch,,,
NAZARA,IN,watch,,,
NYKAA,IN,watch,,,
OFSS,IN,watch,,,
OIL,IN,watch,,,
OLAELECTRIC,IN,watch,,,
OMAXE,IN,watch,,,
PADAMCOT,IN,watch,,,
PARAGMILK,IN,evicted,evicted 2026-07-23 after 7 sessions in sell zone,,
PATELINT,IN,watch,,,
PETRONET,IN,watch,,,
PIDILITIND,IN,watch,,,
PNBHOUSING,IN,watch,,,
POKARNA,IN,watch,,,
PRAJIND,IN,watch,,,
PREMIERENE,IN,watch,,,
PROTEAN,IN,watch,,,
PROZONE,IN,watch,,,
PUNJABCHEM,IN,watch,,,
PVR,IN,watch,,,
RAILTEL,IN,evicted,evicted 2026-07-23 after 14 sessions in sell zone,,
RAIN,IN,watch,,,
RANEENGINE,IN,watch,,,
RAYMOND,IN,watch,,,
RAYMONDREL,IN,watch,,,
RECLTD,IN,watch,,,
REDINGTON,IN,watch,,,
RELIANCE,IN,watch,,,
RPOWER,IN,evicted,evicted 2026-07-23 after 15 sessions in sell zone,,
RSIL,IN,watch,,,
SAGILITY,IN,watch,,,
SAPPHIRE,IN,watch,,,
SBILIFE,IN,watch,,,
SBIN,IN,watch,,,
SCHNEIDER,IN,watch,,,
SCI,IN,evicted,evicted 2026-07-23 after 13 sessions in sell zone,,
SHAKTIPUMP,IN,watch,,,
SIEMENS,IN,watch,,,
SKFINDIA,IN,evicted,evicted 2026-07-23 after 14 sessions in sell zone,,
SOUTHBANK,IN,watch,,,
SPCENET,IN,watch,,,
STALLION,IN,watch,,,
STC,IN,watch,,,
STOVEKRAFT,IN,watch,,,
SUNPHARMA,IN,watch,,,
SUPREMEPETRO,IN,watch,,,
SWIGGY,IN,watch,,,
TARTRIND,IN,watch,,,
TATAMOTORS,IN,evicted,evicted 2026-07-23 after 10 sessions in sell zone,,
TCI,IN,evicted,evicted 2026-07-23 after 11 sessions in sell zone,,
TCPLPACK,IN,watch,,,
TEJASNET,IN,watch,,,
THERMAX,IN,watch,,,
TITAN,IN,watch,,,
TRIVENI,IN,watch,,,
TRIVENTINE,IN,watch,,,
TTML,IN,evicted,evicted 2026-07-23 after 15 sessions in sell zone,,
TVSMOTOR,IN,watch,,,
UCOBANK,IN,watch,,,
UNIONBANK,IN,watch,,,
VADILALIND,IN,watch,,,
VALORE,IN,watch,,,
VBL,IN,evicted,evicted 2026-07-23 after 13 sessions in sell zone,,
VIJAYA,IN,watch,,,
VIKRAMSOLR,IN,evicted,evicted 2026-07-23 after 8 sessions in sell zone,,
VJLAXMIE,IN,watch,,,
VMART,IN,watch,,,
VOLTAS,IN,watch,,,
WABAG,IN,watch,,,
WELSPUNSPEC,IN,watch,,,
WSTCSTPAPR,IN,watch,,,
YESBANK,IN,watch,,,
YUVRAAJ,IN,watch,,,
ZEEL,IN,watch,,,
ZOMATO,IN,watch,,,
5360,KR,signal,technical 2026-07-21,2026-07-21,2615.0
