market,strategy,regime,spread_pct,spread_t,book_ret_pct,book_t,index_ret_pct,excess_pct,n_weeks
IN,trend,bull,0.6492125320475635,6.872777606330061,1.0964001275724304,3.745550699434326,0.7940229255355116,0.3023772020369188,331
IN,trend,bear,0.05975350052481976,0.11701313157808046,0.08730957372590695,0.5027778957475048,0.0281939798807738,0.05911559384513315,188
IN,revert,bull,-0.08685456213037843,-0.7478823258447935,0.7569720957454978,2.3381218562557184,0.7940229255355116,-0.037050829790013715,331
IN,revert,bear,0.34893050688590643,1.886591685406851,0.19027982650927303,0.33961515080830273,0.06742011834482173,0.12285970816445131,193
IN,mom126,bull,0.6282726718578101,4.364570836810487,1.0711530041593267,3.4223434536183137,0.7940229255355116,0.27713007862381517,331
IN,mom126,bear,0.15272917256431867,0.3399305264226881,0.1726968280529596,0.28287664622813746,0.06742011834482173,0.10527670970813788,193
IN,mom_st,bull,0.4111692080491012,3.0649564820271458,0.9912520229137612,3.0572902489606277,0.7940229255355116,0.19722909737824973,331
IN,mom_st,bear,-0.4038830757094086,-1.3573031155216724,-0.13640467118738098,-0.3112233349529986,0.06742011834482173,-0.2038247895322027,193
IN,golden_cross,bull,0.6098315870402721,5.338216146673508,0.9707905244946903,3.3724540385084967,0.7940229255355116,0.17676759895917868,331
IN,golden_cross,bear,0.41346629286229,1.5298772770811988,0.29343461345094574,0.5070327609025791,0.06742011834482173,0.226014495106124,193
IN,breakout,bull,0.8797533510884611,5.804948709828096,1.2385777855355378,4.766544882936816,0.7940229255355116,0.4445548600000262,331
IN,breakout,bear,0.5848276948358784,1.523013856336733,0.34294348205766345,1.345051280401708,-0.06861947276029713,0.41156295481796057,180
US,trend,bull,0.2876761752754928,2.658789071095119,0.2724387929413078,1.4769242689857234,0.15837286904188466,0.11406592389942316,391
US,trend,bear,-0.5768007341008362,-1.505560517433453,0.051799795282468974,0.04342565570886173,0.4782316628189976,-0.42643186753652856,128
US,revert,bull,0.012862558433790245,-0.05884993358515184,0.08730816406797012,0.3444645361124907,0.15837286904188466,-0.07106470497391454,391
