symbol,market,status,note,date_added,entry_price,basis,why,ltp,pct_since,vs_mkt
1787,JP,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,,panel-close,golden_cross_hist,,,
7060,JP,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,,panel-close,golden_cross_hist,,,
5909,JP,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,,panel-close,golden_cross_hist,,,
5108,JP,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,,panel-close,golden_cross_hist,,,
3020,JP,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,,panel-close,golden_cross_hist,,,
3536,JP,signal,golden_cross 2026-07-21 (backfilled),2026-07-21,,panel-close,golden_cross_hist,,,
4680,JP,signal,golden_cross 2026-07-21 (backfilled),2026-07-21,,panel-close,golden_cross_hist,,,
4206,JP,signal,golden_cross 2026-07-21 (backfilled),2026-07-21,,panel-close,golden_cross_hist,,,
4053,JP,signal,golden_cross 2026-07-21 (backfilled),2026-07-21,,panel-close,golden_cross_hist,,,
3769,JP,signal,golden_cross 2026-07-21 (backfilled),2026-07-21,,panel-close,golden_cross_hist,,,
8281,JP,signal,golden_cross 2026-07-21 (backfilled),2026-07-21,,panel-close,golden_cross_hist,,,
6995,JP,signal,golden_cross 2026-07-21 (backfilled),2026-07-21,,panel-close,golden_cross_hist,,,
2533,JP,signal,golden_cross 2026-07-21 (backfilled),2026-07-21,,panel-close,golden_cross_hist,,,
38880,KR,signal,golden_cross 2026-07-15 (backfilled),2026-07-15,,panel-close,golden_cross_hist,,,
54940,KR,signal,golden_cross 2026-07-15 (backfilled),2026-07-15,,panel-close,golden_cross_hist,,,
3680,KR,signal,technical 2026-07-21,2026-07-20,,panel-close,golden_cross_hist,,,
5360,KR,signal,technical 2026-07-21,2026-07-21,3730.0,signal-price,technical,,,
94800,KR,signal,technical 2026-07-21,2026-07-21,6320.0,signal-price,technical,,,
15020,KR,signal,technical 2026-07-21,2026-07-21,928.0,signal-price,technical,,,
69460,KR,signal,technical 2026-07-21,2026-07-21,2660.0,signal-price,technical,,,
380540,KR,signal,technical 2026-07-21,2026-07-21,8450.0,signal-price,technical,,,
9310,KR,signal,technical 2026-07-21,2026-07-21,5325.0,signal-price,technical,,,
BRK.B,US,held,,2023-06-09,335.2900085449219,panel-close,acquired,506.3500061035156,51.018519251722736,-28.608707427978516
TSM,US,held,,2023-06-09,98.11429595947266,panel-close,acquired,433.5060119628906,341.837764541424,262.2105407714844
TSLA,US,held,,2023-06-09,244.39999389648438,panel-close,acquired,391.489990234375,60.18412439085028,-19.443103790283203
ECL,US,held,,2023-06-09,171.5186004638672,panel-close,acquired,282.44000244140625,64.67018835132474,-14.957038879394531
JNJ,US,held,,2023-06-09,146.59439086914062,panel-close,acquired,261.2049865722656,78.18211530714953,-1.4451141357421875
PG,US,held,,2023-06-09,135.58753967285156,panel-close,acquired,151.07000732421875,11.4187982824407,-68.20842742919922
XOM,US,held,,2023-06-09,97.1451416015625,panel-close,acquired,137.19000244140625,41.221681475422,-38.405548095703125
RIO,US,held,,2023-06-09,53.67778778076172,panel-close,acquired,93.80989837646484,74.76483710471875,-4.862388610839844
MRNA,US,sold,,2023-06-09,123.26000213623047,panel-close,acquired,77.30999755859375,-37.27892567034963,-116.90615844726562
SU,US,held,,2023-06-09,27.350749969482422,panel-close,acquired,54.60499954223633,99.64717458630498,20.019943237304688
EQH,US,held,,2023-06-09,24.660493850708008,panel-close,acquired,44.91999816894531,82.15368451615844,2.526458740234375
MTCH,US,held,,2023-06-09,40.145286560058594,panel-close,acquired,38.01499938964844,-5.306444050967674,-84.93367004394531
FDP,US,held,,2023-06-09,24.22498321533203,panel-close,acquired,27.6299991607666,14.05580311518866,-65.57142639160156
KHC,US,held,,2023-06-09,31.328603744506836,panel-close,acquired,25.295000076293945,-19.259088969998615,-98.88631439208984
PFE,US,sold,,2023-06-09,32.33486557006836,panel-close,acquired,24.274999618530273,-24.926239244980565,-104.553466796875
T,US,held,,2023-06-09,13.556815147399902,panel-close,acquired,20.1299991607666,48.486196366167825,-31.141033172607422
MSCI,US,held,,2023-07-03,455.6374816894531,panel-close,acquired,598.7849731445312,31.416970114992115,-41.9442138671875
MDB,US,sold,,2023-07-03,411.4200134277344,panel-close,acquired,353.32000732421875,-14.121823005025213,-87.4830093383789
FSLR,US,held,,2023-07-03,191.38999938964844,panel-close,acquired,220.3300018310547,15.12095853163553,-58.24022674560547
CVX,US,held,,2023-07-03,138.5518035888672,panel-close,acquired,168.24000549316406,21.427510241867665,-51.93367385864258
JCI,US,held,,2023-07-03,64.48481750488281,panel-close,acquired,140.35000610351562,117.64814034386974,44.286956787109375
EMR,US,held,,2023-07-03,85.91744995117188,panel-close,acquired,138.50999450683594,61.21287885703448,-12.148303985595703
WMT,US,held,,2023-07-03,51.0391845703125,panel-close,acquired,111.95999908447266,119.36086954961938,45.99968719482422
HSBC,US,held,,2023-07-03,32.36420440673828,panel-close,acquired,96.61000061035156,198.50880743491163,125.14762115478516
BABA,US,held,,2023-07-03,79.11427307128906,panel-close,acquired,95.47000122070312,20.67354917699373,-52.6876335144043
IR,US,held,,2023-07-03,65.04933166503906,panel-close,acquired,80.04499816894531,23.052760297560006,-50.30842208862305
MNDY,US,held,,2023-07-03,166.82000732421875,panel-close,acquired,77.75,-53.39288059801426,-126.75405883789062
ES,US,held,,2023-07-03,61.9189567565918,panel-close,acquired,74.2300033569336,19.882516187631303,-53.478668212890625
FLS,US,held,,2023-07-03,35.383602142333984,panel-close,acquired,72.30999755859375,104.3601928026427,30.999008178710938
LYB,US,held,,2023-07-03,75.92500305175781,panel-close,acquired,53.525001525878906,-29.502799638491815,-102.86398315429688
BKR,US,held,,2023-07-03,29.609285354614258,panel-close,acquired,52.92499923706055,78.74460191526647,5.383415222167969
ENPH,US,sold,,2023-07-03,169.5500030517578,panel-close,acquired,42.90999984741211,-74.69183186371684,-148.05300903320312
VZ,US,held,,2023-07-03,30.45870590209961,panel-close,acquired,41.19499969482422,35.248686622580784,-38.11249542236328
PZZA,US,sold,,2023-07-03,67.1335678100586,panel-close,acquired,35.64500045776367,-46.90435556975866,-120.26553344726562
GTLB,US,held,,2023-07-03,50.75,panel-close,acquired,31.8700008392334,-37.20196878968789,-110.56315612792969
KE,US,sold,,2023-07-03,27.59000015258789,panel-close,acquired,25.325000762939453,-8.209493936650036,-81.5706787109375
GNK,US,held,,2023-07-03,11.45740032196045,panel-close,acquired,24.709999084472656,115.6684622174796,42.307281494140625
NTGR,US,held,,2023-07-03,14.430000305175781,panel-close,acquired,22.020000457763672,52.59875254379236,-20.762432098388672
IART,US,sold,,2023-07-03,41.0,panel-close,acquired,18.049999237060547,-55.975611616925505,-129.3367919921875
F,US,sold,,2023-07-03,12.618896484375,panel-close,acquired,13.266400337219238,5.13122406262696,-68.2299575805664
DNUT,US,sold,,2023-07-03,14.39371109008789,panel-close,acquired,3.5850000381469727,-75.0932888974286,-148.4544677734375
AMC,US,sold,,2023-07-03,44.400001525878906,panel-close,acquired,1.875,-95.77702717215642,-169.13821411132812
FL,US,held,,2023-07-03,,panel-close,acquired,,,
MTD,US,held,,2023-07-05,1304.7099609375,panel-close,acquired,1303.3800048828125,-0.10193499662805028,-73.72127532958984
COST,US,held,,2023-07-05,519.8861083984375,panel-close,acquired,948.3499755859375,82.41494824845905,8.795608520507812
MCO,US,held,,2023-07-05,338.5545654296875,panel-close,acquired,484.614990234375,43.142358638498976,-30.47698211669922
AVGO,US,held,,2023-07-05,83.13253784179688,panel-close,acquired,358.7799987792969,331.57590047601275,257.95654296875
V,US,held,,2023-07-05,234.04568481445312,panel-close,acquired,358.7200012207031,53.269222419156925,-20.350116729736328
MET,US,held,,2023-07-05,51.843544006347656,panel-close,acquired,89.05000305175781,71.76681254825989,-1.8525238037109375
MT,US,held,,2023-07-05,25.111446380615234,panel-close,acquired,62.84469985961914,150.26316249203418,76.64382934570312
NKE,US,sold,,2023-07-05,100.61502838134766,panel-close,acquired,43.834999084472656,-56.43295063404372,-130.0522918701172
UGI,US,held,,2023-07-05,22.90162467956543,panel-close,acquired,35.029998779296875,52.95857507678616,-20.660762786865234
WBD,US,sold,,2023-07-05,12.829999923706055,panel-close,acquired,26.360000610351562,105.45596856665647,31.836631774902344
MED,US,sold,,2023-07-05,92.59933471679688,panel-close,acquired,11.02400016784668,-88.0949466844852,-161.71429443359375
FRSH,US,sold,,2023-07-05,16.5,panel-close,acquired,10.46500015258789,-36.575756650982484,-110.19509887695312
WKHS,US,sold,,2023-07-05,2901.0,panel-close,acquired,2.838900089263916,-99.90214063808122,-173.521484375
BLNK,US,sold,,2023-07-05,6.300000190734863,panel-close,acquired,0.628600001335144,-90.02222250311041,-163.64157104492188
K,US,sold,,2023-07-05,,panel-close,acquired,,,
CAT,US,sold,,2023-07-28,250.1452178955078,panel-close,acquired,962.4749755859375,284.76649031443344,216.3870086669922
VLO,US,held,,2023-07-28,118.36880493164062,panel-close,acquired,269.260009765625,127.47548217718835,59.09600830078125
AMD,US,held,,2023-08-01,117.5999984741211,panel-close,acquired,510.94000244140625,334.4727968290264,265.9310302734375
HUM,US,sold,,2023-08-01,441.7777404785156,panel-close,acquired,397.3299865722656,-10.061112146145257,-78.60289001464844
SYK,US,held,,2023-08-01,271.2187805175781,panel-close,acquired,326.0450134277344,20.214762711317057,-48.3270149230957
TXN,US,held,,2023-08-01,164.5339813232422,panel-close,acquired,291.92999267578125,77.42838915582905,8.886611938476562
IBM,US,held,,2023-08-01,130.11138916015625,panel-close,acquired,286.6780090332031,120.3327555594126,51.790977478027344
SAP,US,held,,2023-08-01,131.2117156982422,panel-close,acquired,161.81500244140625,23.323593156532475,-45.21818542480469
ABT,US,held,,2023-08-01,,panel-close,acquired,94.83000183105469,,
KO,US,held,,2023-08-01,56.550575256347656,panel-close,acquired,83.16999816894531,47.07188705319085,-21.469890594482422
VVV,US,held,,2023-08-01,37.5,panel-close,acquired,38.33000183105469,2.2133382161458437,-66.32843780517578
CWK,US,held,,2023-08-01,10.239999771118164,panel-close,acquired,13.869999885559082,35.449220659938916,-33.09255599975586
MNKD,US,held,,2023-08-01,4.489999771118164,panel-close,acquired,4.505000114440918,0.33408338724743025,-68.20769500732422
ASML,US,held,,2023-08-02,667.15234375,panel-close,acquired,1764.25,164.44484779642954,93.52547454833984
FDX,US,held,,2023-08-02,201.21240234375,panel-close,acquired,312.7300109863281,55.42283047347259,-15.496551513671875
SOXL,US,held,,2023-08-02,,panel-close,acquired,,,
DHR,US,held,,2023-08-04,222.02767944335938,panel-close,acquired,197.43499755859375,-11.076403602659536,-83.26583862304688
DIS,US,held,,2023-08-04,83.67330169677734,panel-close,acquired,98.27999877929688,17.456819303548656,-54.73262023925781
INFY,US,held,,2023-08-04,15.199560165405273,panel-close,acquired,11.104999542236328,-26.938678347339994,-99.12811279296875
BMBL,US,sold,,2023-08-04,17.18000030517578,panel-close,acquired,3.375,-80.35506437690097,-152.54449462890625
WIT,US,held,,2023-08-04,2.3513100147247314,panel-close,acquired,1.8849999904632568,-19.831924388586664,-92.0213623046875
JHML,US,held,,2023-08-04,,panel-close,acquired,,,
CME,US,held,,2023-08-07,183.22760009765625,panel-close,acquired,236.47000122070312,29.058068268464933,-41.641395568847656
TMUS,US,held,,2023-08-07,130.67758178710938,panel-close,acquired,175.75999450683594,34.49896462973398,-36.200496673583984
ON,US,sold,,2023-08-07,103.58999633789062,panel-close,acquired,90.41999816894531,-12.713581073974856,-83.41304016113281
MARA,US,held,,2023-08-07,15.069999694824219,panel-close,acquired,12.305000305175781,-18.347707004918355,-89.04717254638672
MELI,US,held,,2023-08-08,1328.3599853515625,panel-close,acquired,1760.72998046875,32.549158352037885,-38.89585494995117
AMGN,US,held,,2023-08-08,237.84608459472656,panel-close,acquired,372.260009765625,56.51298628687984,-14.932029724121094
HD,US,held,,2023-08-08,303.8141784667969,panel-close,acquired,355.260009765625,16.933321400090783,-54.511695861816406
GLW,US,held,,2023-08-08,30.627521514892578,panel-close,acquired,195.5500030517578,538.4780530042954,467.03302001953125
A,US,held,,2023-08-08,,panel-close,acquired,133.4600067138672,,
ADM,US,sold,,2023-08-08,78.26898193359375,panel-close,acquired,76.06999969482422,-2.8095194091514175,-74.25453186035156
SWK,US,held,,2023-08-09,85.96987915039062,panel-close,acquired,90.98999786376953,5.839392544215416,-66.75949096679688
LNG,US,held,,2023-08-10,162.43971252441406,panel-close,acquired,243.77999877929688,50.07413827001059,-22.462818145751953
GFS,US,sold,,2023-08-10,58.40583419799805,panel-close,acquired,69.23999786376953,18.549796975835076,-53.987159729003906
PEGA,US,held,,2023-08-31,24.664005279541016,panel-close,acquired,31.774999618530273,28.831466172641008,-42.00444793701172
SSL,US,sold,,2023-08-31,12.187579154968262,panel-close,acquired,9.6850004196167,-20.53384600444943,-91.36975860595703
CSAN,US,sold,,2023-08-31,13.712435722351074,panel-close,acquired,2.8450000286102295,-79.25240937339149,-150.08831787109375
MANU,US,sold,,2023-09-05,19.350000381469727,panel-close,acquired,22.880199432373047,18.243922384022127,-53.014095306396484
BCE,US,sold,,2023-09-05,32.87338638305664,panel-close,acquired,21.34000015258789,-35.08426572205291,-106.34228515625
KLG,US,sold,,2023-10-02,,panel-close,acquired,,,
SE,US,held,,2023-10-04,41.7599983215332,panel-close,acquired,103.37999725341797,147.55747463742335,67.02356719970703
RKLB,US,held,,2023-10-04,4.309999942779541,panel-close,acquired,99.37000274658203,2205.568539810648,2125.03466796875
QCLN,US,sold,,2023-10-04,,panel-close,acquired,,,
LIT,US,sold,,2023-10-11,,panel-close,acquired,,,
HES,US,sold,,2023-10-23,,panel-close,acquired,,,
KR,US,held,,2023-11-15,42.1895637512207,panel-close,acquired,57.810001373291016,37.02441133115142,-33.464664459228516
AIA,US,held,,2023-11-15,,panel-close,acquired,,,
EEM,US,held,,2023-11-15,,panel-close,acquired,,,
EWJ,US,held,,2023-11-15,,panel-close,acquired,,,
EWT,US,held,,2023-11-15,,panel-close,acquired,,,
EWY,US,held,,2023-11-15,,panel-close,acquired,,,
IWM,US,held,,2023-11-15,,panel-close,acquired,,,
IZRL,US,held,,2023-11-15,,panel-close,acquired,,,
KSA,US,held,,2023-11-15,,panel-close,acquired,,,
TFLO,US,held,,2023-11-16,,panel-close,acquired,,,
DXC,US,held,,2023-11-20,23.0,panel-close,acquired,9.854999542236328,-57.15217590332031,-125.92230987548828
CRSP,US,sold,,2023-11-21,67.56999969482422,panel-close,acquired,58.439998626708984,-13.511915212890823,-82.65068054199219
CWT,US,held,,2023-11-21,47.00927734375,panel-close,acquired,50.17499923706055,6.7342492209815585,-62.40451431274414
META,US,held,,2024-01-03,341.47137451171875,panel-close,acquired,584.7399291992188,71.24127316245989,8.362483978271484
GOOG,US,held,,2024-01-03,139.13330078125,panel-close,acquired,350.989990234375,152.26885890259524,89.39007568359375
AAPL,US,held,,2024-01-03,,panel-close,acquired,305.55999755859375,,
AMZN,US,held,,2024-01-03,148.47000122070312,panel-close,acquired,244.72000122070312,64.82791082955725,1.9491233825683594
BAC,US,held,,2024-02-20,32.0192756652832,panel-close,acquired,58.7598991394043,83.5141423986506,29.806236267089844
UBS,US,held,,2024-02-20,25.566089630126953,panel-close,acquired,50.84000015258789,98.85716152961572,45.149253845214844
EW,US,sold,,2024-04-03,93.0199966430664,panel-close,acquired,94.15499877929688,1.22017004643169,-45.32965087890625
NVDA,US,held,,2024-04-24,79.53936004638672,panel-close,acquired,192.92999267578125,142.55914626829536,91.9498519897461
MU,US,sold,,2024-06-20,143.18563842773438,panel-close,acquired,969.0,576.7438485033911,537.5858154296875
TMO,US,held,,2024-06-20,553.3792114257812,panel-close,acquired,522.3499755859375,-5.607228316346935,-44.765262603759766
CL,US,held,,2024-06-20,92.5666275024414,panel-close,acquired,95.02999877929688,2.6611872370423173,-36.496849060058594
SHEL,US,held,,2024-06-20,64.70832061767578,panel-close,acquired,77.66999816894531,20.030928677399352,-19.127105712890625
NVO,US,held,,2024-06-20,131.8603515625,panel-close,acquired,50.06999969482422,-62.02800985928532,-101.18605041503906
CTRA,US,held,,2024-06-20,,panel-close,acquired,,,
ARM,US,sold,,2024-06-21,160.3000030517578,panel-close,acquired,315.6400146484375,96.90580701144675,57.56094741821289
CLH,US,held,,2024-06-21,226.1300048828125,panel-close,acquired,289.3550109863281,27.959582867510548,-11.385276794433594
WM,US,held,,2024-06-21,202.80648803710938,panel-close,acquired,229.3300018310547,13.078237314129737,-26.26662254333496
TTE,US,held,,2024-06-21,59.54590606689453,panel-close,acquired,76.48999786376953,28.45551090924676,-10.889348983764648
BATRK,US,held,,2024-06-21,38.41999816894531,panel-close,acquired,52.459999084472656,36.543471068865905,-2.8013877868652344
GFI,US,held,,2024-06-21,13.837769508361816,panel-close,acquired,35.20000076293945,154.37626159092312,115.03140258789062
RWR,US,held,,2024-06-21,,panel-close,acquired,,,
DELL,US,held,,2024-07-10,141.10995483398438,panel-close,acquired,392.2049865722656,177.9428191538252,142.77098083496094
GLNG,US,held,,2024-10-02,37.20075988769531,panel-close,acquired,48.75,31.045710214443133,-1.926614761352539
OXY,US,held,,2024-10-03,52.87092971801758,panel-close,acquired,48.48500061035156,-8.295539970751376,-41.51143264770508
CGBSW,US,sold,,2024-10-15,,panel-close,acquired,,,
SPGI,US,held,,2024-10-18,489.7127380371094,panel-close,acquired,433.31500244140625,-11.516493489991564,-40.91084671020508
COP,US,held,,2024-10-18,99.90229797363281,panel-close,acquired,103.62999725341797,3.7313448793430126,-25.663007736206055
NEXT,US,held,,2024-10-18,5.519999980926514,panel-close,acquired,7.460000038146973,35.144928694272146,5.750576019287109
INTC,US,held,,2024-10-24,22.34000015258789,panel-close,acquired,120.12999725341797,437.73498850895027,407.1455383300781
CORN,US,held,,2024-11-11,18.350000381469727,panel-close,acquired,16.924999237060547,-7.765673650057147,-34.09783935546875
MLAB,US,held,,2024-12-04,125.03453063964844,panel-close,acquired,104.33999633789062,-16.5510552931972,-41.03292465209961
MNPR,US,signal,golden_cross 2026-07-13 (backfilled),2026-07-13,97.08000183105469,panel-close,golden_cross_hist,97.08000183105469,0.0,
RRR,US,signal,golden_cross 2026-07-13 (backfilled),2026-07-13,63.369998931884766,panel-close,golden_cross_hist,63.369998931884766,0.0,
THRM,US,signal,golden_cross 2026-07-13 (backfilled),2026-07-13,33.54999923706055,panel-close,golden_cross_hist,33.54999923706055,0.0,
HRL,US,signal,golden_cross 2026-07-13 (backfilled),2026-07-13,25.084999084472656,panel-close,golden_cross_hist,25.084999084472656,0.0,
UPBD,US,signal,golden_cross 2026-07-13 (backfilled),2026-07-13,19.739999771118164,panel-close,golden_cross_hist,19.739999771118164,0.0,
RTB,US,signal,golden_cross 2026-07-13 (backfilled),2026-07-13,14.270000457763672,panel-close,golden_cross_hist,14.270000457763672,0.0,
DLY,US,signal,golden_cross 2026-07-13 (backfilled),2026-07-13,14.130000114440918,panel-close,golden_cross_hist,14.130000114440918,0.0,
PML,US,signal,golden_cross 2026-07-13 (backfilled),2026-07-13,7.65500020980835,panel-close,golden_cross_hist,7.65500020980835,0.0,
ASBP,US,signal,golden_cross 2026-07-13 (backfilled),2026-07-13,6.110000133514404,panel-close,golden_cross_hist,6.110000133514404,0.0,
IPHA,US,signal,golden_cross 2026-07-13 (backfilled),2026-07-13,1.809999942779541,panel-close,golden_cross_hist,1.809999942779541,0.0,
GREE,US,signal,golden_cross 2026-07-13 (backfilled),2026-07-13,1.7300000190734863,panel-close,golden_cross_hist,1.7300000190734863,0.0,
LMFA,US,signal,golden_cross 2026-07-13 (backfilled),2026-07-13,0.14749999344348907,panel-close,golden_cross_hist,0.14749999344348907,0.0,
ICUI,US,signal,golden_cross 2026-07-14 (backfilled),2026-07-14,153.09500122070312,panel-close,golden_cross_hist,153.09500122070312,0.0,
DORM,US,signal,golden_cross 2026-07-14 (backfilled),2026-07-14,135.8800048828125,panel-close,golden_cross_hist,135.8800048828125,0.0,
CCK,US,signal,golden_cross 2026-07-14 (backfilled),2026-07-14,112.16500091552734,panel-close,golden_cross_hist,112.16500091552734,0.0,
BN,US,signal,golden_cross 2026-07-14 (backfilled),2026-07-14,43.09000015258789,panel-close,golden_cross_hist,43.09000015258789,0.0,
VRNS,US,signal,golden_cross 2026-07-14 (backfilled),2026-07-14,42.599998474121094,panel-close,golden_cross_hist,42.599998474121094,0.0,
DBX,US,signal,golden_cross 2026-07-14 (backfilled),2026-07-14,28.649999618530273,panel-close,golden_cross_hist,28.649999618530273,0.0,
GEN,US,signal,golden_cross 2026-07-14 (backfilled),2026-07-14,26.5049991607666,panel-close,golden_cross_hist,26.5049991607666,0.0,
NAMSW,US,signal,golden_cross 2026-07-14 (backfilled),2026-07-14,23.440000534057617,panel-close,golden_cross_hist,23.440000534057617,0.0,
BAX,US,signal,golden_cross 2026-07-14 (backfilled),2026-07-14,22.610000610351562,panel-close,golden_cross_hist,22.610000610351562,0.0,
ARL,US,signal,golden_cross 2026-07-14 (backfilled),2026-07-14,21.135000228881836,panel-close,golden_cross_hist,21.135000228881836,0.0,
DFP,US,signal,golden_cross 2026-07-14 (backfilled),2026-07-14,20.6200008392334,panel-close,golden_cross_hist,20.6200008392334,0.0,
IGI,US,signal,golden_cross 2026-07-14 (backfilled),2026-07-14,16.176000595092773,panel-close,golden_cross_hist,16.176000595092773,0.0,
CNH,US,signal,golden_cross 2026-07-14 (backfilled),2026-07-14,10.704999923706055,panel-close,golden_cross_hist,10.704999923706055,0.0,
FORR,US,signal,golden_cross 2026-07-14 (backfilled),2026-07-14,9.380000114440918,panel-close,golden_cross_hist,9.380000114440918,0.0,
JYNT,US,signal,golden_cross 2026-07-14 (backfilled),2026-07-14,9.260000228881836,panel-close,golden_cross_hist,9.260000228881836,0.0,
USA,US,signal,golden_cross 2026-07-14 (backfilled),2026-07-14,5.808000087738037,panel-close,golden_cross_hist,5.808000087738037,0.0,
TTWO,US,signal,golden_cross 2026-07-15 (backfilled),2026-07-15,252.97999572753906,panel-close,golden_cross_hist,252.97999572753906,0.0,
AGIO,US,signal,golden_cross 2026-07-15 (backfilled),2026-07-15,37.06999969482422,panel-close,golden_cross_hist,37.06999969482422,0.0,
LINK,US,signal,golden_cross 2026-07-15 (backfilled),2026-07-15,4.355000019073486,panel-close,golden_cross_hist,4.355000019073486,0.0,
RPAY,US,signal,golden_cross 2026-07-15 (backfilled),2026-07-15,4.170000076293945,panel-close,golden_cross_hist,4.170000076293945,0.0,
EXFY,US,signal,golden_cross 2026-07-15 (backfilled),2026-07-15,1.7649999856948853,panel-close,golden_cross_hist,1.7649999856948853,0.0,
OTLK,US,signal,golden_cross 2026-07-15 (backfilled),2026-07-15,1.4550000429153442,panel-close,golden_cross_hist,1.4550000429153442,0.0,
MSW,US,signal,golden_cross 2026-07-15 (backfilled),2026-07-15,1.2700999975204468,panel-close,golden_cross_hist,1.2700999975204468,0.0,
IFBD,US,signal,golden_cross 2026-07-15 (backfilled),2026-07-15,1.2060999870300293,panel-close,golden_cross_hist,1.2060999870300293,0.0,
PMA,US,signal,golden_cross 2026-07-15 (backfilled),2026-07-15,,panel-close,golden_cross_hist,,,
RCL,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,294.32000732421875,panel-close,golden_cross_hist,294.32000732421875,0.0,
ITW,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,271.5350036621094,panel-close,golden_cross_hist,271.5350036621094,0.0,
KMB,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,114.1449966430664,panel-close,golden_cross_hist,114.1449966430664,0.0,
FWONK,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,98.69999694824219,panel-close,golden_cross_hist,98.69999694824219,0.0,
HQY,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,94.05000305175781,panel-close,golden_cross_hist,94.05000305175781,0.0,
FWONA,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,91.44999694824219,panel-close,golden_cross_hist,91.44999694824219,0.0,
ESNT,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,64.70999908447266,panel-close,golden_cross_hist,64.70999908447266,0.0,
DT,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,44.849998474121094,panel-close,golden_cross_hist,44.849998474121094,0.0,
CRNX,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,41.400001525878906,panel-close,golden_cross_hist,41.400001525878906,0.0,
TCBX,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,40.8849983215332,panel-close,golden_cross_hist,40.8849983215332,0.0,
NMIH,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,40.880001068115234,panel-close,golden_cross_hist,40.880001068115234,0.0,
SBCF,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,33.27000045776367,panel-close,golden_cross_hist,33.27000045776367,0.0,
MS-PQ,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,25.43000030517578,panel-close,golden_cross_hist,25.43000030517578,0.0,
SHC,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,17.65999984741211,panel-close,golden_cross_hist,17.65999984741211,0.0,
ATRA,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,11.5,panel-close,golden_cross_hist,11.5,0.0,
ONCH,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,10.324999809265137,panel-close,golden_cross_hist,10.324999809265137,0.0,
WBX,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,4.28000020980835,panel-close,golden_cross_hist,4.28000020980835,0.0,
INDP,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,3.0399999618530273,panel-close,golden_cross_hist,3.0399999618530273,0.0,
NAAS,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,2.911099910736084,panel-close,golden_cross_hist,2.911099910736084,0.0,
IOTR,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,2.559999942779541,panel-close,golden_cross_hist,2.559999942779541,0.0,
APM,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,0.7900000214576721,panel-close,golden_cross_hist,0.7900000214576721,0.0,
PRPL,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,0.36000001430511475,panel-close,golden_cross_hist,0.36000001430511475,0.0,
