market,h,ret,excess,rsi_evict
JP,21,1.437192244839891,2.3989592029460827,45.6
JP,63,4.787037771642555,1.274303354571904,45.6
JP,21,10.629568985057336,7.501806829560564,39.2
JP,63,18.476936930707023,16.325335817366682,39.2
JP,21,-1.0295906657532106,-0.7743708111087377,31.9
JP,63,13.740894428873741,16.128758583269576,31.9
JP,21,3.5965950290763438,4.461242412106414,35.9
JP,63,10.970544970178464,7.247685689192629,35.9
JP,21,-4.9734133064217705,-4.155667860352519,42.1
JP,63,-17.782296107260397,-17.325542197345488,42.1
JP,21,-5.485436893203888,-2.165466618592049,41.7
JP,63,3.689320388349504,3.835784893433314,41.7
JP,21,3.088532379719555,2.8432281387665848,35.0
JP,63,25.60723918839727,30.57552107709839,35.0
JP,21,-22.94859028018156,-19.915150893482338,35.0
JP,63,0.09018198237944475,4.409369383827022,35.0
JP,21,27.568931084187632,29.299209366865256,35.4
JP,63,1.9791111115949223,8.85834790871456,35.4
JP,21,-5.674836084084667,-6.8987193843428,41.0
JP,63,-16.722563828979776,-19.39377139179842,41.0
JP,21,0.13200867693627938,0.5831111705146497,41.1
JP,63,-17.66943631299004,-19.236003592718966,41.1
JP,21,-13.424892805317668,-13.385176059707938,32.2
JP,63,-11.793991883300436,-11.059771710106736,32.2
JP,21,-2.213791955973232,1.85544682963048,33.2
JP,63,28.35418068391966,30.383643524006565,33.2
JP,21,4.621072856144459,2.700260047829439,53.7
JP,63,12.538505480683249,12.515603987606983,53.7
JP,21,3.075260616846953,2.8870352379801067,48.1
JP,63,-13.24234380998045,-18.52492815071126,48.1
JP,21,-12.670299464123392,-16.340019629508106,46.8
JP,63,6.198912031731618,8.042606677895048,46.8
JP,21,-1.9327359532020028,-4.537016803307936,43.1
JP,63,-2.6091999069396743,-5.3685737894491155,43.1
JP,21,-8.09815419570471,-7.34469198934743,19.8
JP,63,-39.48466255739037,-30.382563384662213,19.8
JP,21,6.306308945423433,6.444633304106395,45.5
JP,63,14.514522913609529,14.617685989713314,45.5
JP,21,-1.3801755775205038,-5.4123686498027235,46.3
JP,63,0.7528301022282191,-3.5891852184289252,46.3
JP,21,-4.5611682379293805,-3.7618454884211117,47.7
JP,63,-5.18059666861197,-3.6369415861718046,47.7
JP,21,28.466496136494214,28.252650522351576,28.0
JP,63,32.12411389204804,28.55426397919987,28.0
JP,21,-2.0426675646167736,-3.101345452787241,48.2
JP,63,-31.85751704968246,-28.957271354091084,48.2
JP,21,-3.112306593031011,-3.5632178104087586,32.1
JP,63,-3.7642995810718727,3.3193360721702314,32.1
JP,21,19.121159330866355,17.548871322394554,30.8
JP,63,22.03728624292227,26.780865228116667,30.8
JP,21,-2.037861915367478,1.4637865564934183,45.6
JP,63,10.155902004454354,12.97971058058085,45.6
JP,21,-5.07180305447914,-3.1135344750391036,37.7
JP,63,8.285844540688391,7.306021923045768,37.7
JP,21,20.889964059129372,21.71416310399883,36.5
JP,63,31.821294731977655,38.539183313421766,36.5
JP,21,-1.215583195539205,2.5301531721507065,28.0
JP,63,-8.687887740259093,-1.5528069937716609,28.0
JP,21,7.420500057793178,8.285147440823248,45.8
JP,63,29.195211978864876,25.47235269787904,45.8
JP,21,-19.719773332292355,-7.944187000834013,44.5
JP,63,-2.9320134041064816,4.79863078752687,44.5
JP,21,-1.9575798371166853,-2.0153809610758966,46.6
JP,63,-9.461651340189803,-7.54902401810994,46.6
JP,21,-1.408434722365659,18.06072666471702,45.5
JP,63,17.94426524957682,25.29218644217951,45.5
JP,21,15.501522922319456,14.870755233384347,44.2
JP,63,8.77150430997462,11.12387904005432,44.2
JP,21,-1.9967685075735653,0.9855539292361271,50.2
JP,63,-3.3639164212560857,0.15277007512173313,50.2
JP,21,2.444212173741178,0.7668269115150839,54.4
JP,63,4.888405439773158,11.97402272388235,54.4
JP,21,-29.684411850819224,1.531298558752539,47.9
JP,63,-10.859214312043441,6.8751606169489605,47.9
JP,21,16.498345414128423,11.472026620092766,46.9
JP,63,21.254163686827688,19.892216520412532,46.9
JP,21,-4.577962298645355,-1.9309947285534923,47.0
JP,63,-7.153055607896586,-1.6329500639885142,47.0
JP,21,3.4528730094780524,2.3661320869950098,30.7
JP,63,-7.189948961066738,-8.988107398157684,30.7
JP,21,2.389858161650249,0.8175701531784485,25.1
JP,63,4.945973290870964,9.68955227606536,25.1
JP,21,6.9688214474137755,9.81675381583531,45.7
JP,63,28.054168393122115,33.33629820372994,45.7
JP,21,8.683473389355733,11.461069743799523,46.0
JP,63,16.408668730650145,18.008417480915128,46.0
JP,21,-0.5030749224912534,-1.4854145328825674,40.0
JP,63,-2.1800012006702785,3.220965816036048,40.0
JP,21,7.902060759478058,10.32618558864713,33.4
JP,63,19.463004646699787,27.395826631586417,33.4
JP,21,3.422044986622419,2.0712668038884496,45.7
JP,63,59.90494882391499,55.88845491133682,45.7
JP,21,-7.378310109889663,-7.789540269144412,28.0
JP,63,3.8013820128433906,1.385562176647781,28.0
JP,21,8.37898152160006,9.567428108416333,43.0
JP,63,-9.373095769006945,-6.113863367108052,43.0
JP,21,88.97685749086479,90.04502025551088,41.4
JP,63,142.326431181486,143.85248167665276,41.4
JP,21,-15.158450021333536,7.173838344799886,45.6
JP,63,-7.539562954403345,9.715381672995193,45.6
JP,21,-3.9665987966285843,-1.2831337440408874,37.0
JP,63,-1.74843564981787,2.9702345329308932,37.0
JP,21,-5.595542626368366,-3.081686819210183,43.5
JP,63,0.017426832507561052,4.796131541505599,43.5
JP,21,12.356637020651196,11.231569037978485,36.8
JP,63,5.967691398615171,6.197251289487459,36.8
JP,21,-6.425106203615616,1.534729176803861,46.3
JP,63,-11.622401363606393,-2.540744279619421,46.3
JP,21,-5.233878458385699,-2.8987042563811793,38.9
JP,63,1.8751258480534938,1.0297164583618734,38.9
JP,21,-0.8993576340031173,-2.2597320402973797,39.7
JP,63,25.576888169431268,25.51753816917941,39.7
JP,21,1.1290250744038666,-0.6218997976006113,56.4
JP,63,12.096771561910336,10.87487308875863,56.4
JP,21,-7.061782041088128,-4.028342654388906,33.2
JP,63,-17.150061685863648,-12.83087428441607,33.2
JP,21,4.6721970705138505,4.662666160443241,49.2
JP,63,-2.5300116396756778,-1.9575138856619878,49.2
JP,21,-4.0850931515715505,15.384068235511128,46.7
JP,63,-10.910629701178543,-3.5627085085758523,46.7
JP,21,-2.119284722137249,-1.1364791364123272,19.0
JP,63,-13.332577345153851,-9.980466151855548,19.0
JP,21,-1.5189831400369336,-2.869672117594191,25.1
JP,63,13.782867262754062,5.5355369973932635,25.1
JP,21,3.0065268509789522,-0.05258402410661667,38.2
JP,63,-13.694106917939152,-13.059056304564052,38.2
JP,21,-7.75026631197,-5.502225893961043,41.0
JP,63,0.023953603823323455,0.028448846360340507,41.0
JP,21,-0.32626544337313046,0.19216130149605215,41.2
JP,63,3.588901730579641,3.4408058314040257,41.2
JP,21,-3.042981199825001,-0.9460667031329417,49.5
JP,63,-3.646926906942949,-6.7479568314678495,49.5
JP,21,-1.8726522409918678,-0.5841162724039228,48.5
JP,63,-2.5336057944928325,-1.8448178289336314,48.5
JP,21,-4.445506692160617,-1.4631842553509244,38.3
JP,63,-0.19120458891013214,3.3254819074676867,38.3
JP,21,-2.1373739225408306,-0.5087548533531994,42.8
JP,63,27.597053099552515,26.796071755328764,42.8
JP,21,2.87666876781969,3.6821149460399716,46.8
JP,63,4.342549541979279,7.53423510304958,46.8
JP,21,-0.12391794227936126,-0.5351481015341109,38.6
JP,63,-11.813303588061363,-14.229123424256972,38.6
JP,21,-2.1902384112513884,1.277074583769211,33.3
JP,63,-7.079653150168575,-4.3738352928995194,33.3
JP,21,-2.5819774810596496,-1.6699185880323264,42.6
JP,63,-1.177849764399297,7.012815744473744,42.6
JP,21,12.446026585954172,7.783142724301361,37.3
JP,63,0.4540009421714064,-0.02004244338389416,37.3
JP,21,0.24888003982079798,3.2312024766304903,40.4
JP,63,15.62966650074664,19.14635299712446,40.4
JP,21,-3.716812209878817,-3.564716381484101,48.9
JP,63,0.7079601168453742,5.549075441999052,48.9
JP,21,1.3776754830491234,1.756000539687419,30.7
JP,63,8.83049380911196,11.399057225703977,30.7
JP,21,-2.9315293152931576,0.5701191565677388,45.2
JP,63,4.0590405904058935,6.88284916653239,45.2
JP,21,-3.4794574405346945,-3.797295514784216,51.8
JP,63,-3.4794574405346945,-3.797295514784216,51.8
JP,21,3.3009529070313404,1.506025565468816,50.1
JP,63,-1.0988607334789569,3.4954155670899096,50.1
JP,21,10.866358278589683,10.64652986277277,37.9
JP,63,-1.3215964150624093,-0.48920488343094926,37.9
JP,21,3.8705736032380367,4.412717218423767,38.2
JP,63,8.656642459475528,8.825517009837892,38.2
JP,21,-3.138703972540491,-5.234237640137074,34.2
JP,63,-2.4924983252767263,-1.9765556625725433,34.2
JP,21,-0.2176729150583201,-0.11199584358921877,47.4
JP,63,-17.609924984449997,-14.140092738621366,47.4
JP,21,-5.051112447384243,-3.9245551464489385,48.3
JP,63,-0.060132291040293495,0.5560386788012739,48.3
JP,21,0.11823825007390987,-0.16351151443629863,42.9
JP,63,-16.316878510198052,-22.24411668158359,42.9
JP,21,2.677313292625638,25.00960165875906,34.9
JP,63,33.44293095349931,50.69787558089784,34.9
JP,21,-1.5841584158415856,-3.810431422178273,54.2
JP,63,1.7821782178217838,-1.3693599552609514,54.2
JP,21,0.0,0.16679625731325087,43.2
JP,63,6.216696269982247,4.782209986387187,43.2
JP,21,12.25165562913908,14.301784175255571,47.4
JP,63,6.9536423841059625,12.6825846126289,47.4
JP,21,7.454342154304872,8.398949471066997,36.5
JP,63,34.699962728289236,32.28527500534933,36.5
JP,21,8.7890625,7.340226348860801,49.2
JP,63,15.1611328125,20.327631238229504,49.2
JP,21,4.117902037277843,4.329670086681969,36.5
JP,63,-0.23840485478977547,1.176980158834895,36.5
JP,21,1.1113326976590177,1.3213099077591828,27.2
JP,63,2.2791516199338613,3.9753390082273854,27.2
JP,21,9.532912174982066,8.223130636417729,49.4
JP,63,12.769073662025221,10.309383647922088,49.4
JP,21,-2.0308777615570484,-3.0628799461469014,38.6
JP,63,-7.219365441138603,-6.839958028639736,38.6
JP,21,-0.9733300501598596,-2.942572107121022,37.7
JP,63,-2.5004157188316722,-0.2577364096847723,37.7
JP,21,-5.032755897266639,-0.5640255842503388,42.3
JP,63,-16.60118024329328,-11.64985709011208,42.3
JP,21,-4.603144988377705,-3.084843985158525,37.7
JP,63,-1.6329911294106658,0.7471671272946234,37.7
JP,21,11.120764880679722,7.136146552567823,38.2
JP,63,26.846215990289537,26.120358852277505,38.2
JP,21,3.5946071007808555,4.238644048269514,44.9
JP,63,-0.0540469876633809,1.238285503760761,44.9
JP,21,2.5124238080444394,5.026279615202622,25.5
JP,63,-5.032227756777674,-0.25352304777963575,25.5
JP,21,-5.395346670946665,-0.9543150701130205,41.0
JP,63,-10.558126692040936,-10.00108154123489,41.0
JP,21,6.497862489260342,7.442469806022467,38.2
JP,63,-1.720020289847235,-4.134708012787147,38.2
JP,21,5.9050981508694145,10.289661623072309,42.3
JP,63,4.615930441233096,9.435801416720967,42.3
JP,21,2.635306467309828,1.760978571489602,41.0
JP,63,-3.8486485878780896,-2.4069502199867587,41.0
JP,21,-12.795141669533761,-9.76170228283454,37.8
JP,63,-12.885086688082092,-8.565899286634515,37.8
JP,21,8.881488217140854,8.813752340215952,41.9
JP,63,16.35883831736127,15.037175378239166,41.9
JP,21,7.5910744591152435,9.127764390712034,49.0
JP,63,21.489625743789787,17.925051537174674,49.0
JP,21,7.660318204063987,10.063496909163494,39.2
JP,63,27.59872575840967,34.2558161838973,39.2
JP,21,-3.978454270391374,-2.1612485614023513,47.1
JP,63,18.39771021902452,15.549104509312993,47.1
JP,21,-2.425466474545479,-0.3175084121053051,37.5
JP,63,19.832215352851,20.907546940509082,37.5
JP,21,13.44718095137425,14.919008168474669,38.9
JP,63,-1.0593477609365132,-1.0120105280590708,38.9
JP,21,31.697507636442435,29.97403390961817,37.3
JP,63,29.877694021304357,29.261628161638043,37.3
JP,21,-3.8557060109405183,-3.102243804583238,34.8
JP,63,-17.116993976448736,-8.014894803720575,34.8
JP,21,-7.9705851714888425,-8.634545451830366,43.6
JP,63,-0.9342099344443189,-4.893318594198382,43.6
JP,21,-4.023982943721228,0.5665604643952378,51.6
JP,63,-25.1225828825426,-17.6357353539943,51.6
JP,21,-4.219566599984558,-0.8379944020862946,31.1
JP,63,1.519747719233111,11.431866315985129,31.1
JP,21,3.2647428790721467,2.7933986466293748,38.4
JP,63,11.134178321678313,15.111257458681738,38.4
JP,21,-9.033657998533018,-4.592626397699373,40.1
JP,63,-23.00848072028646,-22.451435569480413,40.1
JP,21,1.1030568347362157,-0.7055975602704878,49.1
JP,63,19.10764950197703,18.771933317633913,49.1
JP,21,-12.358010184097147,-8.723343085552106,36.9
JP,63,-5.738347042694869,-5.552656898761321,36.9
JP,21,-10.19735942445471,-10.208062652491867,43.2
JP,63,-13.027856869522015,-9.026271981820955,43.2
JP,21,-1.5426140766806595,0.8839095457959467,47.3
JP,63,16.25304960304932,15.556240432225632,47.3
JP,21,10.426183609053208,11.212154243338157,43.6
JP,63,-1.2830702750627254,4.2224849614424524,43.6
JP,21,-2.5888547608600265,-0.6305861814199898,36.0
JP,63,-4.892496709082927,-5.87231932672555,36.0
JP,21,-8.849103424693194,-7.199156048063726,38.6
JP,63,19.590785475085703,23.384937110606952,38.6
JP,21,8.428109579788746,15.133121553181217,32.6
JP,63,12.952438662305866,20.517780219029405,32.6
JP,21,-8.813485608021331,-6.846750894259922,26.0
JP,63,-24.071729807935938,-18.265485470634047,26.0
JP,21,3.3110896498150577,6.5140326997830345,40.5
JP,63,13.92081285288258,14.04687263014235,40.5
JP,21,-24.222259747990915,-24.69423583618656,42.8
JP,63,-19.409107771942757,-22.399584735028654,42.8
JP,21,8.01016478558767,7.459356561856455,43.5
JP,63,5.158964838428504,3.3966748538558855,43.5
JP,21,-4.166672555304918,-7.0934978754011,42.1
JP,63,-8.340566263567506,-9.57224916132432,42.1
JP,21,-9.629826483507898,-8.606442018042227,37.7
JP,63,-5.123386194278123,-8.76393858598339,37.7
JP,21,-2.8353045219098316,1.305385783802338,41.0
JP,63,1.9399281496094822,4.102625849481867,41.0
JP,21,-2.1622737986739304,-1.2326982929176,31.3
JP,63,1.8411466687860978,5.910453739181487,31.3
JP,21,-2.2549552198056877,-0.7831280027052689,32.8
JP,63,8.366695816617153,8.414033049494595,32.8
JP,21,-3.3143660509232675,-0.8192930869348247,37.3
JP,63,-15.7991134838962,-11.753296672241031,37.3
JP,21,13.996965317593268,15.459955951384075,41.9
JP,63,17.24359075526616,13.591680792408933,41.9
JP,21,-3.817320881770192,-3.784625046203227,45.0
JP,63,8.827530724786282,7.2810665787563575,45.0
JP,21,9.876371938891303,19.527410484967923,55.8
JP,63,21.76691709334908,29.62427311918838,55.8
JP,21,-3.1716208574698035,-2.4037756978367963,49.5
JP,63,-11.53033736881709,-9.375911173700358,49.5
JP,21,-13.91129032258065,-7.243063094869539,31.5
JP,63,-19.05241935483871,-10.151812430185258,31.5
JP,21,-7.420494699646641,-3.546439974122895,35.2
JP,63,-40.45936395759717,-10.891164137230199,35.2
JP,21,10.882352941176476,9.225034008981027,41.7
JP,63,-12.401960784313726,-13.218588801462051,41.7
JP,21,4.395604395604402,4.181758781461764,19.8
JP,63,10.016906170752327,6.44705625790416,19.8
JP,21,20.59186189889026,20.659273027382206,50.5
JP,63,62.6387176325524,63.72481253381582,50.5
JP,21,0.6170662905500723,2.9477220638884805,55.7
JP,63,-14.791960507757407,-12.041316137881363,55.7
JP,21,-3.6734693877551017,-2.1551683845359215,39.5
JP,63,-2.3615160349854225,0.018642221719866736,39.5
JP,21,-29.028139327807555,-27.657148880702874,33.2
JP,63,-20.137987231335618,-16.830044252817654,33.2
JP,21,11.05818360737285,10.434589446968932,42.2
JP,63,18.21733165752328,17.789078559274294,42.2
JP,21,-0.514506386297342,-2.8989641543507694,22.6
JP,63,-0.13089588618830916,-4.83104686028375,22.6
JP,21,9.24448675503724,12.392126967186744,39.2
JP,63,-1.0147577081069614,1.34868798122747,39.2
JP,21,4.2291966063445985,2.0208926146461748,41.2
JP,63,-0.9095078200736073,-1.1026923321757143,41.2
JP,21,-14.77649280992177,-12.556568628279763,49.2
JP,63,-13.245037967787843,-7.516643438583626,49.2
JP,21,0.30237853122589975,-3.05386302088273,36.2
JP,63,2.938263997468349,-0.05851212481311485,36.2
JP,21,-2.0906091273638294,-0.4755250342553863,44.8
JP,63,4.7908972017542295,11.114595362796454,44.8
JP,21,6.834753819957262,3.301264178093133,35.5
JP,63,8.828937879492749,13.641534484693185,35.5
JP,21,5.96121800999474,3.764367319535311,47.5
JP,63,-14.12001120789098,-12.892666776013051,47.5
JP,21,3.361509730686052,2.4304819371562925,50.2
JP,63,3.361509730686052,2.4304819371562925,50.2
JP,21,8.630397372497733,4.739239308483455,30.4
JP,63,-0.7047875844179874,0.4440286958542816,30.4
JP,21,7.638896771321302,7.28695030227422,41.0
JP,63,4.883496502550422,2.9762328297139984,41.0
JP,21,-9.995635093845479,-7.940136044856949,52.2
JP,63,-9.493670886075945,-8.725306274312029,52.2
JP,21,6.603033665808566,5.452035098327412,36.2
JP,63,4.5911781594006,4.7484483636298975,36.2
JP,21,2.444259026979667,-0.13391402807203523,45.9
JP,63,-14.408228020341507,-17.777634403088072,45.9
JP,21,-6.230220842363343,3.000780478901289,48.6
JP,63,3.3584892693012236,11.88927534505596,48.6
JP,21,-4.930662281071074,-6.6312493934645,30.9
JP,63,1.540818244545905,6.5459111963055765,30.9
JP,21,2.0378349226851,-0.5495883458566553,45.7
JP,63,-9.898109196374062,-2.8074588999257752,45.7
JP,21,-8.866994495550717,-10.861908722941982,43.0
JP,63,-9.35960856205924,-5.958572875362332,43.0
JP,21,3.7168176309111622,4.295138342591143,26.5
JP,63,4.778750460443315,7.372713061842351,26.5
JP,21,16.39796405387679,16.849066547455163,29.9
JP,63,39.378119261274634,37.811551981545705,29.9
JP,21,4.480876148473367,5.387371541034714,31.6
JP,63,-0.32786290848608735,-0.5989845907077629,31.6
JP,21,5.56514252347724,7.351795966591823,43.0
JP,63,4.633787958793945,19.170957424994196,43.0
JP,21,-0.13337779259753324,3.1578757961331805,37.0
JP,63,6.10203401133711,8.224234714300549,37.0
JP,21,-3.5335520222873784,9.064749889801625,53.1
JP,63,7.656068274579275,26.66098128981612,53.1
JP,21,8.938545503683315,10.905280217444723,38.6
JP,63,33.016752680531724,38.822997017833615,38.6
JP,21,-2.6836165424735103,-0.16976073531532743,29.1
JP,63,-7.62096581638626,-2.8422611073882216,29.1
JP,21,-8.289663913968115,-5.642696343876252,29.9
JP,63,-28.96617622856916,-23.446070684661088,29.9
JP,21,-8.781482687190234,-8.397812186097042,45.8
JP,63,-21.432392542801317,-20.878204869744444,45.8
JP,21,-7.303629737988593,-7.361067082093387,28.6
JP,63,-24.813962362595955,-27.31596569968834,28.6
JP,21,-5.074262594540091,-3.5375726629433,48.7
JP,63,20.162004429788816,16.597430223173703,48.7
JP,21,-1.6233766233766267,0.3922954446433313,38.5
JP,63,1.0822510822510845,0.5542397514882946,38.5
JP,21,1.5398478879447453,1.3016004865636477,42.2
JP,63,12.590575585886477,16.915368445673085,42.2
JP,21,-11.89913114331449,-8.181701624551375,45.7
JP,63,-24.290030129150374,-18.11999053427502,45.7
JP,21,-10.641399416909625,-12.448379624251139,38.7
JP,63,-22.142860701758384,-24.77705394898483,38.7
JP,21,-0.19594523926889096,-0.8121825927220439,34.7
JP,63,1.7812610554189146,2.6010013218282335,34.7
JP,21,0.6369426751592355,-2.3481824892225056,43.0
JP,63,37.372613408762945,34.34333336077877,43.0
JP,21,3.3214314778645893,1.8725953267253903,41.2
JP,63,23.27380952380953,28.440307949539033,41.2
JP,21,11.55958882876693,10.616147885221338,45.0
JP,63,4.215716398330516,5.770121642101,45.0
JP,21,-4.261683764116042,-1.2793613273063498,29.4
JP,63,0.08722893545560773,3.6039154318334266,29.4
JP,21,-9.174114804021649,-0.7635139726823272,19.0
JP,63,-6.342770332986969,1.9388472315739698,19.0
JP,21,2.005908724106531,0.5851780932589312,45.4
JP,63,11.611148466944465,9.772218269804656,45.4
JP,21,23.287095795034716,23.062811988374985,31.4
JP,63,18.025468835909653,14.744808479415017,31.4
JP,21,-3.226855362697323,1.241874950318977,48.2
JP,63,-6.9326832701153585,-1.9813601169341606,48.2
JP,21,0.5630847806399109,-0.5236561418431318,38.4
JP,63,13.101209705489225,11.303051268398278,38.4
JP,21,3.3630346504057274,1.2872755342422604,51.7
JP,63,-2.4759371883764536,-2.9244483954776634,51.7
JP,21,6.69696969696969,9.835200846085336,48.0
JP,63,10.606060606060597,10.680475042239323,48.0
JP,21,2.064067746626952,1.6560652873579773,49.8
JP,63,-2.5326038889291302,1.7576881005658684,49.8
JP,21,-5.84072167976969,-4.519901764110135,38.7
JP,63,-3.0766919728846043,-3.725307376326392,38.7
JP,21,-5.319278256197435,-3.2691497100809435,29.8
JP,63,-17.416359184562534,-11.687416956039597,29.8
JP,21,9.742094119660539,9.11849995925662,40.1
JP,63,5.387833542656528,4.959580444407541,40.1
JP,21,-8.133482842024298,-7.188875525262173,47.4
JP,63,-11.979197286602606,-14.393885009542519,47.4
JP,21,-11.830558792952273,-11.624744024720668,39.3
JP,63,-19.58528803787206,-23.044405855617434,39.3
JP,21,-9.370752128325964,-6.26403628817067,28.8
JP,63,-27.022610890714727,-24.99853409811237,28.8
JP,21,-21.107268270174117,-15.023242393406388,45.2
JP,63,-14.532873235201848,-13.402154864326143,45.2
JP,21,-13.026611340959725,-12.979081508421652,49.7
JP,63,1.4346088757378528,-4.473889877475434,49.7
JP,21,30.591572386782808,27.939333858349304,34.6
JP,63,30.4294978973755,31.82199966855589,34.6
JP,21,16.913431528657718,19.151572981916164,41.8
JP,63,-12.02330909986613,-2.830098478814447,41.8
JP,21,-5.126452727778097,-1.690947362005235,30.3
JP,63,-10.19041965605043,-4.954836157807817,30.3
JP,21,-3.9415134800156904,-2.2479873716736543,55.3
JP,63,-10.870944612360923,-12.658308538847363,55.3
JP,21,-4.620331876589345,-2.523417379897286,32.6
JP,63,-22.99415637608748,-26.095186300612383,32.6
JP,21,7.012570311756661,8.305319860880655,35.6
JP,63,1.8318869305204322,13.215346369449687,35.6
JP,21,8.753785916157941,7.227044506303115,40.3
JP,63,-0.6061703447963529,3.8528798904642114,40.3
JP,21,26.237596119809048,26.206508142028163,35.8
JP,63,49.25740140788384,50.398201261020205,35.8
JP,21,17.9345715685983,21.680307936288212,41.4
JP,63,7.200197781672113,14.335278528159545,41.4
JP,21,-0.05032731440245408,0.6210813072971222,35.5
JP,63,13.091171825763759,16.552268188097408,35.5
JP,21,5.974753674082711,4.097899695975227,39.8
JP,63,8.12060402115713,12.714880321725996,39.8
JP,21,2.634144024084506,3.2025633575770263,40.8
JP,63,9.59733923021786,12.920431134917031,40.8
JP,21,5.329202508170727,4.836289848373232,50.6
JP,63,17.17235669723951,17.86600479799141,50.6
JP,21,37.67909267678024,41.72337875576404,60.8
JP,63,52.57881393527697,52.41160336605715,60.8
JP,21,17.38319931754708,14.868350938369577,32.1
JP,63,58.87853034202277,53.72364092511395,32.1
JP,21,-11.647740635156579,-11.851428745716465,34.8
JP,63,-37.727274539127556,-36.77577825459156,34.8
JP,21,-10.05585412813269,-12.541180709601296,30.9
JP,63,-16.305860252000503,-9.117457192675449,30.9
JP,21,13.061565338244495,15.31977714533329,43.7
JP,63,45.174715836485134,44.392727111751014,43.7
JP,21,-11.89358111313007,-8.391932641269173,30.6
JP,63,-24.596136014637715,-21.77232743851122,30.6
JP,21,-1.4735165272799722,-1.7913546015294934,38.2
JP,63,-1.4735165272799722,-1.7913546015294934,38.2
JP,21,12.71794764432219,11.24982561485226,40.7
JP,63,13.743608158618702,12.286703589333968,40.7
JP,21,-2.89472676821646,-0.3808709610582772,46.1
JP,63,-5.657898910310322,-0.8791942013122833,46.1
JP,21,-2.327738253830036,-1.9678628039464519,48.3
JP,63,6.595297057188598,7.162019049289448,48.3
JP,21,7.039243942853135,4.963484826689668,52.2
JP,63,10.09314239143091,9.6446311843297,52.2
JP,21,-3.6710398449822823,-4.163952504779777,48.0
JP,63,3.8330163832093422,4.52666448396124,48.0
JP,21,-7.01962653938576,-5.220015917909871,45.8
JP,63,-7.90907992818487,-8.25038059715374,45.8
JP,21,4.57291333454104,2.497154218377573,46.7
JP,63,14.495263196526276,14.046751989425065,46.7
JP,21,14.822745393471969,18.45741249201701,40.5
JP,63,7.582413362301765,7.768103506235313,40.5
JP,21,-22.222234009030085,0.059482035501254416,40.7
JP,63,-22.325836327989002,-2.3316138353289624,40.7
JP,21,-2.4577550723544506,-3.362945989188282,42.0
JP,63,-9.15229319986639,-10.586985715825437,42.0
JP,21,-18.382431915277444,-16.613912699242686,43.3
JP,63,-15.008462036582271,-9.501033158927397,43.3
JP,21,1.7913577018309201,1.1677635414270027,26.7
JP,63,-3.688092670356191,-4.1163457686051785,26.7
JP,21,1.3629037316085224,1.474923997629407,51.9
JP,63,-2.654600969861809,-1.3335813980424716,51.9
JP,21,8.530391792437664,11.70138615306644,39.0
JP,63,-2.181578073800794,4.520905206380821,39.0
JP,21,-2.3506396226664616,-3.1495513090150196,50.0
JP,63,2.8351560575481605,2.831961209592415,50.0
JP,21,20.966894377298996,23.949216814108688,38.3
JP,63,41.16307584515677,44.679762341534584,38.3
JP,21,33.59550519260275,33.357257791221656,32.3
JP,63,66.7297968471232,71.05458970690981,32.3
JP,21,9.87888690183234,7.420827957244325,45.0
JP,63,-5.795463192433181,-6.24048839730178,45.0
JP,21,6.135146552834114,6.161155778503813,43.0
JP,63,3.417995825262521,6.246364756914613,43.0
JP,21,3.7709613545902743,3.278048694792779,43.7
JP,63,-0.6617253682826618,0.03192273246923616,43.7
JP,21,-1.186438904508158,-2.168778514899472,53.8
JP,63,-13.644061260654217,-8.24309424394789,53.8
JP,21,-7.65549439579093,-6.97004355017059,45.0
JP,63,-51.355666180379565,-17.79677217132798,45.0
JP,21,35.315994692292186,35.07774729091109,30.5
JP,63,47.5831366311013,51.90792949088791,30.5
JP,21,3.3367621258909574,1.4437963887825367,42.5
JP,63,3.9235577128964305,1.035167158773409,42.5
JP,21,7.243059327236301,5.167300211072834,44.6
JP,63,10.240494726172034,9.791983519070826,44.6
JP,21,1.4403910695623523,0.4580514591710383,38.7
JP,63,-10.209692820289485,-4.808725803583158,38.7
JP,21,24.60157007879735,24.363322677416253,34.4
JP,63,59.458675784828976,63.78346864461558,34.4
JP,21,30.38943510250103,27.5973251262305,43.7
JP,63,5.306636437056955,6.073440789099383,43.7
JP,21,-0.06494183827907563,-1.9579075753874964,45.9
JP,63,10.018199106585012,7.1298085524619905,45.9
JP,21,0.0,-3.868730017099087,51.4
JP,63,-1.8662897628125452,-6.030360301991877,51.4
JP,21,-3.469942866998832,-3.0282667404930796,42.7
JP,63,-44.795085699501755,-14.642766276138726,42.7
JP,21,-11.697898725800314,-10.024200065656018,50.0
JP,63,-20.59435179607125,-16.204565860456633,50.0
JP,21,0.9667201901697009,0.49474410197405394,30.3
JP,63,-4.253486976825571,-7.243963939911469,30.3
JP,21,12.596780749301484,16.985249574907478,43.7
JP,63,10.817898874711851,13.650388607908992,43.7
JP,21,4.490584258812169,7.4729066956218615,44.3
JP,63,-29.74408498309995,-26.22739848672213,44.3
JP,21,-6.672244607570388,-4.434103154311941,49.5
JP,63,-0.6979118268164886,8.495298794235195,49.5
JP,21,2.248128356570822,1.8368981973160725,31.6
JP,63,15.265049554184174,12.849229717988564,31.6
JP,21,11.007080456833451,11.366955906717035,51.4
JP,63,25.895677923617043,26.462399915717892,51.4
