market,h,ret,excess,rsi_evict
IN,21,-6.666666666666665,-7.207144366166829,35.1
IN,63,-25.64102564102564,-23.71564234677236,35.1
IN,21,59.44055944055944,60.21921144723851,39.7
IN,63,109.79020979020979,117.76437168695324,39.7
IN,21,-5.714285714285716,-4.868172546649552,43.3
IN,63,24.85714285714287,28.23673478398251,43.3
IN,21,-1.940928270042197,-2.781075618814044,49.1
IN,63,-30.886075949367086,-28.727765783581617,49.1
IN,21,3.0172413793103425,3.795893385989413,35.5
IN,63,6.68103448275863,13.871185731988112,35.5
IN,21,3.62694300518136,3.62694300518136,28.9
IN,63,-4.6056419113413956,-1.9294894235795663,28.9
IN,21,-4.5666584826908885,-4.568515992980826,39.3
IN,63,-10.041738276454693,-7.120624419525779,39.3
IN,21,2.5326025326025237,6.055748726141397,36.2
IN,63,1.3608013608013447,8.20722173609283,36.2
IN,21,-12.180579216354348,-11.401927209675277,58.6
IN,63,-15.442930153321976,-8.252778904092494,58.6
IN,21,-20.26874551236024,-18.916740149470133,40.1
IN,63,-10.144630218483941,-7.35950872662805,40.1
IN,21,5.088522966447928,6.50738436105952,27.0
IN,63,6.499938095827651,9.96533117075742,27.0
IN,21,4.164798038688078,5.809881094430236,37.6
IN,63,0.15546984781895645,9.663677987591846,37.6
IN,21,19.12690239157797,20.02945957783503,35.3
IN,63,8.393408856848605,16.24622661390743,35.3
IN,21,-1.6033461136284455,-0.25134075073833806,40.1
IN,63,20.812516943573065,23.564200618927643,40.1
IN,21,10.58623531835976,11.67354001714015,41.6
IN,63,-4.703276323923344,4.975294457654433,41.6
IN,21,-0.8316929133858286,-1.6718402621576756,39.7
IN,63,-3.59744094488188,-2.2281766648562074,39.7
IN,21,-4.142692750287679,-2.370643785307846,40.2
IN,63,-1.0164940544687306,3.898702222168116,40.2
IN,21,-2.7488151658767723,1.8859726008148119,44.9
IN,63,-8.43601895734597,-4.8704189135843405,44.9
IN,21,-8.663558663558657,-9.080480800156042,42.5
IN,63,-6.118881118881103,-4.072972591897484,42.5
IN,21,26.73287812952616,27.51153013620523,40.1
IN,63,13.8423339540658,21.03248520329528,40.1
IN,21,-2.2087825400999295,-2.2087825400999295,40.0
IN,63,16.224033657638692,18.23811915552135,40.0
IN,21,5.024003572624758,9.091192174846697,41.1
IN,63,5.165419969483831,13.037291498515057,41.1
IN,21,8.267008097446183,8.267008097446183,32.8
IN,63,17.637898816527088,20.314051304288917,32.8
IN,21,15.935451336359051,15.234650196424825,37.2
IN,63,5.295007564296528,4.874458190580699,37.2
IN,21,13.035633739287334,13.993062949557977,29.4
IN,63,8.840775823184499,16.516786752997504,29.4
IN,21,-4.574468085106376,-2.5709119331048136,31.4
IN,63,27.287234042553198,30.615707370821287,31.4
IN,21,-8.373408769448377,-6.874378909534618,50.7
IN,63,2.783592644978783,6.227919654840585,50.7
IN,21,-3.41699942954935,-2.3448598186064373,44.3
IN,63,0.47347404449513686,4.4371929774289836,44.3
IN,21,1.833034469017747,2.6791476366539113,51.3
IN,63,2.231520223152028,5.611112149991671,51.3
IN,21,-10.97456006120886,-8.286298735423859,44.0
IN,63,-16.306426931905115,-11.901961913705138,44.0
IN,21,15.025041736227053,15.871154903863218,44.9
IN,63,52.81469115191988,56.194283078759526,44.9
IN,21,-2.631578947368418,-3.0485010839658044,29.2
IN,63,-6.680161943319829,-4.634253416336209,29.2
IN,21,-1.4373716632443578,1.0302188267544699,37.3
IN,63,-1.2320328542094527,7.372014439947439,37.3
IN,21,19.966722129783697,21.148340192820847,50.4
IN,63,29.963394342762072,33.407721352623874,50.4
IN,21,-10.094283148757842,-6.568608038634093,35.8
IN,63,-31.165818617180484,-19.62950640462543,35.8
IN,21,-4.3682480037576354,-5.208395352529482,38.2
IN,63,-3.2879286049788625,-1.600397716868962,38.2
IN,21,-2.764227642276418,-0.9921786772965846,38.6
IN,63,6.759581881533117,11.674778158169964,38.6
IN,21,9.31285903667698,12.00112036246198,45.0
IN,63,8.6389748121962,13.043439830396176,45.0
IN,21,-12.831352833638032,-10.885654183658556,47.1
IN,63,-4.638939670932363,1.3384396164990982,47.1
IN,21,1.9382268350631504,2.7168788417422207,41.1
IN,63,-2.2258346880080104,4.964316561221471,41.1
IN,21,10.166068222621183,11.584929617232776,33.4
IN,63,12.993716337522443,16.346953022663758,33.4
IN,21,-7.942670884862424,-6.416514659513306,47.9
IN,63,-8.78151663311283,-2.854279615454681,47.9
