HSN_Code,HSN_Chapter,Chapter_Name,Commodity,Import_FY24_25_USDmillions,Import_FY25_26_USDmillions,YoY_Growth_Percent,Base_Score,Chapter_Priority,Tier,Substitution_Potential,FY30_Savings_USDmillions,Confidence_Level,Quick_Win,Priority_Chemical
29214522,29,Organic Chemicals,CLEVES ACID(1 NAPHTHYLAMN-6-SLPHNC ACID),0.04,0.02,-54.7,6.0,High,Tier 2 (Dependent),30-50%,0.0,0.7,Yes,Yes
29214524,29,Organic Chemicals,"KCHS ACD(1-NPTHYLAMN-3,6,8-TRISLPHNC ACD)",0.69,1.04,51.4,10.8,High,Tier 2 (Dependent),30-50%,0.3,0.7,Yes,Yes
29214525,29,Organic Chemicals,LAURENTS ACID(1-NPHTHYLAMN-5-SLPHNC ACID),0.03,0.01,-66.4,6.0,High,Tier 2 (Dependent),30-50%,0.0,0.7,Yes,Yes
29214526,29,Organic Chemicals,TOBIAS ACID(2-NAPHTHYLAMINE-1-SLPHNC ACD),11.01,14.07,27.7,10.8,High,Tier 2 (Dependent),30-50%,4.2,0.7,Yes,Yes
29214590,29,Organic Chemicals,OTHR 1-NPTHYLAMN 2-NPTHYLAMN              AND THEIR DRVTVS AND SLTS...,27.35,13.14,-52.0,6.0,High,Tier 2 (Dependent),30-50%,3.9,0.7,Yes,Yes
29214600,29,Organic Chemicals,AMFETAMINE BENZFETAMINE ETC THR SALTS,0.44,0.33,-23.2,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29214910,29,Organic Chemicals,XYLIDINES,1.44,1.15,-20.2,3.0,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
29214920,29,Organic Chemicals,PARA CUMIDINE,0.07,0.11,71.3,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29214990,29,Organic Chemicals,OTHER ARMTC MONO AMNS AND THR DRVTVS AND SALTS,28.39,33.34,17.4,4.5,High,Tier 3 (Specialty),15-30%,5.0,0.5,No,No
29215110,29,Organic Chemicals,O- PHENYLENEDIAMINE,15.77,10.16,-35.6,3.0,High,Tier 3 (Specialty),15-30%,1.5,0.5,No,No
29215120,29,Organic Chemicals,M-PHENYLENEDIAMINE (M-DIAMINOBENZENE),4.07,4.27,4.9,3.3,High,Tier 3 (Specialty),15-30%,0.6,0.5,No,No
29215130,29,Organic Chemicals,P-PHENYLENEDIAMINE,5.14,4.1,-20.3,3.0,High,Tier 3 (Specialty),15-30%,0.6,0.5,No,No
29215140,29,Organic Chemicals,O-DIAMINOTOLUENE,0.6,0.31,-48.8,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29215150,29,Organic Chemicals,M-DIAMINOTOLUENE,0.78,0.25,-67.9,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29215180,29,Organic Chemicals,META TOLUYLENE DIAMINE,0.07,0.2,192.7,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29215190,29,Organic Chemicals,OTHR O-M-P-PHNYLENEDIAMINE DIAMINOTOLUENE AND THEIR DRVTVS SALTS TH...,28.07,23.38,-16.7,3.0,High,Tier 3 (Specialty),15-30%,3.5,0.5,No,No
29215910,29,Organic Chemicals,BENZIDINE,0.0,0.05,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29215920,29,Organic Chemicals,BENZIDINE DIHDROCHLORIDE,0.0,0.0,941.4,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29215930,29,Organic Chemicals,"3:3 DICNLOROBEZIDINE DIHYDROCHLORIDE,      SULPHATE",0.55,0.12,-77.7,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29215940,29,Organic Chemicals,"DIAMINOSTILBENE 2,2-DISULPHONIC ACID (DASDA)",4.57,2.97,-34.9,3.0,High,Tier 3 (Specialty),15-30%,0.4,0.5,No,No
29215990,29,Organic Chemicals,OTHER ARMTC PLYAMNS AND THR DRVTVS AND SLTS,21.78,18.55,-14.8,3.0,High,Tier 3 (Specialty),15-30%,2.8,0.5,No,No
29221110,29,Organic Chemicals,MONOETHANOLAMINE,28.22,21.28,-24.6,3.0,High,Tier 3 (Specialty),15-30%,3.2,0.5,No,No
29221190,29,Organic Chemicals,OTHER SALTS OF MONOETHANOLAMINE,8.96,8.99,0.2,3.3,High,Tier 3 (Specialty),15-30%,1.3,0.5,No,No
29221200,29,Organic Chemicals,DIETHANOLAMINE AND ITS SALTS,19.02,12.98,-31.7,3.0,High,Tier 3 (Specialty),15-30%,1.9,0.5,No,No
29221500,29,Organic Chemicals,TRIETHANOLAMINE,25.15,20.06,-20.2,3.0,High,Tier 3 (Specialty),15-30%,3.0,0.5,No,No
29221600,29,Organic Chemicals,DIETHANOLAMMONIUM PERFLUOROOCTANE SULPHONATE,0.01,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29221710,29,Organic Chemicals,METHYLDIETHANOLAMINE,0.35,0.36,3.0,3.3,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
29221720,29,Organic Chemicals,ETHYLDIETHANOLAMINE,0.0,0.0,-63.6,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29221800,29,Organic Chemicals,"2-(N, N-DIISOPROPYLAMINO)ETHANOL",0.0,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29221910,29,Organic Chemicals,"*2-HYDROXY N, N-DIISOPROPYL ETHYLAMINE",0.07,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29221919,29,Organic Chemicals,"OTHERS-OF-OTHER: N,N-DIALKYL (METHYL, ETHYL, N-PROPYL OR ISOPROPYL)...",0.0,0.52,,3.0,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
29221990,29,Organic Chemicals,"OTHERS-OF-OTHER: N,N-DIALKYL (METHYL, ETHYL, N-PROPYL OR ISOPROPYL)...",157.67,145.03,-8.0,3.6,High,Tier 2.5 (Quick-win),60-75%,87.0,0.8,Yes,No
29222110,29,Organic Chemicals,AMINO-G-ACID,0.03,0.06,122.6,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29222120,29,Organic Chemicals,AMINO-J-ACID,0.03,0.1,199.6,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29222140,29,Organic Chemicals,GAMMA ACID,0.0,0.04,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29222150,29,Organic Chemicals,J ACID (2-AMINO-5-NAPTHOL-7 SLPHNC ACID),29.11,31.21,7.2,3.3,High,Tier 3 (Specialty),15-30%,4.7,0.5,No,No
29222160,29,Organic Chemicals,H-ACID,16.98,5.28,-68.9,3.0,High,Tier 3 (Specialty),15-30%,0.8,0.5,No,No
29222190,29,Organic Chemicals,OTHER AMNOHYDRXY NPHTHLENE SLPHNC ACDS AND  THR SLTS,12.59,11.58,-8.0,3.0,High,Tier 3 (Specialty),15-30%,1.7,0.5,No,No
29222911,29,Organic Chemicals,2-AMINO 4-NITROPHENOL,0.98,0.9,-8.7,3.0,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
29222912,29,Organic Chemicals,META AMINOPHENOL   THN ONE KIND OF OXYGEN FUNCTION ;SALTS,1.15,2.93,155.3,5.4,High,Tier 3 (Specialty),15-30%,0.4,0.5,No,No
29222913,29,Organic Chemicals,PARA AMINOPHENOL,46.41,55.7,20.0,5.4,High,Tier 2.5 (Quick-win),60-75%,33.4,0.8,Yes,No
29222914,29,Organic Chemicals,META DIETHYL AMINO-PHENOL,1.16,1.31,13.1,4.5,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
29222921,29,Organic Chemicals,2-AMINO-1-PHENOL-4-SULPHONIC ACID,0.05,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29222922,29,Organic Chemicals,6-NITRO-0-AMINOPHENOL-4-SULPHONIC ACID,0.69,0.05,-92.3,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29222924,29,Organic Chemicals,PHENYL J ACID ( PHENYL -2 - AMINO         8   NAPHTHOL -7 -SULPHONI...,0.01,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29222925,29,Organic Chemicals,"S ACID,PERI ACID (1-AMINO-8-NAPHTHOL-4-4- SULPHXNC ACID,1-NPHTHYLAM...",0.03,0.0,-96.6,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29222926,29,Organic Chemicals,META-PHENYLENE DIAMENE-4-SULPH0NIC ACID,15.96,11.99,-24.9,3.0,High,Tier 3 (Specialty),15-30%,1.8,0.5,No,No
29222932,29,Organic Chemicals,2:5 DIMETHOXY ANILINE,1.65,0.28,-83.2,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29222934,29,Organic Chemicals,PARA CRESIDINE,2.65,0.52,-80.3,3.0,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
29222935,29,Organic Chemicals,PICRAMIC ACID (T-GRADE),0.0,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29222936,29,Organic Chemicals,PARA CRESIDINE ORTHO SULPHONIC ACID,0.1,1.14,994.6,5.4,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
29222990,29,Organic Chemicals,"OTHER AMINO-NAPHTHOLS AND OTHER AMINO-      PHENOLS, THEIR ETHERS,E...",61.29,44.7,-27.1,3.0,High,Tier 3 (Specialty),15-30%,6.7,0.5,No,No
29223100,29,Organic Chemicals,"AMFEPRA NONE(INN), METHDONE AND             MORMETHADONESALTS",0.0,0.0,2280.3,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29223900,29,Organic Chemicals,OTHER AMINO-ALDEHYDES ETC CNTNG MORE THAN OXGN FN. SALTS,8.54,12.94,51.5,5.4,High,Tier 3 (Specialty),15-30%,1.9,0.5,No,No
29224100,29,Organic Chemicals,LYSINE AND ITS ESTERS SALTS THEREOF,135.56,106.13,-21.7,3.6,High,Tier 2.5 (Quick-win),60-75%,63.7,0.8,Yes,No
29224210,29,Organic Chemicals,GLUTAMIC ACID,0.7,1.01,44.5,5.4,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
29224220,29,Organic Chemicals,MONOSODIUM GLUTAMATE (AZINAMOTO),57.98,67.9,17.1,4.5,High,Tier 2.5 (Quick-win),60-75%,40.7,0.8,Yes,No
