symbol,market,status,note,date_added,entry_price,basis,why,ltp,pct_since,vs_mkt,as_of,stale_days,held_days
OTLK,US,signal,golden_cross 2026-07-15 (backfilled),2026-07-15,1.559999942779541,panel-close,golden_cross_hist,1.3799999952316284,-11.538458599376378,-10.012245907115636,2026-07-20,0.0,
IFBD,US,signal,golden_cross 2026-07-15 (backfilled),2026-07-15,1.159999966621399,panel-close,golden_cross_hist,1.159999966621399,0.0,1.5262126922607422,2026-07-20,0.0,
RCL,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,286.9599914550781,panel-close,golden_cross_hist,286.1600036621094,-0.27878025396930184,,2026-07-20,0.0,
ITW,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,276.04998779296875,panel-close,golden_cross_hist,271.69000244140625,-1.5794187807870452,,2026-07-20,0.0,
KMB,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,108.3499984741211,panel-close,golden_cross_hist,108.4800033569336,0.11998604950931302,,2026-07-20,0.0,
FWONK,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,102.19999694824219,panel-close,golden_cross_hist,99.19999694824219,-2.935420831293478,,2026-07-20,0.0,
HQY,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,97.66999816894531,panel-close,golden_cross_hist,98.87999725341797,1.238864653585492,,2026-07-20,0.0,
FWONA,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,93.87999725341797,panel-close,golden_cross_hist,91.16999816894531,-2.8866629354039386,,2026-07-20,0.0,
CRNX,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,83.86000061035156,panel-close,golden_cross_hist,83.87000274658203,0.01192718358893341,,2026-07-20,0.0,
ESNT,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,66.70999908447266,panel-close,golden_cross_hist,66.16999816894531,-0.8094752255108806,,2026-07-20,0.0,
DT,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,44.40999984741211,panel-close,golden_cross_hist,44.709999084472656,0.6755218151121678,,2026-07-20,0.0,
NMIH,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,43.0099983215332,panel-close,golden_cross_hist,42.630001068115234,-0.8835091100845793,,2026-07-20,0.0,
TCBX,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,40.619998931884766,panel-close,golden_cross_hist,40.040000915527344,-1.4278631994304458,,2026-07-20,0.0,
SBCF,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,33.88999938964844,panel-close,golden_cross_hist,33.5,-1.1507801613226398,,2026-07-20,0.0,
MS-PQ,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,25.420000076293945,panel-close,golden_cross_hist,25.420000076293945,,,2026-07-17,3.0,
SHC,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,17.75,panel-close,golden_cross_hist,17.420000076293945,-1.8591544997524245,,2026-07-20,0.0,
ONCH,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,10.289999961853027,panel-close,golden_cross_hist,10.289999961853027,0.0,,2026-07-20,0.0,
APM,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,7.019999980926514,panel-close,golden_cross_hist,8.59000015258789,22.364674870756417,,2026-07-20,0.0,
ATRA,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,8.390000343322754,panel-close,golden_cross_hist,8.289999961853027,-1.1918996111759728,,2026-07-20,0.0,
WBX,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,4.559999942779541,panel-close,golden_cross_hist,4.150000095367432,-8.99122483677477,,2026-07-20,0.0,
IOTR,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,3.450000047683716,panel-close,golden_cross_hist,3.369999885559082,-2.318845246925283,,2026-07-20,0.0,
NAAS,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,3.1500000953674316,panel-close,golden_cross_hist,3.1600000858306885,0.317460005095338,,2026-07-20,0.0,
INDP,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,2.5299999713897705,panel-close,golden_cross_hist,2.4600000381469727,-2.766795811635747,,2026-07-20,0.0,
PRPL,US,signal,golden_cross 2026-07-20 (backfilled),2026-07-20,7.190000057220459,panel-close,golden_cross_hist,0.28999999165534973,,,2026-07-17,3.0,
