,pred_fwd_ret
ASTRAZEN,0.006609168303402994
BHARATRAS,0.004550570056187248
IRCON,0.004550570056187248
URJA,0.004550570056187248
FIRSTCRY,0.004550570056187248
ASALCBR,0.004550570056187248
KOTAKBANK,0.004550570056187248
INDIAMART,0.004550570056187248
CELLO,0.004550570056187248
HDFCLIFE,0.004550570056187248
NFL,0.004550570056187248
GSFC,0.004550570056187248
HDFCBANK,0.004550570056187248
CMSINFO,0.0037664950182474243
SJVN,0.0037664950182474243
