symbol,name,market,appearances,move_pct,entry_price,price,first_signal,last_signal,filters,best_detail,tier
2004,昭和産業,JP,2,2.57142857142858,3500.0,3590.0,2026-07-21,2026-07-22,technical,grade A,T2_LIQUID
3549,クスリのアオキホールディングス,JP,2,2.567427385892107,3856.0,3955.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
3467,アグレ都市デザイン,JP,2,2.564102564102555,2730.0,2800.0,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
2154,オープンアップグループ,JP,2,2.5487256371814038,2001.0,2052.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
8007,高島,JP,2,2.547770700636942,785.0,805.0,2026-07-21,2026-07-22,technical,grade B,T3_MID
8349,東北銀行,JP,2,2.5464556090846635,1453.0,1490.0,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
4848,フルキャストホールディングス,JP,2,2.5149700598802394,1670.0,1712.0,2026-07-21,2026-07-22,technical,grade B,T3_MID
DRH,,US,2,2.509803921568632,12.75,13.07,2026-07-21,2026-07-22,technical,grade A,T2_LIQUID
8059,第一実業,JP,2,2.507374631268444,3390.0,3475.0,2026-07-21,2026-07-22,technical,grade A,T3_MID
NBTB,,US,2,2.5033441620485375,52.33,53.64,2026-07-21,2026-07-22,technical,grade B,T3_MID
BBSI,,US,2,2.4968789013732895,40.05,41.05,2026-07-21,2026-07-22,technical,grade B,T3_MID
OTTR,,US,2,2.48576434515988,91.32,93.59,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
5922,那須電機鉄工,JP,2,2.484143763213531,18920.0,19390.0,2026-07-21,2026-07-22,technical,grade A,T4_ILLIQUID
VOE.VI,voestalpine,EU,2,2.4808299503833897,44.34,45.44,2026-07-21,2026-07-22,technical,grade B,T3_MID
TRMD,,US,2,2.475928473177458,29.08,29.8,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
2124,ジェイエイシーリクルートメント,JP,2,2.475780409041972,929.0,952.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
SEB-A.ST,SEB A,EU,2,2.475478748248494,214.1,219.4,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
HBNC,,US,2,2.474022761009409,20.21,20.71,2026-07-21,2026-07-22,technical,grade B,T3_MID
EQNR,,US,2,2.4631860776439085,37.35,38.27,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
9003,相鉄ホールディングス,JP,2,2.4615384615384706,2600.0,2664.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
9744,メイテックグループホールディングス,JP,2,2.44349419670129,3274.0,3354.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
8522,名古屋銀行,JP,2,2.43531202435312,6570.0,6730.0,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
LAW,,US,2,2.4330900243308973,4.11,4.21,2026-07-21,2026-07-22,technical,grade B,T3_MID
CBT,,US,2,2.4299696253796688,88.89,91.05,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
TGLS,,US,2,2.407286922576457,46.11,47.22,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
3028,アルペン,JP,2,2.4069028156221695,2202.0,2255.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
9107,川崎汽船,JP,2,2.400000000000002,2750.0,2816.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
OVV,,US,2,2.3887831054180353,57.77,59.15,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
IIIN,,US,2,2.3861852433280983,31.85,32.61,2026-07-21,2026-07-22,technical,grade A,T3_MID
7322,三十三フィナンシャルグループ,JP,2,2.3809523809523725,1932.0,1978.0,2026-07-21,2026-07-22,technical,grade A,T2_LIQUID
9008,京王電鉄,JP,2,2.377972465581979,799.0,818.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
DOC,,US,2,2.377747868999558,22.29,22.82,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
SREN.SW,Swiss Reinsurance Company Ltd,EU,2,2.371095220173136,132.85,136.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
BKT.MC,Bankinter,EU,2,2.370275464445881,15.61,15.98,2026-07-21,2026-07-22,technical,grade A,T2_LIQUID
14710,사조씨푸드,KR,2,2.3605150214592197,9320.0,9540.0,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
COL.MC,Inmobiliaria Colonial,EU,2,2.3593466424682408,5.51,5.64,2026-07-21,2026-07-22,technical,grade B,T3_MID
4651,サニックスホールディングス,JP,2,2.35294117647058,255.0,261.0,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
NMR,,US,2,2.342917997870053,9.39,9.61,2026-07-21,2026-07-22,technical,grade B,T3_MID
9743,丹青社,JP,2,2.3387668320340227,1411.0,1444.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
5983,イワブチ,JP,2,2.327127659574457,15040.0,15390.0,2026-07-21,2026-07-22,technical,grade A,T4_ILLIQUID
3405,クラレ,JP,2,2.3230088495575174,1808.0,1850.0,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
IOSP,,US,2,2.3228111971411503,83.95,85.9,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
VCTR,,US,2,2.3220287198288947,98.19,100.47,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
LANDO,,US,2,2.3211747986736198,21.11,21.6,2026-07-21,2026-07-22,technical,grade A,T4_ILLIQUID
6237,イワキポンプ,JP,2,2.3182297154899834,4745.0,4855.0,2026-07-21,2026-07-22,technical,grade A,T3_MID
WK,,US,2,2.3080958209477087,57.19,58.51,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
SPB,,US,2,2.3053452367499228,88.49,90.53,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
THRL.L,Target Healthcare REIT,EU,2,2.2927689594356204,113.4,116.0,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
HLN,,US,2,2.290836653386452,10.04,10.27,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
4901,富士フイルムホールディングス,JP,2,2.2882048488150453,3671.0,3755.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
9001,東武鉄道,JP,2,2.2868343678536407,3061.0,3131.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
9692,シーイーシー,JP,2,2.2839229735781563,2233.0,2284.0,2026-07-21,2026-07-22,technical,grade A,T2_LIQUID
IBEX,,US,2,2.281151981750784,35.07,35.87,2026-07-21,2026-07-22,technical,grade B,T3_MID
WDS,,US,2,2.263279445727484,21.65,22.14,2026-07-21,2026-07-22,technical,grade A,T2_LIQUID
8306,三菱ＵＦＪフィナンシャル・グループ,JP,2,2.262569832402228,3580.0,3661.0,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
3926,オープンドア,JP,2,2.2499999999999964,400.0,409.0,2026-07-21,2026-07-22,technical,grade A,T4_ILLIQUID
FCF,,US,2,2.2488038277512112,20.9,21.37,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
CNI,,US,2,2.2337990370195016,126.69,129.52,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
NJR,,US,2,2.219945355191255,58.56,59.86,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
CUBE,,US,2,2.2126022126022216,41.58,42.5,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
MT,,US,2,2.2019741837509432,65.85,67.3,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
AHCO,,US,2,2.1857923497267784,10.98,11.22,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
5946,長府製作所,JP,2,2.1823472356935048,2062.0,2107.0,2026-07-21,2026-07-22,technical,grade B,T3_MID
CRCT,,US,2,2.1739130434782705,4.6,4.7,2026-07-21,2026-07-22,technical,grade B,T3_MID
VSXY,,US,2,2.1736643404644873,87.41,89.31,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
PLMR,,US,2,2.1695689409077845,140.12,143.16,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
4709,ＩＤホールディングス,JP,2,2.1680216802167918,1107.0,1131.0,2026-07-21,2026-07-22,technical,grade B,T3_MID
LAND.L,Land Securities,EU,2,2.1676300578034713,692.0,707.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
SUN,,US,2,2.163461538461542,74.88,76.5,2026-07-21,2026-07-22,technical,grade A,T2_LIQUID
TAP,,US,2,2.162941600576773,41.61,42.51,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
FBLA,,US,2,2.1568627450980316,15.3,15.63,2026-07-21,2026-07-22,technical,grade B,T3_MID
8037,カメイ,JP,2,2.156334231805923,3710.0,3790.0,2026-07-21,2026-07-22,technical,grade B,T3_MID
3289,東急不動産ホールディングス,JP,2,2.1545319465081647,1346.0,1375.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
9005,東急,JP,2,2.154195011337867,1764.0,1802.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
CBC,,US,2,2.140384010072416,31.77,32.45,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
9508,九州電力,JP,2,2.1324354657688005,1782.0,1820.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
FUNC,,US,2,2.128136200716857,44.64,45.59,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
6869,シスメックス,JP,2,2.122347066167296,1602.0,1636.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
PNTG,,US,2,2.11421628189552,41.15,42.02,2026-07-21,2026-07-22,technical,grade B,T3_MID
2751,テンポスホールディングス,JP,2,2.110817941952514,3790.0,3870.0,2026-07-21,2026-07-22,technical,grade A,T4_ILLIQUID
BOX,,US,2,2.1069692058346856,30.85,31.5,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
MMK.VI,Mayr-Melnhof Karton,EU,2,2.106567534076831,80.7,82.4,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
3758,アエリア,JP,2,2.092050209205021,239.0,244.0,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
CLDT,,US,2,2.0911127707244237,13.39,13.67,2026-07-21,2026-07-22,technical,grade B,T3_MID
4012,アクシス,JP,2,2.0870602265951055,1677.0,1712.0,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
7984,コクヨ,JP,2,2.083333333333326,864.0,882.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
JRS,,US,2,2.0713463751438344,8.69,8.87,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
7616,コロワイド,JP,2,2.0696617869762735,1981.0,2022.0,2026-07-21,2026-07-22,technical,grade A,T2_LIQUID
8219,青山商事,JP,2,2.0689655172413834,725.0,740.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
YETI,,US,2,2.066115702479343,50.82,51.87,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
AVAH,,US,2,2.063983488132104,9.69,9.89,2026-07-21,2026-07-22,technical,grade B,T3_MID
CWT,,US,2,2.0630595562475484,51.38,52.44,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
CS.PA,Axa,EU,2,2.060470324748054,44.65,45.57,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
6539,ＭＳ－Ｊａｐａｎ,JP,2,2.049180327868849,976.0,996.0,2026-07-21,2026-07-22,technical,grade B,T3_MID
KOP,,US,2,2.0325203252032464,49.2,50.2,2026-07-21,2026-07-22,technical,grade B,T3_MID
HIW,,US,2,2.0321504397937673,32.97,33.64,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
SHB-A.ST,Handelsbanken A,EU,2,2.026306434411662,140.65,143.5,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
CFG,,US,2,2.0139860139860133,71.5,72.94,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
PCG,,US,2,2.008032128514059,17.43,17.78,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
CHYM,,US,2,2.006383948928425,21.93,22.37,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
4041,日本曹達,JP,2,2.0053475935828846,3740.0,3815.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
