symbol,name,market,appearances,move_pct,entry_price,price,first_signal,last_signal,filters,best_detail,tier
SLG,,US,2,4.429133858267709,50.8,53.05,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
6902,デンソー,JP,2,4.417670682730934,1992.0,2080.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
4902,コニカミノルタ,JP,2,4.416403785488954,634.0,662.0,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
AFL,,US,2,4.408446163765323,124.08,129.55,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
LPLA,,US,2,4.402975972679601,327.96,342.4,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
2433,博報堂ＤＹホールディングス,JP,2,4.365079365079372,1260.0,1315.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
TXRH,,US,2,4.341180067257722,196.26,204.78,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
SB,,US,2,4.32960893854748,7.16,7.47,2026-07-21,2026-07-22,technical,grade A,T3_MID
DLX,,US,2,4.3295019157088,26.1,27.23,2026-07-21,2026-07-22,technical,grade B,T3_MID
3836,アバントグループ,JP,2,4.326530612244905,1225.0,1278.0,2026-07-21,2026-07-22,technical,grade B,T3_MID
MAN,,US,2,4.311805686311421,53.11,55.4,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
GLRE,,US,2,4.306784660766971,16.95,17.68,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
MTG,,US,2,4.297407912687579,29.32,30.58,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
IWG.L,International Workplace Group,EU,2,4.267352185089979,194.5,202.8,2026-07-21,2026-07-22,technical,grade B,T3_MID
4828,ビジネスエンジニアリング,JP,2,4.255319148936176,1175.0,1225.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
MMED,,US,2,4.255319148936154,16.92,17.64,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
7350,おきなわフィナンシャルグループ,JP,2,4.249291784702547,7060.0,7360.0,2026-07-21,2026-07-22,technical,grade A,T2_LIQUID
SLF,,US,2,4.240545567265941,80.65,84.07,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
1414,ショーボンドホールディングス,JP,2,4.2319749216300995,1276.0,1330.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
SPSC,,US,2,4.23006695069994,65.72,68.5,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
CHWY,,US,2,4.229195088676696,21.99,22.92,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
GFRD.L,Galliford Try,EU,2,4.222972972972983,592.0,617.0,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
BNP.PA,BNP Paribas,EU,2,4.2188403005201325,103.82,108.2,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
ABM,,US,2,4.2134236713953,47.23,49.22,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
CNXN,,US,2,4.16144397092002,79.78,83.1,2026-07-21,2026-07-22,technical,grade B,T3_MID
OHI,,US,2,4.1549011698265526,49.58,51.64,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
SSB,,US,2,4.152418172936012,102.35,106.6,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
MMSI,,US,2,4.150591991485975,75.17,78.29,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
AAPL,,US,2,4.130561254171905,326.59,340.08,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
BLK,,US,2,4.121012038591809,1054.11,1097.55,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
8011,三陽商会,JP,2,4.115684093437144,4495.0,4680.0,2026-07-21,2026-07-22,technical,grade A,T2_LIQUID
2331,ＡＬＳＯＫ,JP,2,4.086956521739138,1150.0,1197.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
ARES-PB,,US,2,4.082661290322576,39.68,41.3,2026-07-21,2026-07-22,technical,grade A,T3_MID
KVYO,,US,2,4.077134986225905,18.15,18.89,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
CPAY,,US,2,4.072790294627393,369.28,384.32,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
HXL,,US,2,4.066963019010683,105.73,110.03,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
7095,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,JP,2,4.065743944636679,1156.0,1203.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
BFAM,,US,2,4.063991743000894,77.51,80.66,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
5891,魁力屋,JP,2,4.062499999999991,1600.0,1665.0,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
9434,ソフトバンク,JP,2,4.054054054054057,222.0,231.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
2198,アイ・ケイ・ケイホールディングス,JP,2,4.052287581699354,765.0,796.0,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
DAO,,US,2,3.968770331815241,15.37,15.98,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
EQT.ST,EQT,EU,2,3.9667306461932172,312.6,325.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
STB.L,Secure Trust Bank,EU,2,3.9636127355425543,1539.0,1600.0,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
HFG.L,Hilton Food Group,EU,2,3.963133640552985,542.5,564.0,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
CARD.L,Card Factory,EU,2,3.960396039603964,70.7,73.5,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
3636,三菱総合研究所,JP,2,3.9278131634819635,4710.0,4895.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
FOXF,,US,2,3.9194338595536227,18.37,19.09,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
7181,かんぽ生命保険,JP,2,3.9145907473309594,1686.0,1752.0,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
DHT,,US,2,3.9128004471771893,17.89,18.59,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
JD,,US,2,3.888888888888875,30.6,31.79,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
8337,千葉興業銀行,JP,2,3.880481179666284,2577.0,2677.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
AMP,,US,2,3.876705560411997,526.22,546.62,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
CHG.L,Chemring Group,EU,2,3.875968992248069,580.5,603.0,2026-07-21,2026-07-22,technical,grade A,T3_MID
ABBV,,US,2,3.875601862814748,253.38,263.2,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
PM,,US,2,3.8657119136571216,192.72,200.17,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
7931,未来工業,JP,2,3.863987635239563,3235.0,3360.0,2026-07-21,2026-07-22,technical,grade B,T3_MID
UBSI,,US,2,3.857566765578646,47.18,49.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
EFX,,US,2,3.85384273656153,180.08,187.02,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
4922,コーセーホールディングス,JP,2,3.853046594982068,5580.0,5795.0,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
8163,ＳＲＳホールディングス,JP,2,3.852080123266566,1298.0,1348.0,2026-07-21,2026-07-22,technical,grade B,T3_MID
9433,ＫＤＤＩ,JP,2,3.8514920194309576,2882.0,2993.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
GIII,,US,2,3.8363892806769995,35.45,36.81,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
3941,レンゴー,JP,2,3.825136612021862,1464.0,1520.0,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
90850,현대이지웰,KR,2,3.8205980066445155,6020.0,6250.0,2026-07-21,2026-07-22,technical,grade B,T3_MID
UHAL-B,,US,2,3.802158852908022,62.07,64.43,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
8386,百十四銀行,JP,2,3.798367057152996,2817.0,2924.0,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
6849,日本光電工業,JP,2,3.7966537966537928,1554.0,1613.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
1878,大東建託,JP,2,3.785103785103794,3276.0,3400.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
INVP.L,Investec,EU,2,3.772070626003221,623.0,646.5,2026-07-21,2026-07-22,technical,grade B,T3_MID
NEXN,,US,2,3.7698412698412787,10.08,10.46,2026-07-21,2026-07-22,technical,grade B,T3_MID
7309,シマノ,JP,2,3.75101929872248,18395.0,19085.0,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
9025,鴻池運輸,JP,2,3.7347294938917974,2865.0,2972.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
SPG,,US,2,3.7293483500591584,228.19,236.7,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
ACA.PA,Crédit Agricole,EU,2,3.7222222222222268,18.0,18.67,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
JEF,,US,2,3.7151141718013703,55.18,57.23,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
MAGN,,US,2,3.703703703703698,13.5,14.0,2026-07-21,2026-07-22,technical,grade B,T3_MID
CPK,,US,2,3.6992481203007355,133.0,137.92,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
NIC,,US,2,3.6762064423422336,167.02,173.16,2026-07-21,2026-07-22,technical,grade B,T3_MID
WSBC,,US,2,3.65161608684923,40.53,42.01,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
REAL,,US,2,3.6490008688097264,11.51,11.93,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
DNLM.L,Dunelm Group,EU,2,3.647505106507154,856.75,888.0,2026-07-21,2026-07-22,technical,grade B,T3_MID
TRIP,,US,2,3.6086051353226845,14.41,14.93,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
XYL,,US,2,3.6063671032996236,120.62,124.97,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
AIT,,US,2,3.6018336607727575,335.94,348.04,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
9278,ブックオフグループホールディングス,JP,2,3.6012130401819498,2638.0,2733.0,2026-07-21,2026-07-22,technical,grade A,T3_MID
MAC,,US,2,3.595154357170771,25.59,26.51,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
8304,あおぞら銀行,JP,2,3.588195841716968,2982.0,3089.0,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
9142,九州旅客鉄道,JP,2,3.586093621680808,3653.0,3784.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
RLJ,,US,2,3.5833333333333384,12.0,12.43,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
7272,ヤマハ発動機,JP,2,3.554868624420404,1294.0,1340.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
9869,加藤産業,JP,2,3.5541195476575194,6190.0,6410.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
HOMB,,US,2,3.552631578947385,30.4,31.48,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
SNY,,US,2,3.547066848567537,43.98,45.54,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
7267,本田技研工業,JP,2,3.5324341682723137,1557.0,1612.0,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
6379,レイズネクスト,JP,2,3.5233570863024477,2526.0,2615.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
ATLO,,US,2,3.51945854483926,29.55,30.59,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
8393,宮崎銀行,JP,2,3.5124841303427745,2363.0,2446.0,2026-07-21,2026-07-22,technical,grade A,T2_LIQUID
BY,,US,2,3.512014787430706,37.87,39.2,2026-07-21,2026-07-22,technical,grade B,T3_MID
3844,コムチュア,JP,2,3.5087719298245723,1368.0,1416.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
ADP,,US,2,3.498667920388665,255.24,264.17,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
9007,小田急電鉄,JP,2,3.4936998854524726,1746.0,1807.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
7242,カヤバ,JP,2,3.49243306169964,4295.0,4445.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
UNF,,US,2,3.485088504717959,290.38,300.5,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
2914,日本たばこ産業,JP,2,3.47081712062256,6425.0,6648.0,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
BJ,,US,2,3.4607603024171985,93.91,97.16,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
EPR,,US,2,3.4582596107447294,62.17,64.32,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
8346,東邦銀行,JP,2,3.4562211981566726,868.0,898.0,2026-07-21,2026-07-22,technical,grade A,T2_LIQUID
8097,三愛オブリ,JP,2,3.4482758620689724,2262.0,2340.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
8160,木曽路,JP,2,3.439597315436238,2384.0,2466.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
7270,ＳＵＢＡＲＵ,JP,2,3.4349671941335425,2591.0,2680.0,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
TMPL.L,Temple Bar Investment Trust,EU,2,3.4311287916459543,402.2,416.0,2026-07-21,2026-07-22,technical,grade B,T3_MID
ESQ,,US,2,3.4124989867877042,123.37,127.58,2026-07-21,2026-07-22,technical,grade B,T3_MID
XHR,,US,2,3.4123222748815074,21.1,21.82,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
ACT,,US,2,3.4059064453545895,46.39,47.97,2026-07-21,2026-07-22,technical,grade B,T3_MID
9104,商船三井,JP,2,3.4038800705467276,5670.0,5863.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
4502,武田薬品工業,JP,2,3.4023402340233933,5555.0,5744.0,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
3861,王子ホールディングス,JP,2,3.3957845433255196,854.0,883.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
2492,インフォマート,JP,2,3.3898305084745672,531.0,549.0,2026-07-21,2026-07-22,technical,grade A,T2_LIQUID
LMP.L,LondonMetric Property,EU,2,3.381893860561913,192.2,198.7,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
CAKE,,US,2,3.367785390779243,86.11,89.01,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
MLR,,US,2,3.366256803063905,49.61,51.28,2026-07-21,2026-07-22,technical,grade B,T3_MID
UHAL,,US,2,3.3573141486810565,70.89,73.27,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
5976,高周波熱錬,JP,2,3.3557046979865834,1341.0,1386.0,2026-07-21,2026-07-22,technical,grade B,T3_MID
EXR,,US,2,3.34736556219446,147.28,152.21,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
3107,ダイワボウホールディングス,JP,2,3.335250143760793,3478.0,3594.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
4746,東計電算,JP,2,3.3264033264033266,4810.0,4970.0,2026-07-21,2026-07-22,technical,grade B,T3_MID
4849,エン,JP,2,3.322784810126578,1264.0,1306.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
YEXT,,US,2,3.3027522935779707,5.45,5.63,2026-07-21,2026-07-22,technical,grade B,T3_MID
TGT,,US,2,3.3025288344437076,139.59,144.2,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
LUXE,,US,2,3.2926829268292934,8.2,8.47,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
EIX,,US,2,3.2880258899676384,77.25,79.79,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
9627,アインホールディングス,JP,2,3.280659567159061,5822.0,6013.0,2026-07-21,2026-07-22,technical,grade A,T2_LIQUID
7611,ハイデイ日高,JP,2,3.2581453634085156,2793.0,2884.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
9010,富士急行,JP,2,3.2391713747645934,2655.0,2741.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
3031,ラクーンホールディングス,JP,2,3.2362459546925626,618.0,638.0,2026-07-21,2026-07-22,technical,grade B,T3_MID
5411,ＪＦＥホールディングス,JP,2,3.2202415181138644,1739.0,1795.0,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
7296,エフ・シー・シー,JP,2,3.2167832167832255,3575.0,3690.0,2026-07-21,2026-07-22,technical,grade A,T2_LIQUID
8410,セブン銀行,JP,2,3.2154340836012762,311.0,321.0,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
GAMA.L,Gamma Communications,EU,2,3.213909378292934,949.0,979.5,2026-07-21,2026-07-22,technical,grade A,T3_MID
ALRS,,US,2,3.2087227414330233,32.1,33.13,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
AGM,,US,2,3.2032615026208466,206.04,212.64,2026-07-21,2026-07-22,technical,grade B,T3_MID
LPG,,US,2,3.202599210953805,43.09,44.47,2026-07-21,2026-07-22,technical,grade A,T2_LIQUID
PAYX,,US,2,3.185763888888893,115.2,118.87,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
8079,正栄食品工業,JP,2,3.1818181818181746,4400.0,4540.0,2026-07-21,2026-07-22,technical,grade B,T3_MID
XOM,,US,2,3.1544890806147086,148.36,153.04,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
REZI,,US,2,3.1522656909653834,35.53,36.65,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
EDIN.L,Edinburgh Investment Trust,EU,2,3.1515151515151496,825.0,851.0,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
EDU,,US,2,3.1478472786352407,49.24,50.79,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
EHC,,US,2,3.1377777777777727,112.5,116.03,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
7860,エイベックス,JP,2,3.125,1280.0,1320.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
3371,ソフトクリエイトホールディングス,JP,2,3.1203566121842385,2019.0,2082.0,2026-07-21,2026-07-22,technical,grade B,T3_MID
5444,大和工業,JP,2,3.1201848998459125,12980.0,13385.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
9722,藤田観光,JP,2,3.1170158405723125,1957.0,2018.0,2026-07-21,2026-07-22,technical,grade A,T2_LIQUID
JOUT,,US,2,3.112840466926081,46.26,47.7,2026-07-21,2026-07-22,technical,grade B,T3_MID
NWBI,,US,2,3.112840466926081,15.42,15.9,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
1762,高松コンストラクショングループ,JP,2,3.0831099195710365,3730.0,3845.0,2026-07-21,2026-07-22,technical,grade B,T3_MID
8057,内田洋行,JP,2,3.081232492997188,2142.0,2208.0,2026-07-21,2026-07-22,technical,grade A,T2_LIQUID
CFR,,US,2,3.078916517554142,162.07,167.06,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
9009,京成電鉄,JP,2,3.075709779179814,1268.0,1307.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
ETD,,US,2,3.074924209614549,23.09,23.8,2026-07-21,2026-07-22,technical,grade B,T3_MID
UTL,,US,2,3.07437407952873,54.32,55.99,2026-07-21,2026-07-22,technical,grade B,T3_MID
RVLV,,US,2,3.0733768728390176,26.03,26.83,2026-07-21,2026-07-22,technical,grade A,T2_LIQUID
NOVN.SW,Novartis International AG,EU,2,3.066708820739805,126.52,130.4,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
BTO,,US,2,3.0536246276067436,40.28,41.51,2026-07-21,2026-07-22,technical,grade B,T3_MID
1928,積水ハウス,JP,2,3.0431107354184306,3549.0,3657.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
HLN.L,Haleon,EU,2,3.0294833648904396,369.7,380.9,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
35610,솔본,KR,2,3.0100334448160515,4485.0,4620.0,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
MOS,,US,2,2.989736724676484,22.41,23.08,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
7864,フジシールインターナショナル,JP,2,2.975206611570247,3025.0,3115.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
8255,アクシアル　リテイリング,JP,2,2.975206611570247,1210.0,1246.0,2026-07-21,2026-07-22,technical,grade B,T3_MID
SDLF.L,Standard Life,EU,2,2.974186307519644,891.0,917.5,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
COTY,,US,2,2.962962962962945,2.7,2.78,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
HUBS,,US,2,2.9583495523550107,231.21,238.05,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
TRIG.L,The Renewables Infrastructure Group,EU,2,2.956989247311803,74.4,76.6,2026-07-21,2026-07-22,technical,grade A,T3_MID
SCOR,,US,2,2.953020134228179,7.45,7.67,2026-07-21,2026-07-22,technical,grade A,T4_ILLIQUID
IMB.L,Imperial Brands,EU,2,2.946396876109336,2817.0,2900.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
ALRM,,US,2,2.9461756373937664,52.95,54.51,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
LNC,,US,2,2.9319875030040743,41.61,42.83,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
120240,대정화금,KR,2,2.9223093371347098,14030.0,14440.0,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
8622,水戸証券,JP,2,2.921646746347939,753.0,775.0,2026-07-21,2026-07-22,technical,grade A,T3_MID
HR,,US,2,2.917647058823536,21.25,21.87,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
ETSY,,US,2,2.903724860168988,84.03,86.47,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
NLOP,,US,2,2.903501280956444,11.71,12.05,2026-07-21,2026-07-22,technical,grade B,T3_MID
NOMD,,US,2,2.8691983122362874,11.85,12.19,2026-07-21,2026-07-22,technical,grade A,T2_LIQUID
1780,ヤマウラ,JP,2,2.8647568287808234,1501.0,1544.0,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
4290,プレステージ・インターナショナル,JP,2,2.8485757121439192,667.0,686.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
3148,クリエイトＳＤホールディングス,JP,2,2.84005979073243,3345.0,3440.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
9065,山九,JP,2,2.8196721311475326,9150.0,9408.0,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
SMFG,,US,2,2.812374447569299,24.89,25.59,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
4722,フューチャー,JP,2,2.811950790861162,2276.0,2340.0,2026-07-21,2026-07-22,technical,grade A,T2_LIQUID
NXT.L,Next plc,EU,2,2.799325463743685,14825.0,15240.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
RPC,,US,2,2.7972027972027913,8.58,8.82,2026-07-21,2026-07-22,technical,grade B,T3_MID
MA,,US,2,2.7966535145403926,547.44,562.75,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
JKHY,,US,2,2.7879341864716745,153.16,157.43,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
FSV.L,Fidelity Special Values,EU,2,2.7839643652561197,449.0,461.5,2026-07-21,2026-07-22,technical,grade A,T3_MID
SKA-B.ST,Skanska B,EU,2,2.7617951668584606,260.7,267.9,2026-07-21,2026-07-22,technical,grade A,T2_LIQUID
TAK,,US,2,2.75659824046921,17.05,17.52,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
MGPI,,US,2,2.7457440966501823,18.21,18.71,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
BZH,,US,2,2.737619194094121,32.51,33.4,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
4481,ベース,JP,2,2.728731942215079,3115.0,3200.0,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
PUK,,US,2,2.7237354085603016,28.27,29.04,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
CCK,,US,2,2.7205695397915175,117.99,121.2,2026-07-14,2026-07-22,golden_cross_hist+technical,grade A,T1_MOST_LIQUID
1925,大和ハウス工業,JP,2,2.7161026083207584,4639.0,4765.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
EVTC,,US,2,2.7053455019556694,30.68,31.51,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
CIVB,,US,2,2.6989134244654656,28.53,29.3,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
LKFN,,US,2,2.692245687570538,62.03,63.7,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
8001,伊藤忠商事,JP,2,2.672147995888996,1946.0,1998.0,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
4568,第一三共,JP,2,2.6642984014209503,2815.0,2890.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
SU,,US,2,2.650602409638547,62.25,63.9,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
CABK.MC,CaixaBank,EU,2,2.64591439688715,12.85,13.19,2026-07-21,2026-07-22,technical,grade A,T1_MOST_LIQUID
8395,佐賀銀行,JP,2,2.645502645502651,5670.0,5820.0,2026-07-21,2026-07-22,technical,grade A,T2_LIQUID
NTGY.MC,Naturgy,EU,2,2.642559109874809,28.76,29.52,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
PYPL,,US,2,2.6399155227032844,56.82,58.32,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
6448,ブラザー工業,JP,2,2.638319672131151,3904.0,4007.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
9432,ＮＴＴ,JP,2,2.6315789473684292,152.0,156.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
IPAR,,US,2,2.6286173633440546,124.4,127.67,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
NHP,,US,2,2.616464582003819,15.67,16.08,2026-07-21,2026-07-22,technical,grade B,T2_LIQUID
BILL,,US,2,2.6117751217352714,45.18,46.36,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
2503,キリンホールディングス,JP,2,2.6009582477754867,2922.0,2998.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
8101,ＧＳＩクレオス,JP,2,2.5998492840994647,2654.0,2723.0,2026-07-21,2026-07-22,technical,grade A,T3_MID
INVE-B.ST,Investor B,EU,2,2.5928256765261226,397.25,407.55,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
1515,日鉄鉱業,JP,2,2.5927259632697153,2777.0,2849.0,2026-07-21,2026-07-22,technical,grade B,T1_MOST_LIQUID
SPFI,,US,2,2.5774361293239956,44.23,45.37,2026-07-21,2026-07-22,technical,grade A,T4_ILLIQUID
5958,三洋工業,JP,2,2.5723472668810254,4665.0,4785.0,2026-07-21,2026-07-22,technical,grade B,T4_ILLIQUID
