market,ew_ann_ret,ew_ann_vol,ew_sharpe,ew_maxdd,iv_ann_ret,iv_ann_vol,iv_sharpe,iv_maxdd,vt_ann_ret,vt_ann_vol,vt_sharpe,vt_maxdd,ks_halts
IN,20.548070509291954,21.97352345068212,0.9351286130970533,-76.68177523364803,9.46356375040475,17.30809626576925,0.5467709218327568,-79.3454746707689,11.077849745318195,9.501540505222625,1.1659003862825332,-31.216631552396745,4
US,12.716981446711578,19.5077939276481,0.6518923407678605,-51.869831858655544,13.697827204609625,17.076003641454278,0.8021682058767148,-50.758551806124096,9.14051083270067,9.364319682685867,0.9760998281168243,-19.645579729993802,4
JP,16.184815994737615,18.2816577129723,0.8853035238294166,-61.46276309378729,16.12262708187237,17.108113539318428,0.9423965444710672,-58.198407547241246,14.235502758286339,10.033198683091484,1.4188399141618528,-25.589641160356035,3
KR,13.9653059781664,21.839038156033055,0.6394652492654979,-69.18414179630956,14.846389148863768,20.705604499320458,0.7170227340791239,-65.68458140603963,9.501458156120336,9.764855634355943,0.9730259731327835,-25.131051487929177,3
EU,16.04920334285957,18.137648372838676,0.88485579899616,-58.75948787786764,15.2650207750303,17.034737445026106,0.8961113034053518,-57.33113289452781,13.64802336911055,10.174321633884944,1.3414185102677174,-20.18912514214123,4
