market,symbol,trades,hit,revenue_gross_gains,gross_trading_profit,txn_costs,income_tax,net_income,capital_deployed,operating_income_ebit,geography
US,DTIL,4,1.0,6881.724044471412,6881.724044471412,40.0,755.8611848141036,6085.862859657308,40000.0,6841.724044471412,United States
US,QNST,4,1.0,6878.131083436929,6878.131083436929,40.0,755.4642410369413,6082.666842399987,40000.0,6838.131083436929,United States
US,NTSK,3,1.0,6866.625875287653,6866.625875287653,30.0,755.297948387938,6081.327926899715,30000.0,6836.625875287653,United States
US,GLUE,4,1.0,6872.121177217589,6872.121177217589,40.0,754.8002775672011,6077.320899650388,40000.0,6832.121177217589,United States
US,GSHD,3,1.0,6825.471704924959,6825.471704924959,30.0,750.7513107614873,6044.720394163472,30000.0,6795.471704924959,United States
US,WHLRP,5,1.0,6833.119069500053,6833.119069500053,50.0,749.3866141459623,6033.732455354091,50000.0,6783.119069500053,United States
US,ALOT,3,0.6666666666666666,6849.3372088339875,6810.8349632871395,30.0,754.4927098215223,6026.342253465618,30000.0,6780.8349632871395,United States
US,SOLC,4,1.0,6783.621350014511,6783.621350014513,40.0,745.0229781890398,5998.598371825472,40000.0,6743.621350014513,United States
US,TWST,5,1.0,6788.175737476606,6788.175737476605,50.0,744.4213568552669,5993.754380621338,50000.0,6738.175737476605,United States
US,DK,3,1.0,6752.270102777811,6752.270102777811,30.0,742.6641313649513,5979.60597141286,30000.0,6722.270102777811,United States
US,CXT,5,1.0,6763.544530960042,6763.544530960042,50.0,741.7001461165709,5971.844384843471,50000.0,6713.544530960042,United States
US,BCAX,4,1.0,6726.770901654154,6726.770901654153,40.0,738.742244418493,5948.02865723566,40000.0,6686.770901654153,United States
US,WSHP,1,1.0,6686.160662020857,6686.160662020857,10.0,737.5700445097776,5938.5906175110795,10000.0,6676.160662020857,United States
US,VCEL,5,1.0,6718.514311289785,6718.514311289785,50.0,736.7252896372447,5931.78902165254,50000.0,6668.514311289785,United States
US,SNWV,2,1.0,6688.297623407923,6688.297623407923,20.0,736.7013503555588,5931.596273052364,20000.0,6668.297623407923,United States
US,EPC,5,1.0,6690.768286994444,6690.768286994444,50.0,733.6599595155624,5907.108327478882,50000.0,6640.768286994444,United States
US,JXG,5,1.0,6687.8271020205475,6687.8271020205475,50.0,733.335022767942,5904.492079252605,50000.0,6637.8271020205475,United States
US,PRG,5,0.8,6678.311647599071,6641.453780748116,50.0,733.3885544790572,5858.065226269058,50000.0,6591.453780748116,United States
US,TCMD,5,1.0,6619.25420242506,6619.25420242506,50.0,725.759213980935,5843.494988444125,50000.0,6569.25420242506,United States
US,URGN,5,1.0,6611.512535048209,6611.512535048209,50.0,724.9039286993499,5836.60860634886,50000.0,6561.512535048209,United States
US,GRND,4,1.0,6561.2637113569035,6561.2637113569035,40.0,720.4573121207014,5800.806399236202,40000.0,6521.2637113569035,United States
