market,symbol,trades,hit,revenue_gross_gains,gross_trading_profit,txn_costs,income_tax,net_income,capital_deployed,operating_income_ebit,geography
US,OMF,4,1.0,1944.8532727468714,1944.8532727468714,40.0,210.44471280582198,1694.4085599410494,40000.0,1904.8532727468714,United States
US,HBB,1,1.0,1913.0006828817225,1913.0006828817225,10.0,210.2400420588956,1692.7606408228269,10000.0,1903.0006828817225,United States
US,NTIC,4,1.0,1939.6076067337976,1939.6076067337976,40.0,209.86518119916724,1689.7424255346305,40000.0,1899.6076067337976,United States
US,DBX,2,1.0,1918.2588973168113,1918.2588973168113,20.0,209.71617824446358,1688.5427190723476,20000.0,1898.2588973168113,United States
US,LCII,2,1.0,1916.9925256436459,1916.9925256436459,20.0,209.57627181341314,1687.4162538302328,20000.0,1896.9925256436459,United States
US,PL,1,1.0,1906.8443095276111,1906.8443095276111,10.0,209.55989716743994,1687.2844123601712,10000.0,1896.8443095276111,United States
US,FND,4,0.75,2218.6089182305136,1964.8366535850903,40.0,241.79351860372188,1683.0431349813684,40000.0,1924.8366535850903,United States
US,ALGM,4,0.5,2632.438447905969,2010.5773504029344,40.0,288.61743146214303,1681.9599189407913,40000.0,1970.5773504029344,United States
US,CBSH,4,1.0,1930.1058106559956,1930.1058106559954,40.0,208.81544011131479,1681.2903705446806,40000.0,1890.1058106559954,United States
US,FRME,4,1.0,1927.102155680036,1927.102155680036,40.0,208.48360179188768,1678.6185538881482,40000.0,1887.102155680036,United States
US,SBCF,3,1.0,1915.673424869544,1915.673424869544,30.0,208.3257582196858,1677.3476666498582,30000.0,1885.673424869544,United States
US,BBVA,4,1.0,1925.281262660854,1925.281262660854,40.0,208.28243285465015,1676.998829806204,40000.0,1885.281262660854,United States
US,NTLA,2,1.0,1904.7906397850322,1904.7906397850322,20.0,208.22822973482175,1676.5624100502105,20000.0,1884.7906397850322,United States
US,CADL,3,1.0,1914.361402132034,1914.3614021320343,30.0,208.18080834236963,1676.1805937896645,30000.0,1884.3614021320343,United States
US,DFH,3,0.6666666666666666,2079.7721379939558,1930.3397065751437,30.0,227.5598662780437,1672.7798402971,30000.0,1900.3397065751437,United States
US,PNC,3,1.0,1909.4829876573758,1909.482987657376,30.0,207.6418500153659,1671.8411376420102,30000.0,1879.482987657376,United States
US,ZBRA,2,1.0,1898.6683198753826,1898.6683198753826,20.0,207.55184700575535,1671.1164728696274,20000.0,1878.6683198753826,United States
US,SMG,4,0.5,2336.730729114789,1965.508272554003,40.0,255.94818242033284,1669.5600901336702,40000.0,1925.508272554003,United States
US,MVBF,4,1.0,1908.5194568981701,1908.5194568981701,40.0,206.43061914789243,1662.0888377502777,40000.0,1868.5194568981701,United States
US,RH,1,1.0,1876.098839685363,1876.098839685363,10.0,206.16319377636893,1659.935645908994,10000.0,1866.098839685363,United States
US,CCEP,3,1.0,1895.133086518288,1895.133086518288,30.0,206.05649912917792,1659.07658738911,30000.0,1865.133086518288,United States
US,CAC,4,1.0,1904.890182854726,1904.890182854726,40.0,206.02966357577907,1658.8605192789469,40000.0,1864.890182854726,United States
US,EFSC,5,1.0,1911.7146330164237,1911.7146330164237,50.0,205.67883462570543,1656.0357983907184,50000.0,1861.7146330164237,United States
IN,JINDWORLD,1,1.0,1689.4405272717083,1689.4405272717083,35.0,0.0,1654.4405272717083,10000.0,1654.4405272717083,India
US,ANGO,4,0.75,2456.8739295565515,1959.0697877090602,40.0,268.11660217008904,1650.953185538971,40000.0,1919.0697877090602,United States
US,MAMA,5,0.4,3175.813749253746,2046.581324853607,50.0,348.6485429781561,1647.932781875451,50000.0,1996.581324853607,United States
US,ITW,5,1.0,1901.5513700757538,1901.5513700757535,50.0,204.55601588616278,1646.995354189591,50000.0,1851.5513700757535,United States
US,VLO,2,1.0,1868.7101543520243,1868.7101543520243,20.0,204.24212355883546,1644.468030793189,20000.0,1848.7101543520243,United States
US,NU,3,1.0,1876.7889110164492,1876.7889110164492,30.0,204.02986810180377,1642.7590429146455,30000.0,1846.7889110164492,United States
US,LMND,2,1.0,1860.0509925405472,1860.0509925405472,20.0,203.28547516673768,1636.7655173738094,20000.0,1840.0509925405472,United States
US,ACHC,1,1.0,1848.3232288825802,1848.3232288825802,10.0,203.09459499134607,1635.228633891234,10000.0,1838.3232288825802,United States
US,FDSB,3,1.0,1862.04938967929,1862.04938967929,30.0,202.4014726872736,1629.6479169920165,30000.0,1832.04938967929,United States
US,VSECU,5,1.0,1879.4224821814632,1879.4224821814632,50.0,202.11125674158535,1627.3112254398777,50000.0,1829.4224821814632,United States
US,AARD,1,1.0,1837.9442116959765,1837.9442116959765,10.0,201.9479401165106,1625.9962715794659,10000.0,1827.9442116959765,United States
US,BKSY,2,1.0,1846.2517501527232,1846.2517501527232,20.0,201.76096005431862,1624.4907900984044,20000.0,1826.2517501527232,United States
US,RGA,2,1.0,1840.185898918718,1840.185898918718,20.0,201.09081588146992,1619.095083037248,20000.0,1820.185898918718,United States
US,EXPE,3,1.0,1847.6523084712835,1847.6523084712837,30.0,200.81090943318532,1616.8413990380984,30000.0,1817.6523084712837,United States
US,CFFI,5,1.0,1866.153391747023,1866.1533917470229,50.0,200.64531184933466,1615.5080798976883,50000.0,1816.1533917470229,United States
US,KBH,4,0.5,2201.644248387449,1892.3888799810927,40.0,241.0240745914817,1611.364805389611,40000.0,1852.3888799810927,United States
US,ELE,2,1.0,1830.2966546865296,1830.2966546865296,20.0,199.99827022869718,1610.2983844578323,20000.0,1810.2966546865296,United States
US,OSK,5,0.8,2364.6427273247436,1916.2687436637805,50.0,256.8222855414689,1609.4464581223117,50000.0,1866.2687436637805,United States
US,PRTA,4,1.0,1848.3947184505275,1848.3947184505278,40.0,199.78814778478676,1608.6065706657412,40000.0,1808.3947184505278,United States
US,KTB,2,1.0,1825.1808291121229,1825.1808291121229,20.0,199.43308315671965,1605.7477459554034,20000.0,1805.1808291121229,United States
US,NXST,1,1.0,1815.1259715124036,1815.1259715124036,10.0,199.42702258922955,1605.698948923174,10000.0,1805.1259715124036,United States
US,FCF,5,1.0,1852.2901150755345,1852.2901150755345,50.0,199.11372234613268,1603.1763927294016,50000.0,1802.2901150755345,United States
US,ARVN,4,1.0,1839.8744903542229,1839.8744903542229,40.0,198.84684853595726,1601.0276418182657,40000.0,1799.8744903542229,United States
US,STBA,5,1.0,1847.5651362682743,1847.5651362682743,50.0,198.59171531161,1598.9734209566643,50000.0,1797.5651362682743,United States
US,MTH,5,0.6,2443.178760857061,1915.1070061371302,50.0,266.6035849288002,1598.5034212083297,50000.0,1865.1070061371302,United States
US,BTSGU,3,1.0,1826.4391819292314,1826.4391819292314,30.0,198.46732193134156,1597.9718599978899,30000.0,1796.4391819292314,United States
US,VMET,2,1.0,1811.7952128196735,1811.7952128196735,20.0,197.95426470036085,1593.8409481193125,20000.0,1791.7952128196735,United States
US,HFWA,4,1.0,1830.2885264258584,1830.2885264258584,40.0,197.78780873759916,1592.5007176882593,40000.0,1790.2885264258584,United States
US,UCB,4,1.0,1824.7678651303831,1824.7678651303834,40.0,197.17789615407025,1587.589968976313,40000.0,1784.7678651303834,United States
US,FITB,2,1.0,1803.9925626587406,1803.9925626587406,20.0,197.0922421520971,1586.9003205066435,20000.0,1783.9925626587406,United States
US,CASS,4,1.0,1820.942828787544,1820.942828787544,40.0,196.7553131204281,1584.187515667116,40000.0,1780.942828787544,United States
US,ONB,4,1.0,1820.781068952657,1820.7810689526573,40.0,196.7374421891163,1584.043626763541,40000.0,1780.7810689526573,United States
US,GE,5,1.0,1829.8543061424778,1829.8543061424775,50.0,196.63505512538927,1583.2192510170883,50000.0,1779.8543061424775,United States
US,AVB,3,1.0,1809.4709791244259,1809.4709791244259,30.0,196.59270585608925,1582.8782732683364,30000.0,1779.4709791244259,United States
US,WEAV,1,1.0,1788.4617585402273,1788.4617585402273,10.0,196.4812090079918,1581.9805495322355,10000.0,1778.4617585402273,United States
US,GLBE,2,1.0,1775.5346488640744,1775.5346488640744,20.0,193.94826377788075,1561.5863850861936,20000.0,1755.5346488640744,United States
US,GEV,4,0.75,1868.2021246948532,1803.1413420326292,40.0,203.0812156217272,1560.060126410902,40000.0,1763.1413420326292,United States
US,MGEE,3,1.0,1781.9023443099468,1781.9023443099468,30.0,193.5469734004784,1558.3553709094683,30000.0,1751.9023443099468,United States
US,FLGT,2,1.0,1771.5128603443752,1771.5128603443752,20.0,193.50394392285415,1558.008916421521,20000.0,1751.5128603443752,United States
US,EQBK,4,1.0,1789.5854318247295,1789.5854318247295,40.0,193.29100513797565,1556.294426686754,40000.0,1749.5854318247295,United States
US,MNST,4,1.0,1787.1512993060421,1787.1512993060423,40.0,193.02208662012688,1554.1292126859155,40000.0,1747.1512993060423,United States
US,CB,3,1.0,1777.0202008588676,1777.0202008588676,30.0,193.0076031029659,1554.0125977559017,30000.0,1747.0202008588676,United States
US,XRN-PB,5,1.0,1795.3460021303647,1795.3460021303647,50.0,192.82264068321396,1552.5233614471506,50000.0,1745.3460021303647,United States
US,UL,4,1.0,1783.3392299613317,1783.3392299613315,40.0,192.6009361567704,1550.7382938045612,40000.0,1743.3392299613315,United States
US,WKC,1,1.0,1752.5447719273068,1752.5447719273068,10.0,192.51316588322823,1550.0316060440787,10000.0,1742.5447719273068,United States
US,FLYU,5,0.6,2243.8628258933304,1842.3212750480277,50.0,244.58352422849234,1547.7377508195354,50000.0,1792.3212750480277,United States
US,SKYW,4,0.75,1885.8747870876157,1790.7350538194532,40.0,205.03365910646662,1545.7013947129867,40000.0,1750.7350538194532,United States
US,BUSE,5,1.0,1786.739890109359,1786.739890109359,50.0,191.87185313514019,1544.868036974219,50000.0,1736.739890109359,United States
IN,RESPONIND,1,1.0,1578.2295447894667,1578.2295447894667,35.0,0.0,1543.2295447894667,10000.0,1543.2295447894667,India
US,TGTX,5,0.6,2244.6821201146095,1836.5943723379985,50.0,244.67403835867094,1541.9203339793276,50000.0,1786.5943723379985,United States
US,MSBI,5,0.8,1809.24851157366,1786.3053893375459,50.0,195.46334629928438,1540.8420430382614,50000.0,1736.3053893375459,United States
US,CHYM,1,1.0,1740.5587098738117,1740.5587098738117,10.0,191.1889676247014,1539.3697422491102,10000.0,1730.5587098738117,United States
US,BOKF,4,1.0,1766.9621006240502,1766.96210062405,40.0,190.7916207993738,1536.1704798246762,40000.0,1726.96210062405,United States
US,SENEB,2,0.5,1748.1986777042246,1748.1986777042246,20.0,192.03301732601957,1536.165660378205,20000.0,1728.1986777042246,United States
US,SARO,3,1.0,1752.0940063829316,1752.0940063829316,30.0,190.2538026329349,1531.8402037499968,30000.0,1722.0940063829316,United States
US,DV,1,1.0,1728.6432927577343,1728.6432927577343,10.0,189.8725740899183,1528.770718667816,10000.0,1718.6432927577343,United States
US,BROS,4,1.0,1758.1865953483234,1758.1865953483234,40.0,189.82211899369764,1528.3644763546258,40000.0,1718.1865953483234,United States
US,L,4,1.0,1757.4042255908862,1757.4042255908862,40.0,189.7356842108892,1527.668541379997,40000.0,1717.4042255908862,United States
US,IMXI,3,1.0,1747.2096465586606,1747.2096465586606,30.0,189.7141874745575,1527.4954590841032,30000.0,1717.2096465586606,United States
US,WNEB,4,1.0,1754.336398643288,1754.336398643288,40.0,189.39675628916308,1524.939642354125,40000.0,1714.336398643288,United States
US,CIVB,4,1.0,1752.0287256153113,1752.0287256153113,40.0,189.45490396499795,1522.5738216503132,40000.0,1712.0287256153113,United States
US,PCTY,1,1.0,1721.334252088289,1721.334252088289,10.0,189.06508461733048,1522.2691674709586,10000.0,1711.334252088289,United States
US,BOH,5,1.0,1759.0455572767482,1759.0455572767482,50.0,188.81223379191215,1520.233323484836,50000.0,1709.0455572767482,United States
US,AOS,3,1.0,1731.3285813870216,1731.3285813870216,30.0,187.95967638075726,1513.3689050062644,30000.0,1701.3285813870216,United States
US,OILD,5,0.8,1994.7639925802373,1778.986305560588,50.0,215.958758035205,1513.0275475253832,50000.0,1728.986305560588,United States
US,FBLA,5,1.0,1749.1270589502972,1749.1270589502972,50.0,187.71645620020027,1511.4106027500968,50000.0,1699.1270589502972,United States
US,SNA,4,1.0,1735.866612444792,1735.8666124447918,40.0,187.35624802128874,1508.510364423503,40000.0,1695.8666124447918,United States
US,MKTW,2,1.0,1715.2932570326595,1715.2932570326595,20.0,187.2929047618534,1508.0003522708062,20000.0,1695.2932570326595,United States
US,WDAY,2,1.0,1710.215959792647,1710.215959792647,20.0,186.7319742299372,1503.4839855627097,20000.0,1690.215959792647,United States
US,UNTY,5,0.8,1869.489681638823,1753.8528949221632,50.0,202.11868081498093,1501.7342141071824,50000.0,1703.8528949221632,United States
US,SPT,1,1.0,1694.6562555910073,1694.6562555910073,10.0,186.11774825739698,1498.5385073336104,10000.0,1684.6562555910073,United States
US,CXIIU,3,1.0,1714.1038869318527,1714.1038869318527,30.0,186.05672357612528,1498.0471633557272,30000.0,1684.1038869318527,United States
US,FFIN,4,0.75,1785.0931813155935,1730.7142459979063,40.0,193.8994912488979,1496.8147547490084,40000.0,1690.7142459979063,United States
US,INSM,3,1.0,1706.344860179725,1706.344860179725,30.0,185.19952046244418,1491.1453397172809,30000.0,1676.344860179725,United States
US,ARDT,2,1.0,1692.8681566442515,1692.8681566442515,20.0,184.81542060157742,1488.052736042674,20000.0,1672.8681566442515,United States
US,ADC,4,1.0,1711.6602764215386,1711.6602764215384,40.0,184.68197619921347,1486.9783002223248,40000.0,1671.6602764215384,United States
US,SPGI,2,1.0,1688.115889116919,1688.115889116919,20.0,184.29039875906892,1483.8254903578502,20000.0,1668.115889116919,United States
US,FHB,4,1.0,1706.4175615774202,1706.4175615774202,40.0,184.10277063231842,1482.3147909451018,40000.0,1666.4175615774202,United States
US,CCB,2,1.0,1684.709478607551,1684.709478607551,20.0,183.91406474342637,1480.7954138641246,20000.0,1664.709478607551,United States
US,CARU,1,1.0,1672.8484715612724,1672.8484715612724,10.0,183.70846408169194,1479.1400074795804,10000.0,1662.8484715612724,United States
US,LC,3,1.0,1692.3698920365314,1692.3698920365316,30.0,183.65559148930924,1478.7143005472226,30000.0,1662.3698920365316,United States
US,TMP,5,1.0,1712.350285899651,1712.3502858996508,50.0,183.65342543909208,1478.6968604605588,50000.0,1662.3502858996508,United States
US,FBNC,4,1.0,1700.2997332505386,1700.2997332505388,40.0,183.42688412511816,1476.8728491254205,40000.0,1660.2997332505388,United States
US,PDLB,4,1.0,1698.039221797081,1698.039221797081,40.0,183.17714694566013,1474.8620748514206,40000.0,1658.039221797081,United States
US,CZFS,3,1.0,1686.560375042736,1686.560375042736,30.0,183.01376665545376,1473.5466083872823,30000.0,1656.560375042736,United States
US,CMPR,2,1.0,1675.7111132508705,1675.7111132508705,20.0,182.91994176277404,1472.7911714880966,20000.0,1655.7111132508705,United States
US,RRR,3,1.0,1682.398401572307,1682.398401572307,30.0,182.55395942293822,1469.844442149369,30000.0,1652.398401572307,United States
US,SYM,1,1.0,1656.7277895962284,1656.7277895962284,10.0,181.92748056190854,1464.8003090343198,10000.0,1646.7277895962284,United States
US,NHI,4,0.75,1747.0224343606676,1692.0629996577097,40.0,189.69350461262582,1462.369495045084,40000.0,1652.0629996577097,United States
US,COFS,3,1.0,1671.6968578810797,1671.6968578810797,30.0,181.37167240855226,1460.3251854725277,30000.0,1641.6968578810797,United States
US,LUV,5,0.6,2131.7872727361255,1740.7901955448956,50.0,232.2016216776937,1458.5885738672018,50000.0,1690.7901955448956,United States
US,RLJ,5,1.0,1687.2280245903883,1687.228024590388,50.0,180.87796386317933,1456.3500607272088,50000.0,1637.228024590388,United States
US,BMO,5,1.0,1676.0094743809304,1676.0094743809307,50.0,179.63855891230745,1446.3709154686233,50000.0,1626.0094743809307,United States
US,STRZ,4,0.75,2393.8273444023616,1747.183992230804,40.0,261.1513305158432,1446.0326617149608,40000.0,1707.183992230804,United States
US,LIND,5,0.6,3283.6407579495153,1855.4445147015872,50.0,359.456292343516,1445.9882223580712,50000.0,1805.4445147015872,United States
US,ILMN,2,1.0,1640.2782660165171,1640.2782660165171,20.0,179.00538547289597,1441.2728805436213,20000.0,1620.2782660165171,United States
US,MANH,1,1.0,1628.0565174148198,1628.0565174148198,10.0,178.7599307425499,1439.29658667227,10000.0,1618.0565174148198,United States
US,GRAL,3,1.0,1644.4922212962408,1644.492221296241,30.0,178.36615381297696,1436.126067483264,30000.0,1614.492221296241,United States
US,CTNM,1,1.0,1624.251297134125,1624.251297134125,10.0,178.33953695128486,1435.9117601828402,10000.0,1614.251297134125,United States
US,GFL,3,0.6666666666666666,1765.5412069022082,1658.1582469347168,30.0,192.8442065501165,1435.3140403846,30000.0,1628.1582469347168,United States
US,JANX,4,0.75,1841.565703685606,1673.8928984623392,40.0,200.13847244582752,1433.7544260165116,40000.0,1633.8928984623392,United States
US,DAO,1,1.0,1621.6218704835117,1621.6218704835117,10.0,178.04904269419472,1433.572827789317,10000.0,1611.6218704835117,United States
US,ZSL,4,0.5,4444.546013284125,1962.0211239411979,40.0,488.81576779874933,1433.2053561424486,40000.0,1922.0211239411979,United States
US,MMSI,3,1.0,1640.8666472498567,1640.866647249857,30.0,177.96560700978551,1432.9010402400713,30000.0,1610.866647249857,United States
US,BPOP,5,1.0,1659.6751542001796,1659.6751542001798,50.0,177.83397303238846,1431.8411811677913,50000.0,1609.6751542001798,United States
US,RPD,1,1.0,1619.6139252026387,1619.6139252026387,10.0,177.82720856449623,1431.7867166381425,10000.0,1609.6139252026387,United States
US,TFSL,3,1.0,1633.6656960557107,1633.6656960557104,30.0,177.1700590651422,1426.4956369905683,30000.0,1603.6656960557104,United States
US,OUST,1,1.0,1610.4787835138977,1610.4787835138977,10.0,176.8179747843241,1423.6608087295735,10000.0,1600.4787835138977,United States
US,MORN,3,0.6666666666666666,1835.8942693336376,1652.4335804532752,30.0,200.616684478058,1421.8168959752172,30000.0,1622.4335804532752,United States
US,RKT,3,1.0,1626.349753023284,1626.349753023284,30.0,176.36180703209055,1419.9879459911936,30000.0,1596.349753023284,United States
US,NBBK,5,0.8,1700.3330909595295,1653.0073392536647,50.0,183.43056942392244,1419.5767698297423,50000.0,1603.0073392536647,United States
US,FNF,4,0.75,1643.5191487009492,1637.263999655032,40.0,178.2586505287161,1419.0053491263159,40000.0,1597.263999655032,United States
US,GMAB,2,1.0,1614.368397510204,1614.368397510204,20.0,176.14291049140576,1418.2254870187985,20000.0,1594.368397510204,United States
US,SBGI,2,0.5,1700.1548248243848,1624.030362947493,20.0,186.7252201502281,1417.3051427972648,20000.0,1604.030362947493,United States
US,DE,4,1.0,1629.492430616688,1629.4924306166881,40.0,175.6042225686993,1413.8882080479889,40000.0,1589.4924306166881,United States
US,XLO,4,1.0,1626.4076923732218,1626.4076923732218,40.0,175.26342631787242,1411.1442660553494,40000.0,1586.4076923732218,United States
US,FBP,5,0.6,1672.4833297353216,1642.2713766116403,50.0,181.45856038352846,1410.812816228112,50000.0,1592.2713766116403,United States
US,BCAL,4,1.0,1621.74081279012,1621.7408127901201,40.0,174.74783797959117,1406.992974810529,40000.0,1581.7408127901201,United States
US,BLFS,2,1.0,1597.9920994781226,1597.9920994781226,20.0,174.33368697509042,1403.6584125030324,20000.0,1577.9920994781226,United States
US,LBRDA,1,1.0,1587.6775701544777,1587.6775701544777,10.0,174.29893834949783,1403.37863180498,10000.0,1577.6775701544777,United States
US,VAVX,2,1.0,1593.6152058449625,1593.6152058449625,20.0,173.8501357552719,1399.7650700896907,20000.0,1573.6152058449625,United States
US,HUBG,2,1.0,1593.0312870697571,1593.0312870697571,20.0,173.78562547476466,1399.2456615949925,20000.0,1573.0312870697571,United States
US,MANU,2,1.0,1590.8962108687197,1590.8962108687197,20.0,173.5497461530477,1397.346464715672,20000.0,1570.8962108687197,United States
US,IRMD,3,1.0,1600.0260690067946,1600.0260690067946,30.0,173.45361446833843,1396.5724545384564,30000.0,1570.0260690067946,United States
US,CHTR,1,1.0,1579.656038100714,1579.656038100714,10.0,173.4127341292207,1396.2433039714933,10000.0,1569.656038100714,United States
US,IBN,4,1.0,1607.8661146779493,1607.8661146779493,40.0,173.2149866564692,1394.6511280214802,40000.0,1567.8661146779493,United States
US,HQY,1,1.0,1574.9729947050484,1574.9729947050484,10.0,172.89536004242981,1392.0776346626187,10000.0,1564.9729947050484,United States
US,KOD,3,1.0,1594.0054593120356,1594.0054593120356,30.0,172.78846849817012,1391.2169908138656,30000.0,1564.0054593120356,United States
US,NWBI,5,1.0,1611.4648135189016,1611.4648135189013,50.0,172.5077825881701,1388.9570309307312,50000.0,1561.4648135189013,United States
US,FNB,5,1.0,1610.6602987365727,1610.6602987365727,50.0,172.41890126343108,1388.2413974731414,50000.0,1560.6602987365727,United States
US,PROF,1,1.0,1569.8585330597825,1569.8585330597825,10.0,172.33032365485425,1387.5282094049282,10000.0,1559.8585330597825,United States
US,LEG,4,1.0,1598.5045512373695,1598.5045512373697,40.0,172.18073821442235,1386.3238130229472,40000.0,1558.5045512373697,United States
US,CHCI,1,1.0,1565.8362989323837,1565.8362989323837,10.0,171.8859545699023,1383.9503443624812,10000.0,1555.8362989323837,United States
US,BCML,3,1.0,1585.5119787373994,1585.5119787373994,30.0,171.85012426671463,1383.6618544706848,30000.0,1555.5119787373994,United States
US,LBRDK,1,1.0,1563.1330182309243,1563.1330182309243,10.0,171.58730105207425,1381.54571717885,10000.0,1553.1330182309243,United States
US,TSLA,2,1.0,1569.8848946430298,1569.8848946430298,20.0,171.22845428660838,1378.6564403564216,20000.0,1549.8848946430298,United States
US,TWIN,5,0.6,2111.8405033778376,1656.5374677885814,50.0,229.9979390061378,1376.5395287824435,50000.0,1606.5374677885814,United States
US,SDGR,2,1.0,1567.1012424960918,1567.1012424960918,20.0,170.92092147817905,1376.1803210179128,20000.0,1547.1012424960918,United States
US,RTX,4,1.0,1578.3171575921285,1578.3171575921283,40.0,169.95047181083496,1368.3666857812934,40000.0,1538.3171575921283,United States
US,MTA,1,1.0,1547.7998991113884,1547.7998991113884,10.0,169.89332603799087,1367.9065730733976,10000.0,1537.7998991113884,United States
US,SRCE,2,1.0,1557.2766330371833,1557.2766330371833,20.0,169.8355165571859,1367.4411164799976,20000.0,1537.2766330371833,United States
US,ESQ,2,1.0,1556.4789438198213,1556.4789438198213,20.0,169.74738930840627,1366.731554511415,20000.0,1536.4789438198213,United States
US,LYV,3,1.0,1564.5673486574728,1564.5673486574728,30.0,169.53619976394268,1365.0311488935304,30000.0,1534.5673486574728,United States
US,FDBC,4,1.0,1573.796641584444,1573.796641584444,40.0,169.45105345322074,1364.3455881312232,40000.0,1533.796641584444,United States
US,ESTA,4,1.0,1573.078263810177,1573.078263810177,40.0,169.3716883879138,1363.7065754222633,40000.0,1533.078263810177,United States
US,HVT,5,0.6,1689.1877403744495,1594.4027339834633,50.0,183.30403318179415,1361.098700801669,50000.0,1544.4027339834633,United States
US,AHT-PD,3,0.6666666666666666,1718.9548099581975,1573.7937349814301,30.0,187.6974264459446,1356.0963085354856,30000.0,1543.7937349814301,United States
US,CUZ,2,1.0,1542.202153376773,1542.202153376773,20.0,168.17011555847398,1354.0320378182987,20000.0,1522.202153376773,United States
US,CRBG,4,0.5,1760.7587793319767,1585.437407038155,40.0,192.3158526811171,1353.121554357038,40000.0,1545.437407038155,United States
US,RY,5,1.0,1571.011379719247,1571.011379719247,50.0,168.0385610582088,1352.9728186610382,50000.0,1521.011379719247,United States
US,AEXA,3,1.0,1550.1988428587078,1550.1988428587078,30.0,167.94879346891105,1352.2500493897967,30000.0,1520.1988428587078,United States
US,GLSI,2,1.0,1539.1296162189637,1539.1296162189637,20.0,167.83066726132094,1351.2989489576428,20000.0,1519.1296162189637,United States
US,ESS,3,1.0,1548.8358753689013,1548.8358753689013,30.0,167.7982153083463,1351.037660060555,30000.0,1518.8358753689013,United States
US,EW,3,1.0,1547.1693488752303,1547.1693488752303,30.0,167.61410050309513,1349.555248372135,30000.0,1517.1693488752303,United States
US,RNA,5,0.8,1812.127084243207,1594.910549578774,50.0,195.78136575380114,1349.1291838249729,50000.0,1544.910549578774,United States
US,RACC,2,1.0,1534.4601112666978,1534.4601112666978,20.0,167.31478887704628,1347.1453223896515,20000.0,1514.4601112666978,United States
US,FRSH,1,1.0,1523.7020746579844,1523.7020746579844,10.0,167.2310423760956,1346.471032281889,10000.0,1513.7020746579844,United States
US,SCSC,3,1.0,1542.2194734715933,1542.2194734715933,30.0,167.0672473030894,1345.1522261685038,30000.0,1512.2194734715933,United States
US,FULT,4,1.0,1548.8987579306747,1548.8987579306745,40.0,166.70038071114936,1342.1983772195251,40000.0,1508.8987579306745,United States
US,HAFC,5,1.0,1558.318400089538,1558.3184000895378,50.0,167.40081423968286,1340.917585849855,50000.0,1508.3184000895378,United States
US,WSFS,5,1.0,1557.138034248249,1557.138034248249,50.0,167.0430883872521,1340.0949458609966,50000.0,1507.138034248249,United States
US,SOPH,4,0.75,2236.382966589103,1621.2689992567484,40.0,243.75716302491463,1337.511836231834,40000.0,1581.2689992567484,United States
US,OFG,4,1.0,1543.1157627930659,1543.1157627930659,40.0,166.06148596355732,1337.0542768295086,40000.0,1503.1157627930659,United States
US,AMP,4,0.75,2039.6107752365333,1598.0475153884677,40.0,222.0181304758882,1336.0293849125794,40000.0,1558.0475153884677,United States
US,MRVI,3,0.6666666666666666,1932.374979678626,1572.8980113247558,30.0,211.275697258908,1331.6223140658478,30000.0,1542.8980113247558,United States
US,CTRE,3,1.0,1523.222072941235,1523.222072941235,30.0,164.96844916684068,1328.2536237743943,30000.0,1493.222072941235,United States
US,TXRH,4,0.75,1805.0418503633182,1563.7110968265633,40.0,196.10338379467547,1327.6077130318877,40000.0,1523.7110968265633,United States
US,WLY,2,1.0,1507.2353328853749,1507.2353328853749,20.0,164.30704505255852,1322.9282878328163,20000.0,1487.2353328853749,United States
US,ILPT,2,0.5,1555.5551317003035,1511.1603115325,20.0,170.75010997944537,1320.4102015530545,20000.0,1491.1603115325,United States
US,VAC,5,0.6,1725.3468530775563,1556.5461101308354,50.0,187.29882595506928,1319.247284175766,50000.0,1506.5461101308354,United States
US,GCBC,1,1.0,1492.2813036020589,1492.2813036020589,10.0,163.7597329395076,1318.5215706625513,10000.0,1482.2813036020589,United States
US,HOPE,4,0.75,1537.996013518155,1523.235668847447,40.0,166.60064715615704,1316.63502169129,40000.0,1483.235668847447,United States
US,AMAT,5,0.6,2851.0579816193203,1675.4132837152415,50.0,311.66533677123863,1313.7479469440032,50000.0,1625.4132837152415,United States
US,FNWD,2,1.0,1496.0514291950444,1496.0514291950444,20.0,163.07146778588248,1312.9799614091621,20000.0,1476.0514291950444,United States
US,IWFL,3,1.0,1505.5507033147908,1505.5507033147908,30.0,163.01614850456454,1312.5345548102264,30000.0,1475.5507033147908,United States
US,AZN,2,1.0,1493.0543976880363,1493.0543976880363,20.0,162.74036121521578,1310.3140364728204,20000.0,1473.0543976880363,United States
US,CHEF,5,0.6,1595.8007946105313,1531.9853571945675,50.0,172.98681386507454,1308.9985433294928,50000.0,1481.9853571945675,United States
US,CGNX,2,1.0,1491.061635678912,1491.061635678912,20.0,162.52020450566738,1308.5414311732447,20000.0,1471.061635678912,United States
US,CERT,1,1.0,1480.1446453328592,1480.1446453328592,10.0,162.41889708594024,1307.725748246919,10000.0,1470.1446453328592,United States
US,RACE,3,1.0,1499.158359498509,1499.158359498509,30.0,162.3099340271452,1306.848425471364,30000.0,1469.158359498509,United States
US,BTO,3,1.0,1498.971590511162,1498.9715905111623,30.0,162.28930013031672,1306.6822903808454,30000.0,1468.9715905111623,United States
US,QQQX,3,1.0,1496.1343955002949,1496.1343955002949,30.0,161.9758520040077,1304.1585434962872,30000.0,1466.1343955002949,United States
US,JMIA,1,1.0,1473.8506673821948,1473.8506673821948,10.0,161.72354988981542,1302.1271174923795,10000.0,1463.8506673821948,United States
