symbol,screener_error,yfinance_error,market_cap_cr_screener,market_cap_cr_yfinance,market_cap_cr_diff,market_cap_cr_pct_diff,cmp_screener,cmp_yfinance,cmp_diff,cmp_pct_diff,pe_screener,pe_yfinance,pe_diff,pe_pct_diff,book_value_screener,book_value_yfinance,book_value_diff,book_value_pct_diff,div_yield_pct_screener,div_yield_pct_yfinance,div_yield_pct_diff,div_yield_pct_pct_diff,roce_pct_screener,roce_pct_yfinance,roce_pct_diff,roce_pct_pct_diff,roe_pct_screener,roe_pct_yfinance,roe_pct_diff,roe_pct_pct_diff
RELIANCE,,yfinance failed: Too Many Requests. Rate limited. Try after a while.,1753627.0,,,,1297.0,,,,22.5,,,,668.0,,,,0.46,,,,10.3,,,,8.91,,,
