Korea common/preferred share correlation check -- 111 pairs resolved out of 111 found, period=1y

Correlation distribution (same company, common share vs preferred share):
  mean:   0.6934
  median: 0.7540
  min:    0.0580
  max:    0.9663
  p10:    0.3720

Preferred discount to common (typical, not an anomaly by itself):
  mean:   -24.83%
  median: 24.66%

Anomalies (correlation < 0.8, 69 found -- real preferred/common price divergence, not a data error, since pairing is name-confirmed at construction time):
  company common_code preferred_code market  correlation  common_days  common_last_close  preferred_last_close  preferred_discount_pct
   JW중외제약      001060         001067  KOSPI       0.0580          243            23450.0               42500.0                  -81.24
    CJ씨푸드      011150         011155  KOSPI       0.2324          243             1982.0                6740.0                 -240.06
     소프트센      032680         032685 KOSDAQ       0.2451          243              902.0                9980.0                -1006.43
 하이트진로홀딩스      000140         000145  KOSPI       0.2704          243             8350.0                9500.0                  -13.77
     동부건설      005960         005965  KOSPI       0.2756          243             6790.0               16060.0                 -136.52
       대교      019680         019685  KOSPI       0.3275          243              954.0                 719.0                   24.63
    노루홀딩스      000320         000325  KOSPI       0.3401          243            16100.0               24300.0                  -50.93
    깨끗한나라      004540         004545  KOSPI       0.3457          243             1450.0                6030.0                 -315.86
     유유제약      000220         000227  KOSPI       0.3574          243             3620.0                8760.0                 -141.99
   JW중외제약      001060         001065  KOSPI       0.3630          243            23450.0               20700.0                   11.73
 크라운해태홀딩스      005740         005745  KOSPI       0.3635          243             5490.0                5500.0                   -0.18
     진흥기업      002780         002787  KOSPI       0.3720          243              802.0                3000.0                 -274.06
     진흥기업      002780         002785  KOSPI       0.3819          243              802.0                1524.0                  -90.02
    노루페인트      090350         090355  KOSPI       0.4268          243             7400.0               10100.0                  -36.49
     태영건설      009410         009415  KOSPI       0.4280          243             1586.0                6760.0                 -326.23
      NPC      004250         004255  KOSPI       0.4583          243             3030.0                1942.0                   35.91
   티와이홀딩스      363280         36328K  KOSPI       0.4596          243             1699.0                2495.0                  -46.85
     유유제약      000220         000225  KOSPI       0.4632          243             3620.0                3695.0                   -2.07
    크라운제과      264900         26490K  KOSPI       0.4691          243             8160.0                7460.0                    8.58
     서울식품      004410         004415  KOSPI       0.4707          242             1004.0                7170.0                 -614.14
    하이트진로      000080         000087  KOSPI       0.4715          243            14770.0               12270.0                   16.93
     해성산업      034810         03481K KOSDAQ       0.4739          243             6390.0                5840.0                    8.61
   동원시스템즈      014820         014825  KOSPI       0.4744          243            19690.0               13650.0                   30.68
    LX홀딩스      383800         38380K  KOSPI       0.5178          243             7550.0                7190.0                    4.77
    대상홀딩스      084690         084695  KOSPI       0.5192          243             7220.0               11240.0                  -55.68
     유화증권      003460         003465  KOSPI       0.5217          243             3025.0                2925.0                    3.31
     흥국화재      000540         000545  KOSPI       0.5289          243             3155.0                5260.0                  -66.72
       넥센      005720         005725  KOSPI       0.5348          243             5970.0                4290.0                   28.14
     금호건설      002990         002995  KOSPI       0.5617          243            13570.0               30450.0                 -124.39
      삼양사      145990         145995  KOSPI       0.5913          243            43800.0               33000.0                   24.66
       동양      001520         001527  KOSPI       0.5927          242              550.0                4795.0                 -771.82
     롯데칠성      005300         005305  KOSPI       0.5974          243            98200.0               66900.0                   31.87
     남양유업      003920         003925  KOSPI       0.6119          243            42500.0               30600.0                   28.00
   녹십자홀딩스      005250         005257  KOSPI       0.6162          243             9540.0               16920.0                  -77.36
       덕성      004830         004835  KOSPI       0.6324          243             3390.0                4375.0                  -29.06
     SK증권      001510         001515  KOSPI       0.6391          243             2240.0                3820.0                  -70.54
     삼성화재      000810         000815  KOSPI       0.6451          243           628000.0              390000.0                   37.90
     금강공업      014280         014285  KOSPI       0.6501          243             3770.0                5170.0                  -37.14
       대상      001680         001685  KOSPI       0.6556          243            17380.0               14090.0                   18.93
       동양      001520         001525  KOSPI       0.6610          242              550.0                4205.0                 -664.55
   코오롱글로벌      003070         003075  KOSPI       0.6633          243             9260.0               12390.0                  -33.80
   한화갤러리아      452260         45226K  KOSPI       0.6694          243             1961.0                3890.0                  -98.37
   코리아써키트      007810         00781K  KOSPI       0.6833          243            67900.0               15830.0                   76.69
       세방      004360         004365  KOSPI       0.6879          243            12580.0                8930.0                   29.01
     롯데지주      004990         00499K  KOSPI       0.6930          243            23050.0               22550.0                    2.17
       대덕      008060         00806K  KOSPI       0.6939          243            13980.0               10780.0                   22.89
      한진칼      180640         18064K  KOSPI       0.7053          243           111400.0               27350.0                   75.45
    넥센타이어      002350         002355  KOSPI       0.7066          243             6720.0                3955.0                   41.15
     성문전자      014910         014915  KOSPI       0.7135          243             2250.0                4495.0                  -99.78
     대한제당      001790         001795  KOSPI       0.7138          243             2730.0                2080.0                   23.81
   한화투자증권      003530         003535  KOSPI       0.7169          243             4410.0                5900.0                  -33.79
     호텔신라      008770         008775  KOSPI       0.7222          243            47200.0               29000.0                   38.56
     일양약품      007570         007575  KOSPI       0.7234          243             8230.0                7000.0                   14.95
     계양전기      012200         012205  KOSPI       0.7364          243             4385.0                6950.0                  -58.49
     부국증권      001270         001275  KOSPI       0.7389          243            53800.0               30700.0                   42.94
