screener,n_years,hit_rate_years_63d,hit_rate_years_252d,avg_excess_63d,avg_excess_252d,worst_year_252d,best_year_252d
new_highs,10,80.0,70.0,0.6579063564316122,-0.925315745366924,-99.49469176049305,25.651281002370023
golden_cross,10,60.0,60.0,-3.888768522397034,-10.166449051600676,-121.53107705768107,14.707212826688359
darvas,11,63.63636363636363,54.54545454545454,-1.1759381714199846,-6.896372627930814,-108.90365022588696,14.232417925762316
below_200dma,10,30.0,50.0,-6.33011145296979,-14.644345015873512,-127.60155013210728,8.867259386438205
low_beta,10,30.0,50.0,-5.418862652482108,-15.48901309068897,-137.46517845483007,10.271616032942127
reversal_weekly,11,27.27272727272727,45.45454545454545,-5.513252193014558,-14.530449105879782,-124.24448702657135,8.79334906652657
reversal_monthly,11,27.27272727272727,45.45454545454545,-5.857370073836356,-15.010096726688886,-123.39009628284148,8.508946035757674
