effect,coef,se,p,horizon,n,p_fdr
reversal_weekly,-4.834050552870907,20.676547239527206,0.8151449878844421,xret_T+252d,14406,0.998345388071379
reversal_monthly,-8.563957783212057,15.342824560386434,0.5767259280549866,xret_T+252d,14406,0.998345388071379
piotroski,51.064061711329195,411.6741543524817,0.9012836049431263,xret_T+252d,14406,0.998345388071379
coffee_can,-1.6109336224903007e-12,4.5503763365068115e-12,0.7233223480149484,xret_T+252d,14406,0.998345388071379
magic_formula,2.5333927253659913e-13,7.882766619303055e-12,0.9743617041357466,xret_T+252d,14406,0.998345388071379
bull_cartel,69.88024474628489,162.81685441228197,0.6677810312517899,xret_T+252d,14406,0.998345388071379
roce_plus,-7.104129642952191e-13,3.0825753299790745e-12,0.817733673451036,xret_T+252d,14406,0.998345388071379
sloan_quality,7.5557068814225,34.47668364865985,0.8265300023076082,xret_T+252d,14406,0.998345388071379
not_distress,-32.949094022648524,225.46487980611315,0.8838120726596976,xret_T+252d,14406,0.998345388071379
capacity_expansion,-52.53465799649442,80.78906484010406,0.5155182091383859,xret_T+252d,14406,0.998345388071379
growth_stocks,-6.597514626271216e-13,3.758302462981715e-12,0.8606513611394486,xret_T+252d,14406,0.998345388071379
graham_10y,-1.5477866943868275e-13,3.346697906603545e-12,0.963112445672771,xret_T+252d,14406,0.998345388071379
small_cap_growth,71.5440860941432,61.63927730204213,0.2457680340784032,xret_T+252d,14406,0.998345388071379
pead_positive_surprise,8.68163710926224,559.0059984217482,0.9876089598628212,xret_T+252d,14406,0.998345388071379
debt_reduction,-25.638745877293495,229.72422146413857,0.9111353159593873,xret_T+252d,14406,0.998345388071379
net_margin,28.492331307755656,267.2157354942116,0.9150851380416917,xret_T+252d,14406,0.998345388071379
operating_margin,22.597473393738568,327.40671699701977,0.9449740357851346,xret_T+252d,14406,0.998345388071379
pb_value,-2.568182310865531,320.73810372282736,0.9936113262017517,xret_T+252d,14406,0.998345388071379
ps_value,-24.484348631923666,19.527440739051833,0.20989900648747217,xret_T+252d,14406,0.998345388071379
ev_ebitda_value,3.7820686146138373e-13,3.969179978803229e-12,0.9240877468824277,xret_T+252d,14406,0.998345388071379
