symbol,suffix,ltp,change_pct,darvas,piotroski,coffee_can,cc_score,pegu_score,pegu_grade,market
WINDLAS,.NS,859.0,-0.56,BREAKOUT_BUY,,,,35,D,IN
SHUBHAM,.BO,46.67,-0.6,BREAKOUT_BUY,,,,35,D,IN
IDFSENSEXE,.BO,831.81,-0.61,BREAKOUT_BUY,,,,35,D,IN
SHRIDINE,.BO,355.65,1.34,BREAKOUT_BUY,,,,35,D,IN
GENUSPRIME,.BO,34.5,-0.61,BREAKOUT_BUY,,,,35,D,IN
RITESHIN,.BO,58.68,-5.73,BREAKOUT_BUY,,,,35,D,IN
GINNIFILA,.NS,49.16,-5.77,BREAKOUT_BUY,,,,35,D,IN
MAXIMUS,.BO,12.52,-0.56,BREAKOUT_BUY,,,,35,D,IN
FDC,.NS,408.3,-0.57,BREAKOUT_BUY,,,,35,D,IN
AEQUS,.NS,228.95,-0.64,BREAKOUT_BUY,,,,35,D,IN
OCEANIC,.BO,61.55,-5.6,BREAKOUT_BUY,,,,35,D,IN
AIAENG,.NS,4829.9,-0.57,BREAKOUT_BUY,,,,35,D,IN
STARTECK,.NS,287.7,-0.57,BREAKOUT_BUY,,,,35,D,IN
ADVANCE,.NS,110.13,-0.55,BREAKOUT_BUY,,,,35,D,IN
RESPONIND,.NS,193.48,-5.22,BREAKOUT_BUY,,,,35,D,IN
GROVY,.BO,51.38,-5.29,BREAKOUT_BUY,,,,35,D,IN
INCAP,.BO,99.24,5.63,BREAKOUT_BUY,,,,35,D,IN
TALBROAUTO,.NS,406.5,5.27,BREAKOUT_BUY,,,,35,D,IN
CHEMBOND,.BO,184.0,-0.54,BREAKOUT_BUY,,,,35,D,IN
SUNPHARMA,.NS,1862.8,-0.62,BREAKOUT_BUY,,,,35,D,IN
MIL,.BO,29.22,-5.31,BREAKOUT_BUY,,,,35,D,IN
CROISSANCE,.BO,1.39,5.3,BREAKOUT_BUY,,,,35,D,IN
ACMESOLAR,.NS,357.2,-0.58,BREAKOUT_BUY,,,,35,D,IN
LEMONTREE,.NS,119.69,0.29,BREAKOUT_BUY,,,,35,D,IN
SMALLCAP,.NS,46.55,0.3,BREAKOUT_BUY,,,,35,D,IN
GEOJITFSL,.NS,79.25,0.27,BREAKOUT_BUY,,,,35,D,IN
KIRLPNU,.NS,1899.2,-0.52,BREAKOUT_BUY,,,,35,D,IN
SENSEXADD,.NS,79.32,0.28,BREAKOUT_BUY,,,,35,D,IN
NAM-INDIA,.NS,1139.0,-0.52,BREAKOUT_BUY,,,,35,D,IN
INDRENEW,.BO,11.4,-0.52,BREAKOUT_BUY,,,,35,D,IN
RECLTD,.NS,364.65,0.27,BREAKOUT_BUY,,,,35,D,IN
GALLANTT,.NS,711.15,-0.5,BREAKOUT_BUY,,,,35,D,IN
HEALTHIETF,.NS,163.68,0.32,BREAKOUT_BUY,,FAIL,,35,D,IN
GOKEX,.NS,854.75,-0.54,BREAKOUT_BUY,,,,35,D,IN
SIEL,.BO,32.1,7.9,BREAKOUT_BUY,,,,35,D,IN
PAVNAIND,.BO,18.17,1.28,BREAKOUT_BUY,,,,35,D,IN
HARIKANTA,.BO,72.61,1.27,BREAKOUT_BUY,,,,35,D,IN
GSTL,.BO,26.85,0.3,BREAKOUT_BUY,,,,35,D,IN
MANGLMCEM,.NS,921.8,1.27,BREAKOUT_BUY,,,,35,D,IN
LTGILTBEES,.NS,29.79,0.3,BREAKOUT_BUY,,FAIL,,35,D,IN
SPECTRUM,.NS,1789.1,1.3,BREAKOUT_BUY,,,,35,D,IN
RELTD,.NS,161.5,1.3,BREAKOUT_BUY,,,,35,D,IN
MARKOLINES,.NS,173.59,0.29,BREAKOUT_BUY,,,,35,D,IN
EICHERMOT,.NS,7598.0,0.34,BREAKOUT_BUY,,,,35,D,IN
KKCL,.NS,504.55,-0.34,BREAKOUT_BUY,,,,35,D,IN
VBIND,.BO,7.4,0.54,BREAKOUT_BUY,,,,35,D,IN
MANUFGBEES,.NS,159.51,-0.32,BREAKOUT_BUY,,FAIL,,35,D,IN
CHOLAHLDNG,.NS,1653.4,0.3,BREAKOUT_BUY,,,,35,D,IN
LAKSELEC,.BO,814.1,1.34,BREAKOUT_BUY,,,,35,D,IN
SAMYAKINT,.BO,18.96,1.34,BREAKOUT_BUY,,,,35,D,IN
PATELCHEM,.BO,93.83,1.39,BREAKOUT_BUY,,,,35,D,IN
VVIPIL,.BO,147.0,1.41,BREAKOUT_BUY,,,,35,D,IN
RAMCOSYS,.NS,709.8,5.34,BREAKOUT_BUY,,,,35,D,IN
ICON,.BO,81.45,1.44,BREAKOUT_BUY,,,,35,D,IN
RIBATEX,.BO,87.7,5.35,BREAKOUT_BUY,,,,35,D,IN
DEFENCE,.NS,78.28,-0.63,BREAKOUT_BUY,,FAIL,,35,D,IN
MEDANTA,.NS,1312.4,-0.46,BREAKOUT_BUY,,,,35,D,IN
CELLA,.BO,22.42,-5.0,BREAKOUT_BUY,,,,35,D,IN
JTEKTINDIA,.NS,134.8,0.27,BREAKOUT_BUY,,,,35,D,IN
SEKURITIND,.BO,135.4,-0.44,BREAKOUT_BUY,,,,35,D,IN
3MINDIA,.NS,33380.0,-0.46,BREAKOUT_BUY,,,,35,D,IN
EMERGENT,.BO,434.9,1.16,BREAKOUT_BUY,,,,35,D,IN
ASKAUTOLTD,.NS,464.8,0.58,BREAKOUT_BUY,,,,35,D,IN
SUNDARMFIN,.NS,4627.1,0.58,BREAKOUT_BUY,,,,35,D,IN
GILT10BETA,.NS,26.66,1.18,BREAKOUT_BUY,,FAIL,,35,D,IN
CAPLIPOINT,.NS,2506.4,-0.5,BREAKOUT_BUY,,,,35,D,IN
ERIS,.NS,1459.0,-0.5,BREAKOUT_BUY,,,,35,D,IN
WABAG,.NS,2110.8,0.56,BREAKOUT_BUY,,,,35,D,IN
GLAXO,.NS,2354.8,-0.5,BREAKOUT_BUY,,,,35,D,IN
GRWRHITECH,.NS,6688.5,0.29,BREAKOUT_BUY,,,,35,D,IN
ROSSARI,.NS,534.85,-0.48,BREAKOUT_BUY,,,,35,D,IN
MIDCAPIETF,.NS,23.53,-0.47,BREAKOUT_BUY,,FAIL,,35,D,IN
PGIL,.NS,2071.0,-0.48,BREAKOUT_BUY,,,,35,D,IN
CAPACITE,.NS,263.91,0.59,BREAKOUT_BUY,,,,35,D,IN
CHALET,.NS,818.95,-0.94,BREAKOUT_BUY,,,,35,D,IN
GOODLUCK,.NS,1404.7,-0.92,BREAKOUT_BUY,,,,35,D,IN
KAJARIACER,.NS,1196.6,-0.92,BREAKOUT_BUY,,,,35,D,IN
SETFNIFBK,.NS,597.91,1.76,BREAKOUT_BUY,,,,35,D,IN
BEEZAASAN,.BO,381.4,1.75,BREAKOUT_BUY,,,,35,D,IN
HDFCBANK,.NS,796.3,0.39,BREAKOUT_BUY,,,,35,D,IN
TRENT,.NS,3216.2,-0.95,BREAKOUT_BUY,,,,35,D,IN
KAMATHOTEL,.NS,185.13,0.37,BREAKOUT_BUY,,,,35,D,IN
AUTOAXLES,.NS,1781.7,0.48,BREAKOUT_BUY,,,,35,D,IN
OMFREIGHT,.NS,91.24,0.47,BREAKOUT_BUY,,,,35,D,IN
SUYOG,.NS,804.75,0.46,BREAKOUT_BUY,,,,35,D,IN
ASHNI,.BO,3.45,1.47,BREAKOUT_BUY,,,,35,D,IN
PNCINFRA,.NS,232.3,-0.76,BREAKOUT_BUY,,,,35,D,IN
ENTERO,.NS,1180.4,1.47,BREAKOUT_BUY,,,,35,D,IN
KABSON,.BO,20.6,0.44,BREAKOUT_BUY,,,,35,D,IN
FAZE3Q,.NS,621.85,0.44,BREAKOUT_BUY,,,,35,D,IN
AERPACE,.BO,32.31,0.44,BREAKOUT_BUY,,,,35,D,IN
AIROLAM,.NS,95.68,-6.73,BREAKOUT_BUY,,,,35,D,IN
AAVAS,.NS,1489.9,0.49,BREAKOUT_BUY,,,,35,D,IN
STDSFAC,.BO,50.91,1.52,BREAKOUT_BUY,,,,35,D,IN
SRGHFL,.NS,296.5,0.49,BREAKOUT_BUY,,,,35,D,IN
ANANDRATHI,.NS,1932.5,1.5,BREAKOUT_BUY,,,,35,D,IN
PARACABLES,.NS,70.34,0.49,BREAKOUT_BUY,,,,35,D,IN
SPAL,.NS,1099.95,-0.82,BREAKOUT_BUY,,,,35,D,IN
NOCIL,.NS,181.86,-0.81,BREAKOUT_BUY,,,,35,D,IN
CPEDU,.NS,216.89,-0.81,BREAKOUT_BUY,,,,35,D,IN
SARUPINDUS,.BO,129.9,0.46,BREAKOUT_BUY,,,,35,D,IN
ABSLMSCIN,.NS,29.28,0.38,BREAKOUT_BUY,,FAIL,,35,D,IN
ENRIN,.NS,3685.8,-1.06,BREAKOUT_BUY,,,,35,D,IN
PAUSHAKLTD,.NS,493.4,-0.88,BREAKOUT_BUY,,,,35,D,IN
BFINVEST,.NS,457.6,-0.89,BREAKOUT_BUY,,,,35,D,IN
AMPVOLTS,.BO,30.7,0.36,BREAKOUT_BUY,,,,35,D,IN
AWHCL,.NS,472.0,-0.87,BREAKOUT_BUY,,,,35,D,IN
SGIL,.NS,583.95,0.36,BREAKOUT_BUY,,,,35,D,IN
MONEXT50,.NS,72.0,0.35,BREAKOUT_BUY,,,,35,D,IN
NAVKARURB,.BO,1.12,-0.88,BREAKOUT_BUY,,,,35,D,IN
ZOTA,.NS,1389.5,0.35,BREAKOUT_BUY,,,,35,D,IN
CHOLAFIN,.NS,1799.2,0.35,BREAKOUT_BUY,,,,35,D,IN
BELRISE,.NS,245.66,0.43,BREAKOUT_BUY,,,,35,D,IN
DPABHUSHAN,.NS,953.25,0.43,BREAKOUT_BUY,,,,35,D,IN
UMIYA-MRO,.NS,91.08,-0.94,BREAKOUT_BUY,,,,35,D,IN
LLOYDSENGG,.NS,84.91,-0.91,BREAKOUT_BUY,,,,35,D,IN
JAYIND,.BO,13.01,-0.91,BREAKOUT_BUY,,,,35,D,IN
KSB,.NS,934.35,-0.9,BREAKOUT_BUY,,,,35,D,IN
BHARATGEAR,.NS,131.22,0.42,BREAKOUT_BUY,,,,35,D,IN
PTL,.NS,42.13,-0.89,BREAKOUT_BUY,,,,35,D,IN
MIDSELIETF,.NS,18.95,-0.89,BREAKOUT_BUY,,FAIL,,35,D,IN
EUREKAFORB,.NS,458.3,-0.9,BREAKOUT_BUY,,,,35,D,IN
CONCOR,.NS,469.8,-0.88,BREAKOUT_BUY,,,,35,D,IN
SETF10GILT,.NS,263.63,0.38,BREAKOUT_BUY,,FAIL,,35,D,IN
GALAXYSURF,.NS,2012.5,0.39,BREAKOUT_BUY,,,,35,D,IN
THELEELA,.NS,483.9,-0.94,BREAKOUT_BUY,,,,35,D,IN
DMART,.NS,4294.6,-0.95,BREAKOUT_BUY,,,,35,D,IN
COHANCE,.NS,458.05,-0.93,BREAKOUT_BUY,,,,35,D,IN
FIBERWEB,.NS,30.11,-0.92,BREAKOUT_BUY,,,,35,D,IN
SUBROS,.NS,835.45,1.36,BREAKOUT_BUY,,,,35,D,IN
VIYASH,.NS,269.3,-0.72,BREAKOUT_BUY,,,,35,D,IN
OPTIEMUS,.NS,469.3,-0.72,BREAKOUT_BUY,,,,35,D,IN
ALIVUS,.NS,1108.3,-0.7,BREAKOUT_BUY,,,,35,D,IN
THOMASCOTT,.NS,320.8,-0.7,BREAKOUT_BUY,,,,35,D,IN
INDOSTAR,.NS,258.43,-0.7,BREAKOUT_BUY,,,,35,D,IN
DHUNINV,.NS,850.1,-0.69,BREAKOUT_BUY,,,,35,D,IN
MOHITIND,.NS,24.74,-5.68,BREAKOUT_BUY,,,,35,D,IN
DANUBE,.BO,8.38,8.55,BREAKOUT_BUY,,,,35,D,IN
CANDOUR,.BO,83.56,-0.76,BREAKOUT_BUY,,,,35,D,IN
MSUMI,.NS,41.26,9.1,BREAKOUT_BUY,,,,35,D,IN
STYL,.NS,308.75,1.05,BREAKOUT_BUY,,,,35,D,IN
ENGINERSIN,.NS,251.82,-0.74,BREAKOUT_BUY,,,,35,D,IN
TILAK,.BO,1.24,-0.8,BREAKOUT_BUY,,,,35,D,IN
PINELABS,.NS,160.07,-0.74,BREAKOUT_BUY,,,,35,D,IN
CTL,.BO,17.24,9.39,BREAKOUT_BUY,,,,35,D,IN
PARKHOSPS,.NS,285.5,-0.73,BREAKOUT_BUY,,,,35,D,IN
STYRENIX,.NS,2334.4,-0.74,BREAKOUT_BUY,,,,35,D,IN
PANAFIC,.BO,1.32,1.54,BREAKOUT_BUY,,,,35,D,IN
PREMIERPOL,.BO,63.02,1.53,BREAKOUT_BUY,,,,35,D,IN
ACIIN,.BO,1.26,9.57,BREAKOUT_BUY,,,,35,D,IN
GVPIL,.NS,987.25,-0.78,BREAKOUT_BUY,,,,35,D,IN
REPCOHOME,.NS,420.0,7.44,BREAKOUT_BUY,,,,35,D,IN
UCAL,.NS,121.8,7.51,BREAKOUT_BUY,,,,35,D,IN
METROBRAND,.NS,1031.3,-0.78,BREAKOUT_BUY,,,,35,D,IN
SANATHAN,.NS,444.9,-0.79,BREAKOUT_BUY,,,,35,D,IN
FAIRCHEMOR,.NS,634.4,-0.77,BREAKOUT_BUY,,,,35,D,IN
THAKDEV,.BO,135.0,-0.74,BREAKOUT_BUY,,,,35,D,IN
EIEL,.NS,218.55,-0.79,BREAKOUT_BUY,,,,35,D,IN
STARHEALTH,.NS,577.1,0.49,BREAKOUT_BUY,,,,35,D,IN
DARJEELING,.BO,37.5,-0.79,BREAKOUT_BUY,,,,35,D,IN
CCME,.BO,125.0,-0.79,BREAKOUT_BUY,,,,35,D,IN
GODREJPROP,.NS,1850.6,1.65,BREAKOUT_BUY,,,,35,D,IN
MERCURYLAB,.BO,813.0,-0.85,BREAKOUT_BUY,,,,35,D,IN
VARROC,.NS,611.65,-0.83,BREAKOUT_BUY,,,,35,D,IN
MIDCAPBETA,.NS,229.36,-0.83,BREAKOUT_BUY,,,,35,D,IN
MANKIND,.NS,2462.3,-0.83,BREAKOUT_BUY,,,,35,D,IN
HRS,.BO,247.95,-0.82,BREAKOUT_BUY,,,,35,D,IN
PALREDTEC,.BO,58.0,-0.82,BREAKOUT_BUY,,,,35,D,IN
TOP20,.NS,8.64,0.47,BREAKOUT_BUY,,FAIL,,35,D,IN
PACEDIGITK,.NS,200.03,-5.99,BREAKOUT_BUY,,,,35,D,IN
FINEORG,.NS,5236.1,-0.65,BREAKOUT_BUY,,,,35,D,IN
SHIVAUM,.NS,405.0,7.13,BREAKOUT_BUY,,,,35,D,IN
AUROPHARMA,.NS,1555.2,1.61,BREAKOUT_BUY,,,,35,D,IN
AEGISLOG,.NS,1140.65,7.31,BREAKOUT_BUY,,,,35,D,IN
FUSION,.NS,192.77,6.54,BREAKOUT_BUY,,,,35,D,IN
AFCOM,.BO,1238.0,1.62,BREAKOUT_BUY,,,,35,D,IN
MAYUR,.BO,22.69,1.61,BREAKOUT_BUY,,,,35,D,IN
DRREDDY,.NS,1350.5,1.66,BREAKOUT_BUY,,,,35,D,IN
SHIPWAVES,.BO,3.7,1.65,BREAKOUT_BUY,,,,35,D,IN
AURIONPRO,.NS,895.1,-0.67,BREAKOUT_BUY,,,,35,D,IN
PRAVEG,.NS,250.55,-0.67,BREAKOUT_BUY,,,,35,D,IN
INDHOTEL,.NS,720.65,-0.67,BREAKOUT_BUY,,,,35,D,IN
TRF,.NS,246.37,-0.65,BREAKOUT_BUY,,,,35,D,IN
BPL,.NS,56.6,-0.65,BREAKOUT_BUY,,,,35,D,IN
ABINFRA,.NS,11.73,6.93,BREAKOUT_BUY,,,,35,D,IN
GMMPFAUDLR,.NS,804.55,-0.06,BREAKOUT_BUY,,,,35,D,IN
ESG,.NS,41.08,-0.05,BREAKOUT_BUY,,FAIL,,35,D,IN
ASITCFIN,.BO,123.4,0.0,BREAKOUT_BUY,,,,35,D,IN
CORNE,.BO,10.2,0.0,BREAKOUT_BUY,,,,35,D,IN
GILADAFINS,.BO,14.39,0.77,BREAKOUT_BUY,,,,35,D,IN
NEXT50,.NS,743.88,0.13,BREAKOUT_BUY,,,,35,D,IN
MANORG,.BO,560.0,0.76,BREAKOUT_BUY,,,,35,D,IN
SHEMAROO,.BO,130.0,0.78,BREAKOUT_BUY,,,,35,D,IN
QUADRANT,.BO,0.44,0.0,BREAKOUT_BUY,,,,35,D,IN
GUJHYSPIN,.BO,9.85,0.0,BREAKOUT_BUY,,,,35,D,IN
HRYNSHP,.BO,100.95,0.65,BREAKOUT_BUY,,,,35,D,IN
INDONG,.BO,9.0,0.0,BREAKOUT_BUY,,,,35,D,IN
SWAGTAM,.BO,72.0,-0.36,BREAKOUT_BUY,,,,35,D,IN
SETFSN50,.BO,939.05,0.62,BREAKOUT_BUY,,,,35,D,IN
GESHIP,.NS,1499.0,0.12,BREAKOUT_BUY,,,,35,D,IN
SHGANEL,.BO,19.05,0.0,BREAKOUT_BUY,,,,35,D,IN
ORIENTHOT,.NS,139.32,0.11,BREAKOUT_BUY,,,,35,D,IN
TAIIND,.BO,25.09,0.0,BREAKOUT_BUY,,,,35,D,IN
MODWOOL,.BO,56.7,0.0,BREAKOUT_BUY,,,,35,D,IN
DAPS,.BO,23.39,0.0,BREAKOUT_BUY,,,,35,D,IN
ANGEL,.BO,12.0,0.0,BREAKOUT_BUY,,,,35,D,IN
KRIFILIND,.BO,6.31,0.0,BREAKOUT_BUY,,,,35,D,IN
BLT,.BO,30.99,0.0,BREAKOUT_BUY,,,,35,D,IN
LERTHAI,.BO,574.0,0.0,BREAKOUT_BUY,,,,35,D,IN
GETALONG,.BO,7.7,0.0,BREAKOUT_BUY,,,,35,D,IN
MULLER,.BO,212.9,0.0,BREAKOUT_BUY,,,,35,D,IN
SAHYADRI,.NS,281.4,0.63,BREAKOUT_BUY,,,,35,D,IN
MAHLIFE,.NS,361.25,0.03,BREAKOUT_BUY,,,,35,D,IN
EBBETF0431,.NS,1432.41,0.04,BREAKOUT_BUY,,FAIL,,35,D,IN
LOYALTEX,.BO,233.25,-0.02,BREAKOUT_BUY,,,,35,D,IN
CHTR,.BO,55.0,-0.02,BREAKOUT_BUY,,,,35,D,IN
AMAL,.BO,585.05,-0.01,BREAKOUT_BUY,,,,35,D,IN
AVALON,.NS,1750.3,0.11,BREAKOUT_BUY,,,,35,D,IN
NHPC,.NS,79.4,0.11,BREAKOUT_BUY,,,,35,D,IN
DHANCOT,.BO,103.65,0.0,BREAKOUT_BUY,,,,35,D,IN
SONACOMS,.NS,619.25,-0.01,BREAKOUT_BUY,,,,35,D,IN
ADLINE,.BO,13.7,0.0,BREAKOUT_BUY,,,,35,D,IN
OLECTRA,.NS,1493.4,0.09,BREAKOUT_BUY,,,,35,D,IN
IDREAM,.BO,531.4,0.0,BREAKOUT_BUY,,,,35,D,IN
YUKEN,.NS,748.95,-0.06,BREAKOUT_BUY,,,,35,D,IN
EIHOTEL,.NS,326.45,-0.03,BREAKOUT_BUY,,,,35,D,IN
DHABRIYA,.BO,385.3,-0.03,BREAKOUT_BUY,,,,35,D,IN
JSWCEMENT,.NS,133.55,-0.03,BREAKOUT_BUY,,,,35,D,IN
PRUDENT,.NS,2988.7,0.08,BREAKOUT_BUY,,,,35,D,IN
SEL,.BO,39.75,-0.03,BREAKOUT_BUY,,FAIL,,35,D,IN
YASHHV,.BO,876.9,0.07,BREAKOUT_BUY,,,,35,D,IN
SHANTIDENM,.BO,42.99,-0.02,BREAKOUT_BUY,,,,35,D,IN
SGRL,.BO,709.55,0.93,BREAKOUT_BUY,,,,35,D,IN
SNXT30BEES,.NS,41.96,0.07,BREAKOUT_BUY,,FAIL,,35,D,IN
INTERARCH,.NS,1925.2,-0.06,BREAKOUT_BUY,,,,35,D,IN
JUBLCPL,.NS,2023.0,-0.07,BREAKOUT_BUY,,,,35,D,IN
ORGCOAT,.BO,21.99,-0.05,BREAKOUT_BUY,,,,35,D,IN
CASHIETF,.NS,1068.4,0.06,BREAKOUT_BUY,,FAIL,,35,D,IN
POLYMED,.NS,1650.2,-0.04,BREAKOUT_BUY,,,,35,D,IN
RAL,.BO,47.25,0.0,BREAKOUT_BUY,,,,35,D,IN
DUTRON,.BO,107.0,0.0,BREAKOUT_BUY,,,,35,D,IN
CITYONLINE,.BO,8.39,0.0,BREAKOUT_BUY,,,,35,D,IN
CINDRELL,.BO,11.55,0.0,BREAKOUT_BUY,,,,35,D,IN
SHREENATH,.BO,12.65,0.0,BREAKOUT_BUY,,,,35,D,IN
BENARA,.BO,10.5,0.0,BREAKOUT_BUY,,,,35,D,IN
NIMBSPROJ,.BO,236.95,0.0,BREAKOUT_BUY,,,,35,D,IN
TARINI,.BO,9.6,0.0,BREAKOUT_BUY,,,,35,D,IN
RISHDIGA,.BO,35.35,0.0,BREAKOUT_BUY,,,,35,D,IN
WOSAL,.BO,20.03,0.0,BREAKOUT_BUY,,,,35,D,IN
RKDAGRRTL,.BO,6.6,0.0,BREAKOUT_BUY,,,,35,D,IN
PSPL,.BO,58.99,0.0,BREAKOUT_BUY,,,,35,D,IN
VAPIENTER,.BO,105.39,0.0,BREAKOUT_BUY,,,,35,D,IN
PRIMECAPM,.BO,8.4,0.0,BREAKOUT_BUY,,,,35,D,IN
SLSTLQ,.BO,29.02,0.0,BREAKOUT_BUY,,,,35,D,IN
SPACAPS,.BO,206.85,0.0,BREAKOUT_BUY,,,,35,D,IN
POBS,.BO,165.0,0.0,BREAKOUT_BUY,,,,35,D,IN
SUPERSHAKT,.BO,240.0,0.0,BREAKOUT_BUY,,,,35,D,IN
VIVANZA,.BO,2.0,0.0,BREAKOUT_BUY,,,,35,D,IN
EASUN,.BO,55.0,0.0,BREAKOUT_BUY,,,,35,D,IN
GODREJIND,.NS,1160.7,0.69,BREAKOUT_BUY,,,,35,D,IN
SMAUTO,.BO,26.0,0.0,BREAKOUT_BUY,,,,35,D,IN
CRANEX,.BO,94.07,0.67,BREAKOUT_BUY,,,,35,D,IN
SPLIL,.NS,31.99,0.66,BREAKOUT_BUY,,,,35,D,IN
AEGISVOPAK,.NS,233.19,0.66,BREAKOUT_BUY,,,,35,D,IN
VEERHEALTH,.BO,30.7,0.66,BREAKOUT_BUY,,,,35,D,IN
MILLENNIUM,.BO,1.75,0.0,BREAKOUT_BUY,,,,35,D,IN
GOYALASS,.BO,0.99,0.0,BREAKOUT_BUY,,,,35,D,IN
PRAXIS,.BO,8.16,0.0,BREAKOUT_BUY,,,,35,D,IN
SBLI,.BO,44.0,0.0,BREAKOUT_BUY,,,,35,D,IN
KIRANSY-B,.BO,16.94,0.0,BREAKOUT_BUY,,,,35,D,IN
DIKSAT,.BO,125.1,0.0,BREAKOUT_BUY,,,,35,D,IN
AREXMIS,.BO,115.0,0.0,BREAKOUT_BUY,,,,35,D,IN
CTLLAB,.BO,42.78,0.0,BREAKOUT_BUY,,,,35,D,IN
KIZI,.BO,14.9,0.0,BREAKOUT_BUY,,,,35,D,IN
SAUMYA,.BO,143.05,0.0,BREAKOUT_BUY,,,,35,D,IN
ERPSOFT,.BO,63.0,0.0,BREAKOUT_BUY,,,,35,D,IN
AAPLUSTRAD,.BO,1.05,0.0,BREAKOUT_BUY,,,,35,D,IN
VLL,.BO,55.2,0.0,BREAKOUT_BUY,,,,35,D,IN
SMARITIME,.BO,27.35,0.0,BREAKOUT_BUY,,,,35,D,IN
SAMRATFORG,.BO,250.0,0.0,BREAKOUT_BUY,,,,35,D,IN
KKSHL,.BO,45.4,0.0,BREAKOUT_BUY,,,,35,D,IN
THREEMPAPE,.BO,27.0,0.0,BREAKOUT_BUY,,,,35,D,IN
PCBL,.NS,317.4,0.71,BREAKOUT_BUY,,,,35,D,IN
ASHIANA,.NS,385.05,0.71,BREAKOUT_BUY,,,,35,D,IN
PVTBANKADD,.NS,28.84,0.73,BREAKOUT_BUY,,,,35,D,IN
APPL,.BO,235.15,0.73,BREAKOUT_BUY,,,,35,D,IN
5PAISA,.NS,353.6,0.74,BREAKOUT_BUY,,,,35,D,IN
SANCTRN,.BO,779.0,0.0,BREAKOUT_BUY,,,,35,D,IN
BRISK,.BO,99.2,0.0,BREAKOUT_BUY,,,,35,D,IN
TELGE,.BO,150.25,0.0,BREAKOUT_BUY,,,,35,D,IN
JETMALL,.BO,68.3,0.0,BREAKOUT_BUY,,,,35,D,IN
UNISEM,.BO,51.0,0.0,BREAKOUT_BUY,,,,35,D,IN
SUNILTX,.BO,86.5,0.0,BREAKOUT_BUY,,,,35,D,IN
KEMP,.BO,1189.0,0.0,BREAKOUT_BUY,,,,35,D,IN
SIMPLEXCAS,.BO,541.7,-0.4,BREAKOUT_BUY,,,,35,D,IN
BOSCHLTD,.NS,40440.0,0.19,BREAKOUT_BUY,,,,35,D,IN
ALPL30IETF,.NS,27.27,0.18,BREAKOUT_BUY,,,,35,D,IN
YUG,.BO,24.7,-0.2,BREAKOUT_BUY,,,,35,D,IN
NIFTYADD,.NS,252.53,0.18,BREAKOUT_BUY,,,,35,D,IN
PAGEIND,.NS,40950.0,0.16,BREAKOUT_BUY,,,,35,D,IN
SWARAJENG,.NS,3954.0,0.17,BREAKOUT_BUY,,,,35,D,IN
CONSUMBEES,.NS,128.96,0.97,BREAKOUT_BUY,,,,35,D,IN
PWL,.NS,125.34,0.17,BREAKOUT_BUY,,,,35,D,IN
PRESTIGE,.NS,1556.3,0.99,BREAKOUT_BUY,,,,35,D,IN
BAJAJHLDNG,.NS,10599.0,0.15,BREAKOUT_BUY,,,,35,D,IN
ENIFTY,.NS,24.24,0.21,BREAKOUT_BUY,,FAIL,,35,D,IN
FERMENTA,.NS,366.35,0.03,BREAKOUT_BUY,,,,35,D,IN
NEXT50BETA,.NS,77.94,0.22,BREAKOUT_BUY,,,,35,D,IN
POWERICA,.NS,660.25,-0.24,BREAKOUT_BUY,,,,35,D,IN
BILLWIN,.BO,23.99,-0.25,BREAKOUT_BUY,,,,35,D,IN
ADOR,.NS,1229.3,0.22,BREAKOUT_BUY,,,,35,D,IN
OBEROIRLTY,.NS,1749.2,-0.22,BREAKOUT_BUY,,,,35,D,IN
GILT5BETA,.NS,66.54,0.21,BREAKOUT_BUY,,FAIL,,35,D,IN
KNAGRI,.NS,210.98,-0.21,BREAKOUT_BUY,,,,35,D,IN
BLOOM,.BO,9.5,0.21,BREAKOUT_BUY,,,,35,D,IN
NATCOPHARM,.NS,903.7,1.13,BREAKOUT_BUY,,,,35,D,IN
SENSEXBETA,.NS,850.77,0.21,BREAKOUT_BUY,,,,35,D,IN
IKOMA,.BO,74.8,-0.31,BREAKOUT_BUY,,,,35,D,IN
LAURUSLABS,.NS,1450.0,-0.29,BREAKOUT_BUY,,,,35,D,IN
ADSL,.NS,128.25,-0.29,BREAKOUT_BUY,,,,35,D,IN
SENSEXIETF,.NS,886.15,-0.26,BREAKOUT_BUY,,,,35,D,IN
SIGMAADV,.BO,614.35,1.05,BREAKOUT_BUY,,,,35,D,IN
DCBBANK,.NS,186.15,0.32,BREAKOUT_BUY,,,,35,D,IN
KELENRG,.BO,7001.6,0.32,BREAKOUT_BUY,,,,35,D,IN
AKCAPIT,.NS,1800.4,1.08,BREAKOUT_BUY,,,,35,D,IN
SBCL,.NS,754.0,-0.36,BREAKOUT_BUY,,,,35,D,IN
EMERALL,.BO,200.0,-0.35,BREAKOUT_BUY,,,,35,D,IN
CHEMKART,.BO,142.0,-0.35,BREAKOUT_BUY,,,,35,D,IN
GLOBUSCON,.BO,14.23,-0.35,BREAKOUT_BUY,,,,35,D,IN
COFORGE,.NS,1492.9,-0.33,BREAKOUT_BUY,,,,35,D,IN
CANFINHOME,.NS,886.2,0.16,BREAKOUT_BUY,,,,35,D,IN
MID150,.NS,23.14,-0.34,BREAKOUT_BUY,,FAIL,,35,D,IN
