Product,Contract,PreviousDaySettlementPrice
OESX,OESX SI 20281215 CS EU C 1250 0,4896.6
OESX,OESX SI 20260831 CS EU P 7325 0,946
OESX,OESX SI 20351221 CS EU C 6900 0,1312.1
OESX,OESX SI 20270521 CS EU P 4300 0,47.1
OESX,OESX SI 20260703 CS EU C 6720 0,0.1
OESX,OESX SI 20260831 CS EU P 6475 0,194.5
OESX,OESX SI 20260918 CS EU P 5475 0,22.6
OESX,OESX SI 20261016 CS EU C 6225 0,309.9
OESX,OESX SI 20291221 CS EU C 4300 0,2239.3
OESX,OESX SI 20260717 CS EU C 5600 0,762.3
OESX,OESX SI 20260828 CS EU C 7050 0,2.5
OESX,OESX SI 20280915 CS EU P 4100 0,117.1
OESX,OESX SI 20260703 CS EU C 5805 0,554.4
OESX,OESX SI 20270219 CS EU P 5250 0,73.7
OESX,OESX SI 20260814 CS EU P 6175 0,59.5
OESX,OESX SI 20261218 CS EU P 7700 0,1286.2
OESX,OESX SI 20270716 CS EU P 6200 0,363
OESX,OESX SI 20260918 CS EU P 6600 0,291.3
OESX,OESX SI 20260831 CS EU C 7075 0,2.1
OESX,OESX SI 20260930 CS EU P 5375 0,23.5
OESX,OESX SI 20260710 CS EU P 4900 0,0.1
OESX,OESX SI 20260918 CS EU P 7300 0,912.1
OESX,OESX SI 20260731 CS EU C 6425 0,66
OESX,OESX SI 20270917 CS EU P 5900 0,302.3
OESX,OESX SI 20290615 CS EU C 4900 0,1705.1
OESX,OESX SI 20260904 CS EU C 6225 0,251
OESX,OESX SI 20260831 CS EU C 7025 0,3
OESX,OESX SI 20261120 CS EU P 7400 0,999.3
OESX,OESX SI 20270416 CS EU C 7600 0,33.5
OESX,OESX SI 20261218 CS EU P 1500 0,0.2
OESX,OESX SI 20260821 CS EU P 6400 0,145.8
OESX,OESX SI 20290316 CS EU P 4600 0,196.9
OESX,OESX SI 20260821 CS EU C 1100 0,5255
OESX,OESX SI 20291221 CS EU P 6050 0,598.8
OESX,OESX SI 20260904 CS EU C 5250 0,1134.7
OESX,OESX SI 20260703 CS EU C 6145 0,214.5
OESX,OESX SI 20291221 CS EU P 5800 0,518.7
OESX,OESX SI 20311219 CS EU C 14000 0,51.2
OESX,OESX SI 20260703 CS EU C 6480 0,0.1
OESX,OESX SI 20281215 CS EU P 5250 0,292.4
OESX,OESX SI 20271217 CS EU C 2500 0,3808.4
OESX,OESX SI 20321217 CS EU P 4450 0,365.6
OESX,OESX SI 20260724 CS EU C 7025 0,0.1
OESX,OESX SI 20260807 CS EU P 6800 0,438.1
OESX,OESX SI 20260710 CS EU P 6675 0,316.9
OESX,OESX SI 20270219 CS EU C 5200 0,1278.8
OESX,OESX SI 20270917 CS EU C 7500 0,98.5
OESX,OESX SI 20311219 CS EU C 2700 0,3558.5
OESX,OESX SI 20271217 CS EU C 4200 0,2232
OESX,OESX SI 20260828 CS EU P 7125 0,748.2
OESX,OESX SI 20271217 CS EU P 4150 0,77
OESX,OESX SI 20270416 CS EU P 5150 0,86.1
OESX,OESX SI 20261120 CS EU C 7025 0,37.6
OESX,OESX SI 20260814 CS EU P 5775 0,16.5
OESX,OESX SI 20260731 CS EU P 7100 0,733.9
OESX,OESX SI 20260831 CS EU C 5300 0,1081.7
OESX,OESX SI 20351221 CS EU P 6400 0,969.7
OESX,OESX SI 20281215 CS EU C 6800 0,509.9
OESX,OESX SI 20261218 CS EU C 1250 0,5098.5
OESX,OESX SI 20291221 CS EU P 1400 0,23.6
OESX,OESX SI 20270416 CS EU P 6050 0,237.7
OESX,OESX SI 20260918 CS EU P 3200 0,0.7
OESX,OESX SI 20321217 CS EU P 6400 0,892
OESX,OESX SI 20270618 CS EU C 3100 0,3222.8
OESX,OESX SI 20271217 CS EU P 4700 0,121.4
OESX,OESX SI 20270618 CS EU C 7500 0,61.6
OESX,OESX SI 20351221 CS EU P 6250 0,921.8
OESX,OESX SI 20260724 CS EU C 6550 0,15.4
OESX,OESX SI 20270521 CS EU P 5350 0,133.1
OESX,OESX SI 20260814 CS EU P 5825 0,18.9
OESX,OESX SI 20290316 CS EU C 6400 0,745.9
OESX,OESX SI 20260918 CS EU C 3100 0,3269.3
OESX,OESX SI 20290316 CS EU C 4400 0,2119.8
OESX,OESX SI 20260703 CS EU C 5975 0,384.4
OESX,OESX SI 20260703 CS EU C 7325 0,0.1
OESX,OESX SI 20290316 CS EU C 6600 0,645.9
OESX,OESX SI 20270219 CS EU P 6000 0,187
OESX,OESX SI 20301220 CS EU P 9500 0,2717.1
OESX,OESX SI 20311219 CS EU C 9500 0,222.4
OESX,OESX SI 20291221 CS EU C 5000 0,1716
OESX,OESX SI 20341215 CS EU C 7200 0,1092.1
OESX,OESX SI 20280915 CS EU C 4600 0,1904
OESX,OESX SI 20341215 CS EU C 7100 0,1130
OESX,OESX SI 20291221 CS EU C 1100 0,4969.3
OESX,OESX SI 20321217 CS EU C 5400 0,1737.3
OESX,OESX SI 20260731 CS EU P 7125 0,758.8
OESX,OESX SI 20290615 CS EU C 5700 0,1154.5
OESX,OESX SI 20260710 CS EU C 5125 0,1232.6
OESX,OESX SI 20280915 CS EU C 3850 0,2541.8
OESX,OESX SI 20261218 CS EU C 4700 0,1712.1
OESX,OESX SI 20290316 CS EU C 10000 0,45
OESX,OESX SI 20271217 CS EU C 4750 0,1748
OESX,OESX SI 20311219 CS EU C 10500 0,137.8
OESX,OESX SI 20260904 CS EU P 7275 0,894
OESX,OESX SI 20270521 CS EU P 5150 0,108.2
OESX,OESX SI 20270521 CS EU C 7000 0,145.3
OESX,OESX SI 20260807 CS EU P 5300 0,4
OESX,OESX SI 20261218 CS EU C 6025 0,527.9
OESX,OESX SI 20311219 CS EU P 3500 0,193.8
OESX,OESX SI 20311219 CS EU C 6400 0,1101.1
OESX,OESX SI 20281215 CS EU P 300 0,1
OESX,OESX SI 20270618 CS EU C 2400 0,3897.8
OESX,OESX SI 20261120 CS EU P 2500 0,1.4
OESX,OESX SI 20260703 CS EU P 5850 0,0.1
OESX,OESX SI 20260731 CS EU P 5050 0,1.6
OESX,OESX SI 20260807 CS EU C 6700 0,9.7
OESX,OESX SI 20261016 CS EU P 5225 0,24.7
OESX,OESX SI 20311219 CS EU P 6300 0,813.7
OESX,OESX SI 20261120 CS EU C 5975 0,540.7
OESX,OESX SI 20261016 CS EU P 7600 0,1204.6
OESX,OESX SI 20261120 CS EU P 6150 0,161.1
OESX,OESX SI 20270416 CS EU C 5300 0,1212.3
OESX,OESX SI 20261120 CS EU C 7275 0,14.1
OESX,OESX SI 20311219 CS EU C 6200 0,1200.2
OESX,OESX SI 20270319 CS EU P 6100 0,231.2
OESX,OESX SI 20260731 CS EU C 6075 0,314.6
OESX,OESX SI 20260814 CS EU C 6275 0,179
OESX,OESX SI 20260828 CS EU P 5550 0,15.6
OESX,OESX SI 20260807 CS EU C 7250 0,0.1
OESX,OESX SI 20261120 CS EU C 2900 0,3470.6
OESX,OESX SI 20260821 CS EU P 4750 0,2.9
OESX,OESX SI 20331216 CS EU C 4800 0,2166.6
OESX,OESX SI 20260831 CS EU C 6750 0,20.6
OESX,OESX SI 20270618 CS EU C 6550 0,335.9
OESX,OESX SI 20261016 CS EU C 5750 0,691.7
OESX,OESX SI 20271217 CS EU P 4850 0,137.6
OESX,OESX SI 20271217 CS EU C 2900 0,3431.2
OESX,OESX SI 20270219 CS EU C 5950 0,645.8
OESX,OESX SI 20260807 CS EU P 5225 0,3.4
OESX,OESX SI 20270521 CS EU P 5850 0,225.6
OESX,OESX SI 20260703 CS EU P 6325 0,3.6
OESX,OESX SI 20260930 CS EU P 6850 0,493.1
OESX,OESX SI 20260930 CS EU P 5850 0,56.1
OESX,OESX SI 20270115 CS EU C 4600 0,1823.8
OESX,OESX SI 20270219 CS EU P 5300 0,78.1
OESX,OESX SI 20291221 CS EU P 1200 0,19.2
OESX,OESX SI 20341215 CS EU P 6350 0,933.6
OESX,OESX SI 20260731 CS EU P 4775 0,0.8
OESX,OESX SI 20260930 CS EU C 6500 0,127.8
OESX,OESX SI 20260807 CS EU C 6825 0,2.9
OESX,OESX SI 20290316 CS EU P 1000 0,9.6
OESX,OESX SI 20260821 CS EU P 6000 0,39.2
OESX,OESX SI 20260717 CS EU P 6550 0,195.7
OESX,OESX SI 20321217 CS EU C 7000 0,951.7
OESX,OESX SI 20260724 CS EU C 5525 0,838.5
OESX,OESX SI 20260717 CS EU P 6500 0,153.3
OESX,OESX SI 20260904 CS EU C 5725 0,677.3
OESX,OESX SI 20260724 CS EU C 6175 0,215.7
OESX,OESX SI 20291221 CS EU P 2700 0,70.4
OESX,OESX SI 20260930 CS EU C 7175 0,5.2
OESX,OESX SI 20270115 CS EU P 6100 0,187.6
OESX,OESX SI 20260717 CS EU C 4975 0,1385.8
OESX,OESX SI 20260814 CS EU C 7325 0,0.1
OESX,OESX SI 20290316 CS EU P 3850 0,118.6
OESX,OESX SI 20301220 CS EU C 4150 0,2411.2
OESX,OESX SI 20260821 CS EU P 5100 0,5.3
OESX,OESX SI 20260731 CS EU C 6750 0,2.7
OESX,OESX SI 20260930 CS EU P 6325 0,163.6
OESX,OESX SI 20290615 CS EU C 5100 0,1560.3
OESX,OESX SI 20280317 CS EU C 4300 0,2175.9
OESX,OESX SI 20260807 CS EU C 5125 0,1239.6
OESX,OESX SI 20260918 CS EU C 5250 0,1145
OESX,OESX SI 20260717 CS EU P 7250 0,887.6
OESX,OESX SI 20260724 CS EU C 5075 0,1286.5
OESX,OESX SI 20341215 CS EU C 7000 0,1168.7
OESX,OESX SI 20281215 CS EU P 2200 0,29.9
OESX,OESX SI 20260703 CS EU C 5785 0,574.4
OESX,OESX SI 20260814 CS EU C 6575 0,37.8
OESX,OESX SI 20270115 CS EU C 7050 0,65.1
OESX,OESX SI 20260703 CS EU P 4950 0,0.1
OESX,OESX SI 20290615 CS EU C 6100 0,913.4
OESX,OESX SI 20261218 CS EU P 7150 0,772.7
OESX,OESX SI 20260930 CS EU C 6175 0,321.6
OESX,OESX SI 20271217 CS EU P 6100 0,398.4
OESX,OESX SI 20260807 CS EU C 6175 0,239.7
OESX,OESX SI 20280915 CS EU P 4200 0,125.7
OESX,OESX SI 20260703 CS EU P 6415 0,56.2
OESX,OESX SI 20260828 CS EU P 7000 0,625.8
OESX,OESX SI 20260930 CS EU P 7050 0,673.6
OESX,OESX SI 20311219 CS EU P 1800 0,66.5
OESX,OESX SI 20260828 CS EU P 6800 0,437.3
OESX,OESX SI 20270319 CS EU P 4900 0,58.5
OESX,OESX SI 20260821 CS EU C 6425 0,104.6
OESX,OESX SI 20260904 CS EU C 7000 0,5
OESX,OESX SI 20260731 CS EU P 5900 0,12.7
OESX,OESX SI 20291221 CS EU C 4900 0,1787.1
OESX,OESX SI 20260821 CS EU P 6450 0,171.3
OESX,OESX SI 20260731 CS EU C 6000 0,382.7
OESX,OESX SI 20261120 CS EU P 4975 0,27.7
OESX,OESX SI 20270115 CS EU C 4750 0,1680.9
OESX,OESX SI 20281215 CS EU C 2800 0,3482.7
OESX,OESX SI 20261120 CS EU P 6400 0,248.3
OESX,OESX SI 20260930 CS EU P 6200 0,122.1
OESX,OESX SI 20260703 CS EU P 6300 0,1.2
OESX,OESX SI 20270319 CS EU C 5150 0,1344.3
OESX,OESX SI 20260703 CS EU P 6070 0,0.1
OESX,OESX SI 20270917 CS EU C 6000 0,729.5
OESX,OESX SI 20260918 CS EU P 2600 0,0.3
OESX,OESX SI 20260918 CS EU C 6750 0,38.4
OESX,OESX SI 20280616 CS EU P 6800 0,789.2
OESX,OESX SI 20261218 CS EU C 8300 0,0.6
OESX,OESX SI 20260918 CS EU P 4750 0,7.4
OESX,OESX SI 20341215 CS EU C 8500 0,683.2
OESX,OESX SI 20270917 CS EU C 5000 0,1499.4
OESX,OESX SI 20260731 CS EU C 6600 0,14.8
OESX,OESX SI 20270521 CS EU P 3100 0,15.2
OESX,OESX SI 20260710 CS EU C 6350 0,48.6
OESX,OESX SI 20311219 CS EU P 2200 0,88.1
OESX,OESX SI 20280915 CS EU C 4500 0,1986.8
OESX,OESX SI 20260807 CS EU P 5075 0,2.5
OESX,OESX SI 20270319 CS EU P 7350 0,946.7
OESX,OESX SI 20291221 CS EU C 6450 0,825.7
OESX,OESX SI 20290316 CS EU P 5100 0,279.6
OESX,OESX SI 20260930 CS EU P 5550 0,31.5
OESX,OESX SI 20301220 CS EU P 6700 0,921.6
OESX,OESX SI 20260703 CS EU P 6125 0,0.1
OESX,OESX SI 20291221 CS EU C 1500 0,4613.4
OESX,OESX SI 20270115 CS EU C 5150 0,1305.5
OESX,OESX SI 20260710 CS EU P 6400 0,67.1
OESX,OESX SI 20270917 CS EU P 4000 0,54.2
OESX,OESX SI 20260821 CS EU C 3400 0,2962.4
OESX,OESX SI 20270416 CS EU P 6900 0,623.9
OESX,OESX SI 20260831 CS EU C 7050 0,2.5
OESX,OESX SI 20260904 CS EU P 6050 0,60.4
OESX,OESX SI 20260710 CS EU P 6050 0,1.6
OESX,OESX SI 20260918 CS EU P 4850 0,8.6
OESX,OESX SI 20260703 CS EU P 6090 0,0.1
OESX,OESX SI 20331216 CS EU C 500 0,5218.7
OESX,OESX SI 20290316 CS EU C 3900 0,2535.6
OESX,OESX SI 20260703 CS EU C 6580 0,0.1
OESX,OESX SI 20260831 CS EU C 7200 0,0.9
OESX,OESX SI 20260918 CS EU P 6875 0,506.9
OESX,OESX SI 20261218 CS EU C 3600 0,2781.6
OESX,OESX SI 20260807 CS EU P 6075 0,33.9
OESX,OESX SI 20261120 CS EU C 5300 0,1132.5
OESX,OESX SI 20321217 CS EU P 5500 0,607.2
OESX,OESX SI 20261016 CS EU P 6050 0,103
OESX,OESX SI 20260918 CS EU P 5975 0,62.3
OESX,OESX SI 20271217 CS EU C 3975 0,2435.4
OESX,OESX SI 20260731 CS EU C 6650 0,8.8
OESX,OESX SI 20260821 CS EU C 4800 0,1569.7
OESX,OESX SI 20271217 CS EU C 7800 0,86.5
OESX,OESX SI 20270618 CS EU C 1900 0,4382.5
OESX,OESX SI 20260703 CS EU P 5915 0,0.1
OESX,OESX SI 20291221 CS EU P 1150 0,18.2
OESX,OESX SI 20270319 CS EU P 7050 0,707.6
OESX,OESX SI 20260904 CS EU C 6850 0,13.7
OESX,OESX SI 20260918 CS EU C 4900 0,1486.9
OESX,OESX SI 20260904 CS EU C 7025 0,4.2
OESX,OESX SI 20270115 CS EU C 4400 0,2015.7
OESX,OESX SI 20260831 CS EU P 6775 0,415.2
OESX,OESX SI 20260821 CS EU P 3400 0,0.3
OESX,OESX SI 20261016 CS EU P 4500 0,9.3
OESX,OESX SI 20261016 CS EU P 6125 0,120
OESX,OESX SI 20260828 CS EU P 6475 0,193
OESX,OESX SI 20260703 CS EU C 5725 0,634.4
OESX,OESX SI 20260717 CS EU C 3000 0,3358.6
OESX,OESX SI 20260717 CS EU C 6525 0,10.7
OESX,OESX SI 20351221 CS EU P 4900 0,561
OESX,OESX SI 20270219 CS EU P 7150 0,779
OESX,OESX SI 20270716 CS EU C 6300 0,486.5
OESX,OESX SI 20280915 CS EU C 3700 0,2673.1
OESX,OESX SI 20261218 CS EU C 4050 0,2341.6
OESX,OESX SI 20260703 CS EU C 5350 0,1009.3
OESX,OESX SI 20261218 CS EU C 3300 0,3076
OESX,OESX SI 20260717 CS EU P 3750 0,0.1
OESX,OESX SI 20271217 CS EU P 3300 0,37.4
OESX,OESX SI 20261218 CS EU P 8700 0,2270.6
OESX,OESX SI 20261016 CS EU C 7700 0,0.7
OESX,OESX SI 20261016 CS EU C 5625 0,804.4
OESX,OESX SI 20301220 CS EU P 500 0,14.4
OESX,OESX SI 20261120 CS EU C 5375 0,1062.7
OESX,OESX SI 20261016 CS EU P 7000 0,628.2
OESX,OESX SI 20261120 CS EU C 6325 0,292.4
OESX,OESX SI 20270521 CS EU C 3300 0,3035.3
OESX,OESX SI 20270618 CS EU P 5350 0,147
OESX,OESX SI 20270416 CS EU P 6450 0,378.1
OESX,OESX SI 20260724 CS EU C 7350 0,
OESX,OESX SI 20260710 CS EU P 6300 0,23.1
OESX,OESX SI 20301220 CS EU C 4475 0,2170.7
OESX,OESX SI 20260703 CS EU C 5790 0,569.4
OESX,OESX SI 20260703 CS EU C 6800 0,0.1
OESX,OESX SI 20260918 CS EU C 9000 0,0.1
OESX,OESX SI 20260807 CS EU P 5675 0,9.4
OESX,OESX SI 20321217 CS EU C 1800 0,4249.5
OESX,OESX SI 20260918 CS EU P 5000 0,10.7
OESX,OESX SI 20260710 CS EU P 6800 0,441.7
OESX,OESX SI 20260814 CS EU C 7300 0,0.1
OESX,OESX SI 20260710 CS EU P 5625 0,0.4
OESX,OESX SI 20291221 CS EU P 6500 0,770.1
OESX,OESX SI 20260828 CS EU P 6975 0,601.6
OESX,OESX SI 20261218 CS EU C 5700 0,790.5
OESX,OESX SI 20331216 CS EU P 4550 0,422.8
OESX,OESX SI 20261218 CS EU P 5900 0,125.9
OESX,OESX SI 20260703 CS EU C 5525 0,834.3
OESX,OESX SI 20260904 CS EU C 6425 0,129.2
OESX,OESX SI 20260703 CS EU P 6130 0,0.1
OESX,OESX SI 20280915 CS EU P 7400 0,
OESX,OESX SI 20261218 CS EU P 4500 0,20.9
OESX,OESX SI 20260918 CS EU P 5725 0,36
OESX,OESX SI 20261218 CS EU C 3125 0,3248.1
OESX,OESX SI 20261016 CS EU P 3400 0,2.2
OESX,OESX SI 20341215 CS EU P 3900 0,339.3
OESX,OESX SI 20260710 CS EU C 7075 0,0.1
OESX,OESX SI 20261016 CS EU C 6550 0,128.7
OESX,OESX SI 20261218 CS EU C 5100 0,1332.4
OESX,OESX SI 20301220 CS EU C 1000 0,4995.2
OESX,OESX SI 20301220 CS EU C 400 0,5515.3
OESX,OESX SI 20260724 CS EU C 6775 0,0.8
OESX,OESX SI 20291221 CS EU C 4850 0,1823
OESX,OESX SI 20260821 CS EU C 6575 0,47.1
OESX,OESX SI 20260821 CS EU C 10000 0,0.1
OESX,OESX SI 20270618 CS EU P 5650 0,199.2
OESX,OESX SI 20260703 CS EU P 6025 0,0.1
OESX,OESX SI 20331216 CS EU C 3600 0,2931.8
OESX,OESX SI 20260807 CS EU C 6925 0,1.1
OESX,OESX SI 20260717 CS EU C 5025 0,1335.9
OESX,OESX SI 20260918 CS EU C 6200 0,292.5
OESX,OESX SI 20261120 CS EU P 3200 0,3.3
OESX,OESX SI 20260831 CS EU P 5625 0,18.7
OESX,OESX SI 20261016 CS EU P 1300 0,0.1
OESX,OESX SI 20260703 CS EU C 6675 0,0.1
OESX,OESX SI 20260918 CS EU P 6750 0,401.6
OESX,OESX SI 20281215 CS EU C 4850 0,1730.5
OESX,OESX SI 20260821 CS EU C 6800 0,10
OESX,OESX SI 20331216 CS EU P 6100 0,823.8
OESX,OESX SI 20270416 CS EU P 4600 0,49.1
OESX,OESX SI 20260904 CS EU C 5225 0,1159.2
OESX,OESX SI 20270917 CS EU P 7300 0,1001.4
OESX,OESX SI 20260703 CS EU C 6375 0,6.8
OESX,OESX SI 20260814 CS EU P 5175 0,4.4
OESX,OESX SI 20260703 CS EU C 6295 0,65.4
OESX,OESX SI 20261120 CS EU C 6400 0,248.4
OESX,OESX SI 20261120 CS EU C 3900 0,2485.1
OESX,OESX SI 20270521 CS EU P 6050 0,280.5
OESX,OESX SI 20260904 CS EU C 6725 0,29.6
OESX,OESX SI 20260828 CS EU C 5425 0,959.4
OESX,OESX SI 20260821 CS EU C 6650 0,29.3
OESX,OESX SI 20270115 CS EU P 4000 0,15.1
OESX,OESX SI 20260703 CS EU P 5920 0,0.1
OESX,OESX SI 20270219 CS EU P 4000 0,19.5
OESX,OESX SI 20261218 CS EU C 7075 0,45.7
OESX,OESX SI 20260703 CS EU P 6765 0,405.6
OESX,OESX SI 20261218 CS EU C 1350 0,4999.6
OESX,OESX SI 20260828 CS EU C 5600 0,790.1
OESX,OESX SI 20260831 CS EU P 7225 0,846.8
OESX,OESX SI 20280616 CS EU P 5250 0,251.7
OESX,OESX SI 20271217 CS EU C 6150 0,686.8
OESX,OESX SI 20260807 CS EU P 6625 0,279
OESX,OESX SI 20270618 CS EU C 5600 0,953.1
OESX,OESX SI 20261218 CS EU C 7100 0,42
OESX,OESX SI 20260703 CS EU C 6490 0,0.1
OESX,OESX SI 20321217 CS EU P 4000 0,290.9
OESX,OESX SI 20331216 CS EU C 5400 0,1824.3
OESX,OESX SI 20260703 CS EU C 5900 0,459.4
OESX,OESX SI 20301220 CS EU C 5000 0,1807.2
OESX,OESX SI 20260724 CS EU P 5375 0,1.7
OESX,OESX SI 20280317 CS EU C 7100 0,291.7
OESX,OESX SI 20260918 CS EU P 5400 0,19.8
OESX,OESX SI 20261218 CS EU P 6225 0,207.7
OESX,OESX SI 20261016 CS EU C 6475 0,162.6
OESX,OESX SI 20260918 CS EU P 6025 0,70.2
OESX,OESX SI 20321217 CS EU P 500 0,31.9
OESX,OESX SI 20301220 CS EU C 6250 0,1057.6
OESX,OESX SI 20301220 CS EU P 1150 0,28.4
OESX,OESX SI 20260814 CS EU C 7100 0,0.5
OESX,OESX SI 20271217 CS EU C 2000 0,4283.1
OESX,OESX SI 20291221 CS EU P 100 0,1.2
OESX,OESX SI 20280317 CS EU P 5800 0,336.5
OESX,OESX SI 20260831 CS EU C 5375 0,1008.4
OESX,OESX SI 20260717 CS EU C 1400 0,4957.1
OESX,OESX SI 20260918 CS EU P 1500 0,0.1
OESX,OESX SI 20281215 CS EU C 1500 0,4666.2
OESX,OESX SI 20270716 CS EU C 7200 0,125.6
OESX,OESX SI 20280616 CS EU P 4600 0,152.6
OESX,OESX SI 20260828 CS EU C 5500 0,886.6
OESX,OESX SI 20291221 CS EU C 5800 0,1187.5
OESX,OESX SI 20271217 CS EU P 500 0,0.7
OESX,OESX SI 20270319 CS EU P 6800 0,538.5
OESX,OESX SI 20270115 CS EU P 3800 0,12.2
OESX,OESX SI 20301220 CS EU P 3700 0,179.3
OESX,OESX SI 20270416 CS EU C 4750 0,1707.8
OESX,OESX SI 20270319 CS EU P 5900 0,181.3
OESX,OESX SI 20260814 CS EU P 7275 0,904.7
OESX,OESX SI 20270416 CS EU C 6950 0,149.8
OESX,OESX SI 20261120 CS EU P 5625 0,67.5
OESX,OESX SI 20261218 CS EU C 6200 0,402.2
OESX,OESX SI 20270319 CS EU C 6450 0,345.4
OESX,OESX SI 20271217 CS EU P 4250 0,83.6
OESX,OESX SI 20260703 CS EU C 4825 0,1534.3
OESX,OESX SI 20331216 CS EU P 10000 0,2833.9
OESX,OESX SI 20270115 CS EU C 5100 0,1351.8
OESX,OESX SI 20260703 CS EU C 6050 0,309.5
OESX,OESX SI 20260710 CS EU P 5075 0,0.1
OESX,OESX SI 20260703 CS EU P 5995 0,0.1
OESX,OESX SI 20261016 CS EU C 9000 0,0.1
OESX,OESX SI 20260717 CS EU C 6050 0,319.4
OESX,OESX SI 20261120 CS EU C 5075 0,1344.6
OESX,OESX SI 20260821 CS EU P 7050 0,678.1
OESX,OESX SI 20280915 CS EU P 4500 0,155.7
OESX,OESX SI 20261218 CS EU P 4800 0,29.3
OESX,OESX SI 20260814 CS EU C 6725 0,12.3
OESX,OESX SI 20270219 CS EU P 4850 0,47.3
OESX,OESX SI 20321217 CS EU P 4800 0,436.8
OESX,OESX SI 20260717 CS EU P 5250 0,0.7
OESX,OESX SI 20260821 CS EU C 6475 0,82.1
OESX,OESX SI 20260918 CS EU P 4800 0,8
OESX,OESX SI 20281215 CS EU P 600 0,4.4
OESX,OESX SI 20260930 CS EU C 6875 0,25
OESX,OESX SI 20261016 CS EU P 7275 0,886.1
OESX,OESX SI 20260717 CS EU P 6925 0,562.9
OESX,OESX SI 20351221 CS EU C 9000 0,664.5
OESX,OESX SI 20341215 CS EU P 10000 0,2746.4
OESX,OESX SI 20270115 CS EU C 3400 0,2987.8
OESX,OESX SI 20260814 CS EU C 5825 0,560.5
OESX,OESX SI 20270319 CS EU C 6950 0,135.2
OESX,OESX SI 20261016 CS EU C 5975 0,499.1
OESX,OESX SI 20260814 CS EU P 6650 0,303.4
OESX,OESX SI 20261120 CS EU C 3200 0,3174.4
OESX,OESX SI 20260904 CS EU C 6150 0,306.8
OESX,OESX SI 20261218 CS EU P 5150 0,44.7
OESX,OESX SI 20281215 CS EU P 5800 0,429.7
OESX,OESX SI 20301220 CS EU C 4500 0,2152.7
OESX,OESX SI 20301220 CS EU P 6000 0,653.2
OESX,OESX SI 20271217 CS EU P 2925 0,26.6
OESX,OESX SI 20261120 CS EU C 6350 0,277.3
OESX,OESX SI 20261218 CS EU P 7325 0,929.6
OESX,OESX SI 20260703 CS EU P 6760 0,400.6
OESX,OESX SI 20260703 CS EU C 6665 0,0.1
OESX,OESX SI 20281215 CS EU C 4300 0,2176.7
OESX,OESX SI 20270618 CS EU P 3100 0,17.5
OESX,OESX SI 20280616 CS EU P 7400 0,
OESX,OESX SI 20260717 CS EU C 6825 0,0.2
OESX,OESX SI 20260821 CS EU P 5750 0,19.7
OESX,OESX SI 20260710 CS EU P 5150 0,0.1
OESX,OESX SI 20260918 CS EU C 7275 0,1.9
OESX,OESX SI 20290316 CS EU P 6300 0,619.3
OESX,OESX SI 20260918 CS EU C 5050 0,1339.9
OESX,OESX SI 20260717 CS EU P 2100 0,0.1
OESX,OESX SI 20260904 CS EU P 7050 0,672.8
OESX,OESX SI 20331216 CS EU C 6250 0,1388.7
OESX,OESX SI 20260717 CS EU P 6075 0,9.4
OESX,OESX SI 20260814 CS EU P 5450 0,7.6
OESX,OESX SI 20301220 CS EU C 4050 0,2487
OESX,OESX SI 20290615 CS EU C 7400 0,
OESX,OESX SI 20261016 CS EU P 2600 0,0.6
OESX,OESX SI 20261120 CS EU P 7125 0,743.9
OESX,OESX SI 20260807 CS EU P 6550 0,219.8
OESX,OESX SI 20260717 CS EU P 5550 0,1.3
OESX,OESX SI 20260717 CS EU P 10000 0,3635.1
OESX,OESX SI 20260703 CS EU P 6705 0,345.6
OESX,OESX SI 20260821 CS EU C 2700 0,3660.1
OESX,OESX SI 20260724 CS EU C 5800 0,566.7
OESX,OESX SI 20270416 CS EU P 8000 0,1550
OESX,OESX SI 20260918 CS EU P 6225 0,115.5
OESX,OESX SI 20260831 CS EU C 5350 0,1032.8
OESX,OESX SI 20261016 CS EU P 7200 0,814
OESX,OESX SI 20271217 CS EU P 3075 0,30.5
OESX,OESX SI 20270115 CS EU P 7000 0,649.4
OESX,OESX SI 20270319 CS EU C 5800 0,789.9
OESX,OESX SI 20260703 CS EU P 6275 0,0.4
OESX,OESX SI 20260703 CS EU P 6560 0,200.6
OESX,OESX SI 20270115 CS EU C 5750 0,774.5
OESX,OESX SI 20260717 CS EU C 6675 0,1
OESX,OESX SI 20260807 CS EU P 6850 0,486.6
OESX,OESX SI 20260703 CS EU C 6575 0,0.1
OESX,OESX SI 20261016 CS EU C 5850 0,604.1
OESX,OESX SI 20260904 CS EU C 6775 0,21.9
OESX,OESX SI 20260814 CS EU C 5450 0,923.2
OESX,OESX SI 20261016 CS EU C 1600 0,4755.7
OESX,OESX SI 20260918 CS EU P 7050 0,668.7
OESX,OESX SI 20281215 CS EU C 4100 0,2344.8
OESX,OESX SI 20260904 CS EU C 7275 0,0.7
OESX,OESX SI 20260717 CS EU C 3400 0,2959
OESX,OESX SI 20291221 CS EU P 2000 0,40.6
OESX,OESX SI 20260821 CS EU P 1400 0,0.1
OESX,OESX SI 20261016 CS EU P 6700 0,385.5
OESX,OESX SI 20260724 CS EU P 6275 0,50.5
OESX,OESX SI 20261016 CS EU P 1900 0,0.2
OESX,OESX SI 20261218 CS EU P 1300 0,0.1
OESX,OESX SI 20331216 CS EU C 5100 0,1992.2
