symbol,correlation,common_days,nse_last_close,bse_last_close,price_gap_pct
RPOWER,0.9994,246,24.98,24.94,0.16
HAL,0.9994,246,4511.3,4512.05,-0.017
NATIONALUM,0.9994,246,355.2,355.15,0.014
ADANIENT,0.9994,246,3177.5,3177.5,0.0
SHRIRAMFIN,0.9994,246,1048.1,1048.1,0.0
LTF,0.9994,246,324.7,324.45,0.077
ADANIGREEN,0.9994,246,1546.5,1544.5,0.129
MCX,0.9995,246,2782.1,2782.15,-0.002
WAAREEENER,0.9995,246,2880.2,2881.45,-0.043
PGEL,0.9995,246,595.85,595.8,0.008
MAZDOCK,0.9995,246,2402.6,2402.0,0.025
NETWEB,0.9995,246,4400.0,4395.35,0.106
WIPRO,0.9995,246,178.43,178.4,0.017
KAYNES,0.9996,246,3319.5,3318.7,0.024
DIXON,0.9996,246,13490.0,13492.9,-0.021
TMPV,0.9996,246,342.25,342.3,-0.015
GRSE,0.9997,246,2640.6,2639.45,0.044
GOLDBEES,0.9998,245,116.95,116.94,0.009
VEDL,0.9999,246,269.65,269.65,0.0
