symbol,correlation,common_days,nse_last_close,bse_last_close,price_gap_pct
FDC,0.977,246,428.0,428.5,-0.117
LAOPALA,0.9771,246,182.21,182.45,-0.132
ACMESOLAR,0.9773,246,378.8,378.7,0.026
PSPPROJECT,0.9775,246,1066.0,1066.4,-0.038
ALPHA,0.9775,101,51.88,51.82,0.116
TRACXN,0.9776,246,30.45,30.58,-0.425
GODAVARIB,0.9777,246,266.2,267.05,-0.318
SBFC,0.9778,246,92.9,92.9,0.0
TASTYBITE,0.9778,246,8962.5,8981.05,-0.207
GPTHEALTH,0.9778,246,156.8,156.8,0.0
BLACKBUCK,0.9779,246,583.35,583.0,0.06
MARKOLINES,0.9779,183,169.02,168.9,0.071
ATLANTAA,0.9779,246,39.48,39.51,-0.076
HESTERBIO,0.978,246,2545.0,2531.25,0.543
HARSHA,0.978,246,422.45,422.9,-0.106
RUSTOMJEE,0.978,246,419.3,419.7,-0.095
GOACARBON,0.9781,246,412.05,410.2,0.451
ESSARSHPNG,0.9783,246,22.24,22.11,0.588
CANTABIL,0.9784,246,255.96,256.75,-0.308
BRIGHOTEL,0.9785,233,64.01,63.95,0.094
ZEEMEDIA,0.9786,246,8.31,8.32,-0.12
GUFICBIO,0.9786,246,400.25,400.1,0.037
SIGMAADV,0.9786,246,582.95,583.15,-0.034
KAMATHOTEL,0.9787,246,186.65,186.5,0.08
OMINFRAL,0.9788,246,91.15,91.16,-0.011
URJA,0.9788,246,9.62,9.61,0.104
NILASPACES,0.9789,246,12.44,12.33,0.892
SAURASHCEM,0.9789,246,54.43,54.63,-0.366
SKFINDUS,0.9789,146,2751.3,2750.7,0.022
GANDHITUBE,0.9789,246,860.8,859.4,0.163
GANESHBE,0.9789,246,98.17,98.5,-0.335
AUTOAXLES,0.979,246,1797.1,1789.65,0.416
BOSCH-HCIL,0.9791,246,1337.1,1340.2,-0.231
DPABHUSHAN,0.9791,246,1161.45,1160.15,0.112
GHCLTEXTIL,0.9792,246,109.77,109.72,0.046
AMBIKCO,0.9792,246,1735.2,1731.75,0.199
IGCL,0.9792,246,75.42,75.19,0.306
NIITMTS,0.9792,246,255.11,255.0,0.043
SHREERAMA,0.9793,246,43.01,43.07,-0.139
ESAFSFB,0.9795,246,35.43,35.42,0.028
PAKKA,0.9796,246,73.72,73.5,0.299
PUNJABCHEM,0.9796,246,1158.9,1159.45,-0.047
GAEL,0.9796,246,149.09,149.25,-0.107
SUYOG,0.9796,246,873.75,877.55,-0.433
ACCELYA,0.9796,246,1130.9,1130.5,0.035
OMPOWER,0.9798,60,175.58,175.75,-0.097
AURUM,0.9798,246,231.83,232.0,-0.073
JAGSNPHARM,0.9799,246,230.06,230.0,0.026
GRINFRA,0.9799,246,905.1,906.05,-0.105
ASKAUTOLTD,0.9799,246,470.35,470.1,0.053
ADVANCE,0.9801,187,113.67,113.4,0.238
ANURAS,0.9801,246,1269.7,1271.35,-0.13
RBZJEWEL,0.9801,246,155.5,156.1,-0.384
UTTAMSUGAR,0.9805,246,237.25,236.9,0.148
KOLTEPATIL,0.9805,246,387.5,388.5,-0.257
DEN,0.9805,246,30.1,30.11,-0.033
TVSSRICHAK,0.9805,246,4159.7,4151.85,0.189
GICHSGFIN,0.9806,246,151.76,152.25,-0.322
HGS,0.9807,246,417.4,416.9,0.12
DMCC,0.9808,246,263.15,262.65,0.19
GKSL,0.9809,131,133.9,134.1,-0.149
VISHNU,0.9809,246,601.8,600.5,0.216
JAGRAN,0.981,246,63.9,63.94,-0.063
KABRAEXTRU,0.9813,246,315.65,315.7,-0.016
ATL,0.9813,246,23.59,23.57,0.085
FAZE3Q,0.9814,246,593.9,593.7,0.034
PANAMAPET,0.9814,246,419.2,419.9,-0.167
RSL,0.9815,77,128.82,129.0,-0.14
NPST,0.9816,246,1594.6,1600.85,-0.39
GEMAROMA,0.9817,216,197.28,197.95,-0.338
GPTINFRA,0.9818,246,122.48,122.55,-0.057
INNOVISION,0.9819,75,290.45,290.75,-0.103
MEDPLUS,0.982,246,821.75,820.7,0.128
PIXTRANS,0.982,246,1853.4,1851.2,0.119
OMAXE,0.9821,246,90.77,90.78,-0.011
SOTL,0.9822,246,597.45,597.7,-0.042
KAVDEFENCE,0.9823,246,61.67,61.37,0.489
SHREEJISPG,0.9824,216,570.7,572.1,-0.245
LANDMARK,0.9825,246,422.9,423.0,-0.024
BOROSCI,0.9825,246,162.75,163.2,-0.276
FLAIR,0.9826,246,264.15,265.55,-0.527
SPLPETRO,0.9826,246,734.75,734.05,0.095
MARATHON,0.9827,246,412.15,411.1,0.255
GALAXYSURF,0.9827,246,1981.3,1978.1,0.162
3IINFOLTD,0.9827,246,18.68,18.7,-0.107
STYLAMIND,0.9827,246,3245.5,3248.35,-0.088
MAHLIFE,0.9828,246,378.6,378.85,-0.066
LMW,0.9828,246,16326.0,16329.15,-0.019
RPPINFRA,0.9829,246,66.37,65.86,0.774
GODIGIT,0.9829,246,303.3,303.35,-0.016
RHETAN,0.9829,194,26.58,26.6,-0.075
AGARWALEYE,0.9829,246,497.85,497.2,0.131
XCHANGING,0.983,246,66.04,65.94,0.152
SANOFICONR,0.983,246,4588.0,4569.25,0.41
TRUALT,0.9831,189,435.45,435.35,0.023
WCIL,0.9833,246,96.47,96.85,-0.392
VESUVIUS,0.9834,246,472.65,472.7,-0.011
TEAMLEASE,0.9834,246,1394.0,1396.4,-0.172
RISHABH,0.9834,246,659.9,660.2,-0.045
LIKHITHA,0.9835,246,245.55,245.8,-0.102
GTLINFRA,0.9835,246,1.31,1.31,0.0
GULPOLY,0.9835,246,192.17,192.65,-0.249
VENTIVE,0.9835,246,621.8,623.7,-0.305
DIFFNKG,0.9835,246,396.05,395.4,0.164
5PAISA,0.9836,246,370.7,370.8,-0.027
ATHERENERG,0.9836,246,1184.6,1182.6,0.169
ONEPOINT,0.9836,62,55.46,55.54,-0.144
GSPCROP,0.9837,74,431.95,430.9,0.244
WESTLIFE,0.9837,246,499.25,498.25,0.201
MAYURUNIQ,0.9838,246,855.15,855.75,-0.07
SPORTKING,0.9838,246,192.53,192.15,0.198
CONTROLPR,0.9839,246,652.1,652.2,-0.015
SAIPARENT,0.9839,69,586.15,584.3,0.317
MADRASFERT,0.984,246,68.47,68.36,0.161
INDOSTAR,0.984,246,269.35,269.3,0.019
MUKKA,0.9841,246,24.0,23.97,0.125
NACLIND,0.9841,246,243.02,243.65,-0.259
BAJEL,0.9842,246,191.2,190.65,0.288
PGHL,0.9842,246,6867.0,6864.3,0.039
VERANDA,0.9843,246,231.86,231.75,0.047
TIPSMUSIC,0.9843,246,713.75,713.1,0.091
SUBROS,0.9843,246,821.75,817.25,0.551
MASFIN,0.9844,246,330.55,329.65,0.273
RESPONIND,0.9844,246,188.1,188.45,-0.186
ZYDUSWELL,0.9844,246,592.65,593.05,-0.067
VSTIND,0.9845,246,241.05,241.15,-0.041
SMCGLOBAL,0.9845,246,76.54,76.76,-0.287
MAXESTATES,0.9845,246,445.05,445.3,-0.056
BLSE,0.9846,246,265.57,265.25,0.121
PRSMJOHNSN,0.9846,246,112.57,112.45,0.107
SHALPAINTS,0.9846,246,52.95,53.27,-0.601
RAINBOW,0.9846,246,1483.4,1481.6,0.121
PROZONER,0.9846,246,43.98,43.96,0.045
KALPATARU,0.9848,246,284.9,285.45,-0.193
NDTV,0.9849,246,82.29,82.34,-0.061
ANDHRSUGAR,0.985,246,85.95,85.56,0.456
SCODATUBES,0.985,246,154.51,154.4,0.071
SETL,0.9851,246,277.55,275.9,0.598
MANAKCOAT,0.9851,246,126.26,126.2,0.048
IFGLEXPOR,0.9851,246,223.52,224.35,-0.37
SGFIN,0.9852,230,617.05,617.3,-0.04
MUFIN,0.9852,246,129.74,129.6,0.108
AEROENTER,0.9852,246,120.97,120.95,0.017
BIRLANU,0.9853,246,1301.0,1302.45,-0.111
NESCO,0.9853,246,1085.6,1086.5,-0.083
PNGSREVA,0.9855,87,406.85,407.5,-0.16
NIVABUPA,0.9855,246,88.09,88.11,-0.023
UNICHEMLAB,0.9855,246,596.95,597.1,-0.025
SAFARI,0.9855,246,1683.5,1688.6,-0.302
RAMCOCEM,0.9856,246,938.2,938.9,-0.075
ARVSMART,0.9856,247,615.1,616.75,-0.268
KRSNAA,0.9856,246,563.15,564.0,-0.151
INDIASHLTR,0.9856,246,823.15,822.05,0.134
SWELECTES,0.9856,246,640.85,641.95,-0.171
TVSELECT,0.9858,246,513.8,514.15,-0.068
PFS,0.9858,246,31.03,31.04,-0.032
VIYASH,0.9858,246,284.35,284.25,0.035
WENDT,0.9859,246,7819.5,7815.75,0.048
SHOPERSTOP,0.9859,246,372.45,372.45,0.0
INDIANHUME,0.9859,246,411.55,413.8,-0.544
BIGBLOC,0.986,246,47.05,47.0,0.106
OSWALGREEN,0.986,246,22.47,22.48,-0.044
JSWHL,0.986,246,11420.0,11362.05,0.51
SENORES,0.9861,246,1435.5,1433.85,0.115
CENTURYPLY,0.9861,246,789.45,789.3,0.019
HCG,0.9862,246,678.85,679.1,-0.037
HATSUN,0.9862,246,901.9,902.7,-0.089
ENERGY,0.9862,157,39.38,39.39,-0.025
TALBROAUTO,0.9862,246,403.95,403.4,0.136
AXITA,0.9862,247,7.42,7.44,-0.269
MASTERTR,0.9863,246,91.82,91.7,0.131
INSECTICID,0.9864,246,665.75,664.95,0.12
SANOFI,0.9864,246,3343.7,3342.8,0.027
FMGOETZE,0.9864,246,471.25,470.65,0.127
ELECTHERM,0.9864,246,1099.6,1092.5,0.65
ACI,0.9865,246,529.25,530.35,-0.207
IMAGICAA,0.9865,246,47.15,47.19,-0.085
PARKHOTELS,0.9865,246,131.26,131.2,0.046
PAISALO,0.9866,246,72.3,72.36,-0.083
CLSEL,0.9867,246,287.0,287.25,-0.087
NELCAST,0.9868,246,135.08,135.0,0.059
REPCOHOME,0.9868,246,419.7,419.15,0.131
EUREKAFORB,0.9869,246,459.8,459.75,0.011
ASALCBR,0.9869,246,829.25,829.45,-0.024
SIRCA,0.987,246,402.6,402.8,-0.05
SHALBY,0.987,246,170.77,170.2,0.335
WEWORK,0.987,185,741.05,741.6,-0.074
ASIANENE,0.987,246,339.8,338.65,0.34
BANSALWIRE,0.987,246,329.4,330.1,-0.212
CANHLIFE,0.9871,180,147.3,147.15,0.102
RMDRIP,0.9871,235,18.87,18.92,-0.264
SIS,0.9871,246,434.55,434.45,0.023
RAMCOSYS,0.9871,246,886.15,886.15,0.0
GARFIBRES,0.9871,246,739.4,740.0,-0.081
LINCOLN,0.9872,246,610.45,607.85,0.428
ROSSARI,0.9872,246,528.5,528.0,0.095
ENTERO,0.9872,246,1241.8,1242.7,-0.072
GANESHHOU,0.9872,246,872.9,872.05,0.097
BUILDPRO,0.9872,123,1298.4,1298.3,0.008
ZFCVINDIA,0.9873,248,2321.3,2321.95,-0.028
GANESHCP,0.9873,189,189.23,189.0,0.122
ADVENTHTL,0.9874,163,151.47,151.35,0.079
SSWL,0.9874,246,253.26,253.05,0.083
VINATIORGA,0.9874,246,1334.6,1333.9,0.052
SHANKARA,0.9874,246,136.79,136.85,-0.044
HATHWAY,0.9874,246,11.24,11.42,-1.576
HERANBA,0.9874,246,183.25,183.4,-0.082
WHEELS,0.9875,246,1489.6,1489.7,-0.007
INDIAMART,0.9875,246,1952.6,1954.15,-0.079
DOLLAR,0.9875,246,268.9,268.9,0.0
TIIL,0.9875,246,2465.4,2463.75,0.067
MUFTI,0.9876,246,87.16,87.32,-0.183
RAMRAT,0.9876,246,423.95,424.2,-0.059
BESTAGRO,0.9876,246,15.61,15.59,0.128
SNOWMAN,0.9876,246,36.55,36.41,0.385
SPAL,0.9876,246,1124.8,1122.4,0.214
KDDL,0.9877,246,3363.2,3353.15,0.3
RAMKY,0.9877,246,403.8,405.0,-0.296
JKIL,0.9877,246,506.25,507.55,-0.256
INDOFARM,0.9878,246,158.9,158.75,0.094
UGROCAP,0.9878,246,97.83,97.77,0.061
ASTRAZEN,0.988,246,8291.0,8271.35,0.238
NAVNETEDUL,0.9881,246,150.53,150.7,-0.113
NUCLEUS,0.9881,246,773.4,774.95,-0.2
SHILPAMED,0.9881,246,630.2,630.3,-0.016
TINNARUBR,0.9882,246,996.2,995.65,0.055
RAMCOIND,0.9882,246,372.0,372.3,-0.081
FEDFINA,0.9882,246,157.25,157.2,0.032
INTERARCH,0.9883,246,1834.5,1835.1,-0.033
KSOLVES,0.9883,246,301.15,300.65,0.166
AMAGI,0.9883,116,583.2,582.7,0.086
GOPAL,0.9883,246,267.2,266.95,0.094
SEAMECLTD,0.9883,246,1441.2,1441.75,-0.038
SHARDAMOTR,0.9884,246,871.9,871.2,0.08
ETHOSLTD,0.9884,246,2649.0,2655.75,-0.254
KCP,0.9884,246,174.04,174.25,-0.121
ALLTIME,0.9885,223,235.25,235.4,-0.064
MMFL,0.9885,246,516.4,516.0,0.078
UNIECOM,0.9885,246,88.16,88.03,0.148
NUVAMA,0.9886,246,1919.7,1917.0,0.141
VRLLOG,0.9887,246,230.97,231.1,-0.056
ARMANFIN,0.9888,246,1965.8,1954.25,0.591
EUROPRATIK,0.9888,197,312.4,312.35,0.016
FISCHER,0.9889,246,38.27,38.22,0.131
RATNAMANI,0.9889,246,2656.8,2656.6,0.008
YASHO,0.9889,246,2972.5,2977.35,-0.163
CEIGALL,0.9889,246,364.1,364.65,-0.151
MHRIL,0.9889,246,231.68,232.05,-0.159
PITTIENG,0.9889,246,973.55,974.6,-0.108
PLATIND,0.9889,246,231.08,230.95,0.056
DREAMFOLKS,0.989,246,69.95,69.83,0.172
STYL,0.9891,189,367.8,368.1,-0.082
ABDL,0.9891,246,626.25,625.65,0.096
IKIO,0.9891,246,204.81,204.75,0.029
TRAVELFOOD,0.9891,246,1337.8,1338.85,-0.078
THEMISMED,0.9891,246,116.17,116.45,-0.24
IVALUE,0.9892,195,309.1,308.65,0.146
PATANJALI,0.9893,246,408.85,409.5,-0.159
BLUSPRING,0.9893,246,116.8,116.05,0.646
RACLGEAR,0.9893,246,1300.4,1299.0,0.108
BAYERCROP,0.9893,246,4099.8,4101.9,-0.051
LOTUSDEV,0.9893,229,144.46,144.65,-0.131
MAITHANALL,0.9894,246,1034.8,1034.25,0.053
ELLEN,0.9894,246,296.05,296.15,-0.034
JPOLYINVST,0.9894,246,1117.5,1107.4,0.912
BSOFT,0.9894,246,299.3,299.3,0.0
HINDWAREAP,0.9895,246,247.85,248.2,-0.141
ALIVUS,0.9895,246,1160.0,1157.05,0.255
SARDAEN,0.9896,246,500.05,499.9,0.03
IMFA,0.9896,246,1399.9,1396.75,0.226
MIRZAINT,0.9896,246,37.9,37.68,0.584
CHALET,0.9896,246,847.75,848.05,-0.035
METROBRAND,0.9896,246,1072.6,1071.55,0.098
DDEVPLSTIK,0.9896,246,294.15,295.05,-0.305
VSTTILLERS,0.9896,246,4673.0,4671.2,0.039
EMUDHRA,0.9898,246,456.15,456.7,-0.12
CARERATING,0.9899,246,1676.8,1675.0,0.107
PRUDENT,0.9899,246,3069.7,3071.25,-0.05
SHREEPUSHK,0.9899,246,417.6,417.55,0.012
MEDIASSIST,0.9899,246,365.55,364.85,0.192
EIMCOELECO,0.9899,246,1792.0,1789.65,0.131
HSCL,0.9899,246,663.1,663.0,0.015
AGARIND,0.9899,246,527.5,529.95,-0.462
BOROLTD,0.9899,246,256.97,257.85,-0.341
BECTORFOOD,0.99,246,170.35,170.25,0.059
DOLATALGO,0.99,246,73.27,73.32,-0.068
DHANUKA,0.9901,246,1043.6,1044.05,-0.043
GOODLUCK,0.9901,246,1629.4,1631.25,-0.113
GILLETTE,0.9901,246,7880.5,7881.45,-0.012
NDRAUTO,0.9901,246,846.8,845.3,0.177
GOCLCORP,0.9901,246,402.95,403.6,-0.161
HUHTAMAKI,0.9901,246,221.53,221.2,0.149
SHRINGARMS,0.9902,201,231.09,231.15,-0.026
TIMKEN,0.9902,246,3175.4,3173.6,0.057
RGL,0.9902,246,119.43,119.15,0.235
V2RETAIL,0.9903,247,223.1,222.95,0.067
HUBTOWN,0.9903,246,210.17,210.15,0.01
XPROINDIA,0.9903,246,1426.4,1422.85,0.25
JTEKTINDIA,0.9904,246,144.09,144.05,0.028
ORKLAINDIA,0.9904,168,590.95,590.95,0.0
GATEWAY,0.9904,246,59.95,59.91,0.067
RPEL,0.9904,246,1316.4,1317.8,-0.106
MOTISONS,0.9905,246,14.25,14.3,-0.35
STARHEALTH,0.9905,246,599.75,600.05,-0.05
SRM,0.9905,246,498.55,498.5,0.01
JGCHEM,0.9906,246,454.35,454.4,-0.011
BHARATWIRE,0.9907,246,215.07,214.8,0.126
CAMLINFINE,0.9907,246,126.15,126.65,-0.395
AHLUCONT,0.9907,246,861.6,861.9,-0.035
SAPPHIRE,0.9907,246,186.97,186.8,0.091
STEELXIND,0.9907,246,12.12,12.15,-0.247
CARRARO,0.9907,246,564.4,564.55,-0.027
ERIS,0.9907,246,1449.9,1450.55,-0.045
APOLLOPIPE,0.9907,246,511.35,509.8,0.304
GREENPANEL,0.9908,246,196.07,196.0,0.036
RPTECH,0.9908,246,778.35,778.2,0.019
THELEELA,0.9908,246,501.2,501.05,0.03
GUJTHEM,0.9908,246,381.95,381.25,0.184
SASKEN,0.9908,246,2076.0,2075.35,0.031
SURYODAY,0.9908,246,191.57,191.75,-0.094
SHK,0.9908,246,130.2,130.35,-0.115
WAAREEINDO,0.9909,246,398.9,399.0,-0.025
IRMENERGY,0.9909,246,266.0,265.5,0.188
UDS,0.9909,246,196.44,196.7,-0.132
SCHNEIDER,0.9909,246,1378.3,1378.6,-0.022
SGMART,0.9909,204,622.7,623.2,-0.08
TTKPRESTIG,0.991,246,665.65,664.2,0.218
REDTAPE,0.991,246,136.46,136.4,0.044
AGI,0.991,246,698.1,698.6,-0.072
NEOGEN,0.991,246,2150.0,2141.8,0.383
GIPCL,0.9911,246,166.81,167.0,-0.114
SANSERA,0.9911,246,3281.2,3281.65,-0.014
SANSTAR,0.9911,246,113.52,113.5,0.018
MANYAVAR,0.9911,246,398.95,399.05,-0.025
CARYSIL,0.9911,246,1183.6,1183.3,0.025
GODREJAGRO,0.9911,246,565.4,565.45,-0.009
METROPOLIS,0.9912,247,564.7,564.3,0.071
POLYPLEX,0.9912,246,1092.75,1091.4,0.124
AVANTEL,0.9912,246,183.76,183.7,0.033
RELIGARE,0.9912,246,268.15,268.5,-0.13
ZUARIIND,0.9912,246,268.95,268.4,0.205
ARSSBL,0.9912,189,580.85,580.7,0.026
IPCALAB,0.9912,246,1823.3,1824.05,-0.041
SHANTIGOLD,0.9912,232,212.82,212.65,0.08
VADILALIND,0.9912,246,6428.5,6446.35,-0.277
DLINKINDIA,0.9913,247,488.75,488.9,-0.031
AWL,0.9913,246,189.38,189.4,-0.011
MPSLTD,0.9913,246,2020.7,2022.7,-0.099
TRITURBINE,0.9914,247,616.7,617.5,-0.13
GUJALKALI,0.9914,246,610.5,610.85,-0.057
STUDDS,0.9914,167,459.65,461.25,-0.347
ONESOURCE,0.9914,246,1673.0,1671.65,0.081
ORCHPHARMA,0.9914,246,1007.4,1007.45,-0.005
CMSINFO,0.9915,246,273.6,273.45,0.055
GEOJITFSL,0.9915,246,82.03,82.06,-0.037
EMIL,0.9915,246,131.82,131.95,-0.099
TEGA,0.9915,246,1707.9,1711.3,-0.199
PREMIERENE,0.9915,246,1109.5,1109.15,0.032
STALLION,0.9915,246,209.88,209.8,0.038
SHRIRAMPPS,0.9915,246,89.36,89.51,-0.168
RPSGVENT,0.9915,246,907.0,907.0,0.0
ARIS,0.9916,246,109.17,109.15,0.018
HGINFRA,0.9916,246,568.05,569.25,-0.211
ARKADE,0.9916,246,140.85,141.05,-0.142
STANLEY,0.9917,246,159.29,159.0,0.182
ECLERX,0.9917,247,1662.9,1662.7,0.012
UFBL,0.9917,246,741.4,739.95,0.196
TATACAP,0.9917,184,360.95,360.95,0.0
3MINDIA,0.9917,246,36430.0,36476.35,-0.127
SFL,0.9917,246,806.95,807.65,-0.087
KELLTONTEC,0.9917,246,15.45,15.45,0.0
CAMPUS,0.9918,246,229.41,229.5,-0.039
ORIENTELEC,0.9918,246,175.94,176.3,-0.204
PNCINFRA,0.9918,246,247.46,247.3,0.065
PACEDIGITK,0.9918,189,212.24,212.15,0.042
MOLDTKPAC,0.9918,246,677.3,675.9,0.207
TOLINS,0.9919,246,104.04,104.6,-0.535
VGUARD,0.9919,246,304.3,304.35,-0.016
EFCIL,0.9919,221,195.34,195.55,-0.107
INDIGOPNTS,0.9919,246,1050.5,1051.35,-0.081
GREENPLY,0.9919,246,317.0,317.1,-0.032
JBCHEPHARM,0.9919,246,2460.0,2457.6,0.098
PURVA,0.992,246,248.4,248.6,-0.08
CEWATER,0.992,246,332.7,333.05,-0.105
ARVINDFASN,0.9921,246,474.85,475.7,-0.179
COROMANDEL,0.9922,246,2060.1,2059.75,0.017
COSMOFIRST,0.9922,246,828.5,829.15,-0.078
CONCORDBIO,0.9923,246,1351.7,1352.4,-0.052
DAVANGERE,0.9923,246,3.49,3.5,-0.286
VARROC,0.9923,246,659.85,659.7,0.023
KSB,0.9923,246,943.15,943.25,-0.011
GMRP&UI,0.9923,246,99.87,99.81,0.06
GNA,0.9923,247,529.25,528.5,0.142
ISGEC,0.9923,246,899.75,901.05,-0.144
DCAL,0.9923,246,196.93,197.2,-0.137
SULA,0.9924,246,150.98,150.85,0.086
BBOX,0.9924,246,898.75,899.4,-0.072
INOXGREEN,0.9924,246,190.58,191.05,-0.246
PTCIL,0.9924,246,17687.0,17690.65,-0.021
ANTHEM,0.9924,241,747.65,747.3,0.047
WELENT,0.9924,246,614.95,615.95,-0.162
SANDHAR,0.9924,246,667.1,667.6,-0.075
TVSSCS,0.9924,246,138.03,138.1,-0.051
GRAVITA,0.9924,246,1846.0,1846.65,-0.035
DWARKESH,0.9925,246,43.84,43.82,0.046
WAKEFIT,0.9925,141,133.04,133.0,0.03
KIMS,0.9925,246,800.95,800.8,0.019
DOMS,0.9926,246,2359.5,2359.65,-0.006
SMLMAH,0.9926,246,4200.7,4204.8,-0.097
VAKRANGEE,0.9926,246,6.12,6.12,0.0
AJMERA,0.9926,246,136.74,136.9,-0.117
STARCEMENT,0.9926,246,206.31,206.15,0.078
LUMAXIND,0.9927,246,5403.0,5395.5,0.139
KIRLPNU,0.9927,246,1768.8,1769.6,-0.045
MANORAMA,0.9927,246,1627.3,1628.55,-0.077
TARC,0.9928,246,123.72,123.95,-0.186
TMB,0.9928,246,801.1,800.95,0.019
CGCL,0.9928,246,256.65,256.75,-0.039
HONASA,0.9928,246,472.25,471.95,0.064
SUNDARMFIN,0.9928,246,4529.1,4532.8,-0.082
SCHAEFFLER,0.9928,246,4134.7,4141.0,-0.152
UNIPARTS,0.9928,246,694.8,694.7,0.014
PENIND,0.9928,246,172.34,172.3,0.023
CORONA,0.9928,141,2054.1,2047.9,0.303
POLYMED,0.9928,246,1651.6,1648.2,0.206
RATEGAIN,0.9928,246,946.7,942.25,0.472
DIVISLAB,0.9929,246,6938.5,6933.15,0.077
JARO,0.9929,189,524.9,524.25,0.124
JSFB,0.9929,246,486.75,485.8,0.196
ROUTE,0.9929,246,582.85,582.75,0.017
ITCHOTELS,0.9929,246,186.5,186.4,0.054
ALKEM,0.9929,246,5567.0,5574.9,-0.142
AADHARHFC,0.9929,246,535.9,535.8,0.019
CENTUM,0.9929,246,3741.1,3745.8,-0.125
IPL,0.9929,246,156.76,157.1,-0.216
PROSTARM,0.9929,246,131.23,131.75,-0.395
DATAMATICS,0.993,246,896.3,898.5,-0.245
JINDWORLD,0.993,246,29.77,29.77,0.0
NUVOCO,0.993,246,316.55,315.7,0.269
JNKINDIA,0.993,246,504.95,504.7,0.05
UBL,0.993,246,1334.4,1334.25,0.011
EPL,0.993,246,236.83,236.85,-0.008
GMMPFAUDLR,0.993,246,774.0,774.75,-0.097
GRMOVER,0.993,246,94.73,94.59,0.148
FUSION,0.9931,246,237.14,237.0,0.059
JTLIND,0.9931,246,78.24,78.37,-0.166
EPIGRAL,0.9931,246,1068.5,1069.45,-0.089
AXISCADES,0.9931,246,1601.3,1600.2,0.069
GULFOILLUB,0.9932,246,1044.6,1044.1,0.048
SAMBHV,0.9932,246,120.92,120.8,0.099
SPANDANA,0.9932,246,305.3,305.35,-0.016
ASAHIINDIA,0.9932,246,924.0,922.25,0.19
SANGHVIMOV,0.9932,246,436.7,436.35,0.08
SOLARA,0.9932,246,585.4,585.5,-0.017
HONAUT,0.9933,246,38215.0,38175.0,0.105
INDGN,0.9933,246,511.55,512.8,-0.244
PNBGILTS,0.9933,246,89.19,89.12,0.079
BHARATSE,0.9933,246,254.62,254.5,0.047
STOVEKRAFT,0.9933,246,791.15,792.9,-0.221
MAHLOG,0.9933,246,382.75,382.3,0.118
RBA,0.9933,246,72.57,72.6,-0.041
SMSPHARMA,0.9934,246,399.8,399.65,0.038
SBCL,0.9934,246,732.75,733.9,-0.157
DBL,0.9934,246,418.15,418.15,0.0
TARSONS,0.9934,246,315.9,316.0,-0.032
ASTEC,0.9935,246,686.65,687.25,-0.087
NEPHROPLUS,0.9935,139,640.9,639.2,0.266
CERA,0.9935,246,6147.5,6160.95,-0.218
IKS,0.9935,246,1903.4,1900.35,0.16
BAJAJHCARE,0.9935,247,343.15,343.55,-0.116
DEEPINDS,0.9935,246,462.7,462.8,-0.022
PNGJL,0.9935,246,598.35,598.35,0.0
PRAKASH,0.9935,246,128.61,128.55,0.047
IVZINGOLD,0.9936,245,123.0,122.81,0.155
BHARTIHEXA,0.9936,246,1587.4,1585.1,0.145
BCLIND,0.9936,246,37.16,37.12,0.108
RUBICON,0.9936,181,1438.2,1438.4,-0.014
AVL,0.9936,246,636.0,635.65,0.055
OPTIEMUS,0.9936,246,579.9,578.75,0.199
METALIETF,0.9937,243,12.68,12.68,0.0
EBGNG,0.9937,234,608.55,606.25,0.379
SCILAL,0.9937,246,43.37,43.35,0.046
FINEORG,0.9937,247,5024.0,5015.4,0.171
SWIGGY,0.9937,246,266.77,266.8,-0.011
BCG,0.9937,246,9.8,9.81,-0.102
FILATEX,0.9937,246,64.38,64.39,-0.016
HLEGLAS,0.9937,246,409.25,408.85,0.098
SHYAMMETL,0.9938,246,1029.35,1030.85,-0.146
UNIVCABLES,0.9938,246,1164.2,1165.1,-0.077
PIRAMALFIN,0.9938,167,2172.8,2176.0,-0.147
ADVENZYMES,0.9938,246,331.45,332.1,-0.196
TATVA,0.9938,246,1391.4,1390.1,0.094
PARKHOSPS,0.9938,139,290.45,290.5,-0.017
RELAXO,0.9938,246,398.85,397.1,0.441
UCOBANK,0.9939,246,26.47,26.46,0.038
SJS,0.9939,246,2154.6,2156.2,-0.074
HOMEFIRST,0.9939,246,1261.0,1261.05,-0.004
BIKAJI,0.9939,246,643.45,643.1,0.054
BAJAJHFL,0.9939,246,88.57,88.55,0.023
ELGIEQUIP,0.9939,246,573.2,573.8,-0.105
NAZARA,0.994,246,307.3,307.6,-0.098
WELCORP,0.994,246,1619.9,1619.55,0.022
VAIBHAVGBL,0.994,246,255.88,255.35,0.208
PANACEABIO,0.994,246,542.5,541.45,0.194
CLEAN,0.994,246,772.0,772.35,-0.045
NIFTYBEES,0.994,245,275.3,275.27,0.011
IGARASHI,0.994,246,475.45,475.8,-0.074
TBOTEK,0.994,246,1504.1,1500.3,0.253
SUNTECK,0.994,246,323.95,324.25,-0.093
RUPA,0.994,246,172.02,171.7,0.186
CAPILLARY,0.994,157,504.05,504.0,0.01
GPIL,0.994,246,256.35,256.4,-0.019
BALMLAWRIE,0.9941,246,179.34,179.4,-0.033
MUTHOOTMF,0.9941,246,246.31,246.5,-0.077
ORIENTCEM,0.9941,246,136.89,136.95,-0.044
KSCL,0.9941,246,864.35,864.35,0.0
