symbol,suffix,last_price,Prev_Close,change_pct,darvas_signal,Box_Top,Box_Bottom,Upside_to_Top%,Position_in_Box%,Data_Points,Piotroski_Score,Piotroski_Strong,CoffeeCan,CC_Score,market,yf_symbol,exchange,currency,pegu_score,pegu_grade,sarvas_score,sarvas_signal,data_source,scan_date
IBE,.MC,,,,,,,,,,,,,,ES,IBE.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
SAN,.MC,,,,,,,,,,,,,,ES,SAN.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
ITX,.MC,,,,,,,,,,,,,,ES,ITX.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
TEF,.MC,,,,,,,,,,,,,,ES,TEF.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
BBVA,.MC,,,,,,,,,,,,,,ES,BBVA.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
BKT,.MC,,,,,,,,,,,,,,ES,BKT.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
REP,.MC,,,,,,,,,,,,,,ES,REP.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
AENA,.MC,,,,,,,,,,,,,,ES,AENA.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
ACS,.MC,,,,,,,,,,,,,,ES,ACS.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
GRF,.MC,,,,,,,,,,,,,,ES,GRF.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
FER,.MC,,,,,,,,,,,,,,ES,FER.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
ELE,.MC,,,,,,,,,,,,,,ES,ELE.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
MEL,.MC,,,,,,,,,,,,,,ES,MEL.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
MAP,.MC,,,,,,,,,,,,,,ES,MAP.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
IDR,.MC,,,,,,,,,,,,,,ES,IDR.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
CIE,.MC,,,,,,,,,,,,,,ES,CIE.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
VIS,.MC,,,,,,,,,,,,,,ES,VIS.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
ACX,.MC,,,,,,,,,,,,,,ES,ACX.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
NTGY,.MC,,,,,,,,,,,,,,ES,NTGY.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
MRL,.MC,,,,,,,,,,,,,,ES,MRL.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
