symbol,suffix,last_price,Prev_Close,change_pct,darvas_signal,Box_Top,Box_Bottom,Upside_to_Top%,Position_in_Box%,Data_Points,Piotroski_Score,Piotroski_Strong,CoffeeCan,CC_Score,market,yf_symbol,exchange,currency,pegu_score,pegu_grade,sarvas_score,sarvas_signal,data_source,scan_date
005930,.KS,,,,,,,,,,,,,,KR,005930.KS,KRX,KRW,70,A,5,SELL,local,2026-07-03
000660,.KS,,,,,,,,,,,,,,KR,000660.KS,KRX,KRW,70,A,5,SELL,local,2026-07-03
035420,.KS,,,,,,,,,,,,,,KR,035420.KS,KRX,KRW,70,A,5,SELL,local,2026-07-03
005380,.KS,,,,,,,,,,,,,,KR,005380.KS,KRX,KRW,70,A,5,SELL,local,2026-07-03
051910,.KS,,,,,,,,,,,,,,KR,051910.KS,KRX,KRW,70,A,5,SELL,local,2026-07-03
068270,.KS,,,,,,,,,,,,,,KR,068270.KS,KRX,KRW,70,A,5,SELL,local,2026-07-03
035720,.KS,,,,,,,,,,,,,,KR,035720.KS,KRX,KRW,70,A,5,SELL,local,2026-07-03
096770,.KS,,,,,,,,,,,,,,KR,096770.KS,KRX,KRW,70,A,5,SELL,local,2026-07-03
003550,.KS,,,,,,,,,,,,,,KR,003550.KS,KRX,KRW,70,A,5,SELL,local,2026-07-03
017670,.KS,,,,,,,,,,,,,,KR,017670.KS,KRX,KRW,70,A,5,SELL,local,2026-07-03
066570,.KS,,,,,,,,,,,,,,KR,066570.KS,KRX,KRW,70,A,5,SELL,local,2026-07-03
004020,.KS,,,,,,,,,,,,,,KR,004020.KS,KRX,KRW,70,A,5,SELL,local,2026-07-03
028260,.KS,,,,,,,,,,,,,,KR,028260.KS,KRX,KRW,70,A,5,SELL,local,2026-07-03
000270,.KS,,,,,,,,,,,,,,KR,000270.KS,KRX,KRW,70,A,5,SELL,local,2026-07-03
009150,.KS,,,,,,,,,,,,,,KR,009150.KS,KRX,KRW,70,A,5,SELL,local,2026-07-03
207940,.KS,,,,,,,,,,,,,,KR,207940.KS,KRX,KRW,70,A,5,SELL,local,2026-07-03
000100,.KS,,,,,,,,,,,,,,KR,000100.KS,KRX,KRW,70,A,5,SELL,local,2026-07-03
011070,.KS,,,,,,,,,,,,,,KR,011070.KS,KRX,KRW,70,A,5,SELL,local,2026-07-03
010950,.KS,,,,,,,,,,,,,,KR,010950.KS,KRX,KRW,70,A,5,SELL,local,2026-07-03
032830,.KS,,,,,,,,,,,,,,KR,032830.KS,KRX,KRW,70,A,5,SELL,local,2026-07-03
