yf_symbol,market_name,quality_tier,quality_score,momentum_3m,above_ma200
MGNX,United States,Strong,8.9721091223475,53.42020001843667,1
SLP,United States,Strong,8.98456385739425,53.37781268308917,1
NOX.AX,Australia,Strong,7.968050228862834,53.33333705862372,1
SXE.AX,Australia,Strong,8.988502292811871,53.31011396574681,1
FTEK,United States,Strong,7.981943631088834,53.27868532090066,1
6526.T,Japan,Strong,8.980840172195997,53.15747402078337,1
CON,United States,Strong,8.99107314787252,53.122405538609605,1
ESTA,United States,Strong,8.980735150161905,53.061220884966566,1
WATT,United States,Strong,8.919958585907638,53.04955846817363,1
6143.T,Japan,Strong,8.990051022159719,53.00796668370875,1
002156.SZ,China,Strong,8.98510168173345,52.967401162870274,1
HLIT,United States,Strong,8.985367941849603,52.93478246221921,1
1721.TW,Taiwan,Strong,8.984181024720588,52.89018456299995,1
FOCL,United States,Strong,8.98123321862252,52.802350089751585,1
FSTR,United States,Strong,8.987516481411586,52.76884126900083,1
7220.T,Japan,Strong,8.98266256254678,52.66469282013323,1
IMDX,United States,Strong,7.972484842703597,52.65956876800306,1
6254.T,Japan,Strong,8.981933796924563,52.63975155279503,1
CRS,United States,Strong,8.986031740238957,52.61906895346187,1
BHE,United States,Strong,8.989170000889086,52.52632001337027,1
2363.TW,Taiwan,Strong,8.985360948863512,52.483800512916126,1
CCCC,United States,Strong,8.964691197180793,52.482279876871175,1
4203.T,Japan,Strong,8.990144500166117,52.375152253349576,1
CTOS,United States,Strong,8.984615067582272,52.35204445193106,1
BALY,United States,Strong,7.974260776208529,52.33161026284056,1
LION,United States,Strong,8.98824733749912,52.23260304460769,1
PKOH,United States,Strong,8.984482573986927,52.22301877523349,1
5644.T,Japan,Strong,8.989532565070665,52.19123505976096,1
GCBC,United States,Strong,8.986962301478929,51.83017646796371,1
3588.TW,Taiwan,Strong,8.984555035484442,51.67207198724911,1
198440.KQ,South Korea,Strong,8.983618722770597,51.66666666666667,1
HIW,United States,Strong,8.990896079075252,51.6470600945317,1
ATEN,United States,Strong,8.987286716265116,51.63764382114368,1
MGTX,United States,Strong,8.979885625453056,51.63398271834154,1
BRCC,United States,Strong,7.976800700998573,51.62908162983304,1
MYRG,United States,Strong,8.987369223583784,51.57169590698248,1
ICLR,United States,Strong,7.986349183302685,51.554421454185686,1
JCTC,United States,Strong,7.984174187597121,51.47928142617757,1
HCH.AX,Australia,Strong,8.980270956449196,51.37254773630905,1
DDD,United States,Strong,8.976105980389596,51.35134682331412,1
OML.AX,Australia,Strong,7.98787606726423,51.33689392993311,1
CXW,United States,Strong,8.986986766303843,51.292054316750246,1
DUOT,United States,Strong,7.972078430933385,51.2573969714352,1
ASPN,United States,Strong,7.973808964536554,51.21950778258966,1
ADUR,United States,Strong,8.976055973962097,51.20540480440342,1
LTH,United States,Strong,8.985747981097488,51.20415605546448,1
010120.KS,South Korea,Strong,8.981636826844976,51.18577075098815,1
TXN,United States,Strong,8.990043805517033,51.16187557834855,1
JRSH,United States,Strong,8.989693794901886,51.11911193256813,1
2301.TW,Taiwan,Strong,8.98818753001573,51.03448275862069,1
SEG.AX,Australia,Strong,8.979028428265174,51.02040717026832,1
BNKU,United States,Strong,8.97831907657342,50.998905405001885,1
688301.SS,China,Strong,8.984287790914504,50.978455422044554,1
0981.HK,Hong Kong,Strong,8.984132971204527,50.97275519544683,1
4099.T,Japan,Strong,8.989016813381301,50.86878500962225,1
VYS.AX,Australia,Strong,8.98425186817496,50.769239233796014,1
DNA,United States,Strong,7.970547747587013,50.72463006939224,1
VBNK,United States,Strong,8.989506331401184,50.574379290386595,1
ATHE,United States,Strong,8.967884467065202,50.561803923217965,1
688150.SS,China,Strong,8.98238240138825,50.47657510586559,1
4419.T,Japan,Strong,8.982265925937803,50.39682539682539,1
URI,United States,Strong,8.988324972948153,50.37208517407083,1
600520.SS,China,Strong,8.981830732863976,50.35401137021272,1
GRATEXI.BO,India,Strong,8.98575419675476,50.34561903129546,1
MYE,United States,Strong,8.988383697922455,50.306698110763634,1
600601.SS,China,Strong,8.985347064158313,50.29820332885409,1
VAC,United States,Strong,8.987054660529472,50.26795563493627,1
3976.T,Japan,Strong,8.980472631576749,50.26595744680851,1
6768.T,Japan,Strong,8.988000694835165,50.239999999999995,1
FBIOP,United States,Strong,8.98235476636745,50.239232904677145,1
SIQ.AX,Australia,Strong,8.990543772394407,50.17625604283219,1
TRVI,United States,Strong,8.973517859576491,50.167512020969326,1
KELYA,United States,Strong,8.98830147427722,50.14798177166722,1
6821.HK,Hong Kong,Strong,8.982153762705929,50.14778581840975,1
6616.T,Japan,Strong,8.986209292968818,50.12285012285013,1
3044.TW,Taiwan,Strong,8.989154540235207,50.072150072150066,1
ETON,United States,Strong,8.981039878974403,50.060025383994166,1
002203.SZ,China,Strong,8.989437926649742,50.03445978195759,1
6063.HK,Hong Kong,Strong,8.972926537864192,50.0,1
8036.HK,Hong Kong,Strong,8.980871398405132,50.0,1
CT1.AX,Australia,Strong,8.931780203428636,49.999994179234186,1
RFT.AX,Australia,Strong,8.961690761644977,49.999994179234186,1
ASV.AX,Australia,Strong,7.968953801242626,49.999993347696105,1
MLKN,United States,Strong,8.986249785110804,49.9458477837714,1
PRTH,United States,Strong,7.97741302396404,49.89561347639378,1
SLG,United States,Strong,7.986894303314758,49.89207970463717,1
2334.T,Japan,Strong,8.975487158842263,49.87714987714987,1
CROX,United States,Strong,8.983403837290135,49.74897596859382,1
RELL,United States,Strong,8.983984075786728,49.706806927161246,1
JILL,United States,Strong,8.985596304671486,49.664875150575725,1
6863.T,Japan,Strong,8.990077330471529,49.48199309324124,1
TSHA,United States,Strong,8.958997595335601,49.42792633444028,1
VMT.AX,Australia,Strong,8.97724880095926,49.350652869223445,1
AMKR,United States,Strong,8.984001771631373,49.31128165447452,1
688700.SS,China,Strong,8.979246765623634,49.28818614372485,1
603156.SS,China,Strong,8.989913624376651,49.24711293976533,1
688046.SS,China,Strong,8.984498369086438,49.24476354681253,1
7318.T,Japan,Strong,8.981078626462352,49.20936116382036,1
3209.TW,Taiwan,Strong,8.990635789790455,49.19455524031648,1
3131.T,Japan,Strong,8.988171733833823,49.18458117123796,1
NTAP,United States,Strong,8.989815459210213,49.17271450908592,1
0182.HK,Hong Kong,Strong,7.988069536463839,49.10448245174726,1
RARE,United States,Strong,7.983648920610157,49.08686005906748,1
PENN,United States,Strong,8.983713120089618,49.08598358363033,1
ETSY,United States,Strong,8.983367215445083,49.05112728590048,1
605288.SS,China,Strong,8.985006260693691,49.044713295712846,1
3004.TW,Taiwan,Strong,8.988198424998306,49.02069870885565,1
2458.TW,Taiwan,Strong,8.989637290513286,48.987854251012145,1
GW1.AX,Australia,Strong,8.969127944658373,48.97959354344833,1
688182.SS,China,Strong,8.980825166098398,48.93092734959688,1
ODC,United States,Strong,8.989215201701525,48.90119992609151,1
BLRX,United States,Strong,7.974684294350652,48.86877398480076,1
6058.T,Japan,Strong,8.987593546844153,48.82075471698113,1
2360.TW,Taiwan,Strong,8.985756948167957,48.80504087854487,1
GDRX,United States,Strong,7.978065459124956,48.780488939529256,1
RLAY,United States,Strong,8.976414697093107,48.72408034500803,1
ZVRA,United States,Strong,8.981912797187514,48.72340542096911,1
WRLD,United States,Strong,8.983416820398963,48.70584500208109,1
DEV.AX,Australia,Strong,8.972110812701715,48.64864995481323,1
TLPH,United States,Strong,7.970633561728402,48.6111124908482,1
4420.T,Japan,Strong,8.983940314743958,48.609897411304296,1
603285.SS,China,Strong,8.984467739083133,48.57873283698407,1
000783.SZ,China,Strong,8.990606025202291,48.56358884658798,1
4680.T,Japan,Strong,7.986462110200979,48.51521548110816,1
TWIN,United States,Strong,8.983718405566067,48.49295170346171,1
2376.TW,Taiwan,Strong,8.986772722924222,48.46491228070175,1
7715.T,Japan,Strong,8.987363584590087,48.40425531914894,1
6890.T,Japan,Strong,8.984690483736113,48.40419791828205,1
SANCF.BO,India,Strong,8.987355923400054,48.39473523591694,1
RKLB,United States,Strong,8.975666225925794,48.32421985136142,1
160980.KQ,South Korea,Strong,8.98441301597289,48.26923076923077,1
RELY,United States,Strong,8.98233612481178,48.252180532805085,1
2340.TW,Taiwan,Strong,8.985897768991718,48.24901689910838,1
MNTK,United States,Strong,7.9782368511369315,48.24562091466361,1
688486.SS,China,Strong,8.981481804379243,48.14877165265289,1
603991.SS,China,Strong,8.984966486599168,48.144170968789304,1
ILMN,United States,Strong,8.98622257059193,48.12372173349095,1
9147.T,Japan,Strong,8.992627794342408,48.11660113295568,1
AOUT,United States,Strong,8.984727161473769,48.06201861492056,1
AAP.AX,Australia,Strong,8.97878603996601,47.99999970197678,1
2883.TW,Taiwan,Strong,8.992264699985602,47.95487711685861,1
2399.TW,Taiwan,Strong,8.984438454901115,47.928997421919185,1
BRISK.BO,India,Strong,7.985025252097681,47.86765154670267,1
3156.T,Japan,Strong,8.991768647079109,47.794117647058826,1
2645.TW,Taiwan,Strong,8.989034398848167,47.781569965870304,1
688041.SS,China,Strong,8.981121455861029,47.76868762957226,1
CRNC,United States,Strong,8.965834799391047,47.72413845719962,1
EQ,United States,Strong,8.965493372084202,47.71573825222725,1
TWN,United States,Strong,8.99267622788227,47.67221875698231,1
RCMT,United States,Strong,8.980877846923784,47.66839961979524,1
7726.T,Japan,Strong,8.988154103632759,47.63819095477387,1
7537.T,Japan,Strong,8.98854774377741,47.63157894736842,1
688168.SS,China,Strong,8.983074889450695,47.62108968199804,1
2589.HK,Hong Kong,Strong,7.980381272461198,47.61209949063023,1
5074.T,Japan,Strong,8.982715852378439,47.59121638782993,1
SRG.AX,Australia,Strong,8.989089605577089,47.47081946694243,1
5334.T,Japan,Strong,8.990909231025558,47.417840375586856,1
TACT,United States,Strong,8.98343895601823,47.38372346882947,1
688508.SS,China,Strong,8.983829659143712,47.35344157630986,1
3237.T,Japan,Strong,8.981921264552117,47.2972972972973,1
048550.KQ,South Korea,Strong,8.981836605008004,47.2910927456382,1
MANGLAM.BO,India,Strong,8.997192378949071,47.238095601399735,1
BEN,United States,Strong,8.990368417999168,47.23224071068772,1
000988.SZ,China,Strong,8.98488904881494,47.22757199280065,1
ZMULTIPU.BO,India,Strong,8.982151661920945,47.20497019501277,1
603011.SS,China,Strong,8.982339950520647,47.16892619489318,1
HARCR.BO,India,Strong,7.985838968007725,47.13287157268296,1
7878.T,Japan,Strong,8.979181586879857,47.12543554006969,1
688733.SS,China,Strong,8.98158502823771,47.12199965009992,1
GP,United States,Strong,7.972173449948329,47.115387260561256,1
6125.T,Japan,Strong,8.987623034504047,47.081712062256805,1
688179.SS,China,Strong,8.98333680561441,47.02639783783311,1
HURC,United States,Strong,8.988933936551497,47.00461185360075,1
3406.TW,Taiwan,Strong,8.98777163757336,46.90509894945375,1
DCO,United States,Strong,8.989893103990239,46.8828752824014,1
MMA.AX,Australia,Strong,8.977216892105343,46.87500291038311,1
CNTA,United States,Strong,8.978496584589406,46.84554065277105,1
PEB,United States,Strong,8.988281826149457,46.79465633303076,1
6965.T,Japan,Strong,8.98866794266621,46.769315369810286,1
3605.TW,Taiwan,Strong,8.986534705262464,46.75540630208315,1
PRSU,United States,Strong,8.987222192595762,46.75497092948054,1
ON,United States,Strong,8.983452317511517,46.67953567300211,1
APLE,United States,Strong,8.991831807494961,46.65489279031624,1
TORO,United States,Strong,8.969686511773297,46.64197774507819,1
2885.TW,Taiwan,Strong,8.993325624102157,46.56488371787314,1
3915.T,Japan,Strong,7.983295269156635,46.559485530546624,1
GLAS,United States,Strong,8.975679677262747,46.5416224068974,1
HMR,United States,Strong,7.961197066925249,46.52015131865269,1
PDM,United States,Strong,8.989144149039795,46.49389848325803,1
3374.T,Japan,Strong,8.98846589507172,46.481876332622605,1
688663.SS,China,Strong,8.981024784085037,46.47130900411461,1
2693.T,Japan,Strong,8.988307544310974,46.42857142857143,1
NNL.AX,Australia,Strong,7.969187891075744,46.42856952791312,1
7995.T,Japan,Strong,8.990788061517812,46.33642930856553,1
BSET,United States,Strong,8.988012505461555,46.32330877998127,1
688127.SS,China,Strong,8.983233431432414,46.31372988336343,1
688002.SS,China,Strong,8.985936742239149,46.29611664470671,1
2180.T,Japan,Strong,8.987739966138614,46.24860022396417,1
CML.AX,Australia,Strong,8.980420999364249,46.153849680748344,1
688019.SS,China,Strong,8.9837248268354,46.14014757123165,1
COYA,United States,Strong,8.978914225562793,46.13465833014253,1
603730.SS,China,Strong,8.986331334462362,46.09846604781839,1
688183.SS,China,Strong,8.980748707885304,46.096375090769214,1
ELA,United States,Strong,8.983706863728715,46.05713980538504,1
688290.SS,China,Strong,8.981191684686106,46.04180254395297,1
IBR.AX,Australia,Strong,8.92590083620832,45.99999567866332,1
3063.T,Japan,Strong,8.99427567677887,45.962732919254655,1
BDSX,United States,Strong,8.968963725863993,45.91904589534009,1
LXRX,United States,Strong,8.970637157354547,45.911942423863685,1
SHLS,United States,Strong,8.976264236952135,45.89442168358891,1
2308.TW,Taiwan,Strong,8.988593675136492,45.863651158099074,1
ROKU,United States,Strong,8.979911035540557,45.842706670962336,1
2576.HK,Hong Kong,Strong,8.980308747259691,45.833327538437544,1
4186.T,Japan,Strong,8.987565493010536,45.81568251370016,1
8508.T,Japan,Strong,8.987309040151164,45.81105169340464,1
688611.SS,China,Strong,8.983353721662084,45.68764698311018,1
SI,United States,Strong,7.97687670085693,45.684930835751814,1
6994.T,Japan,Strong,8.98765351971303,45.68181818181819,1
688981.SS,China,Strong,8.98667019440241,45.65555371282146,1
6516.T,Japan,Strong,8.989470495550927,45.59643255295429,1
LTP.AX,Australia,Strong,7.9681392366222035,45.56961328130276,1
3696.T,Japan,Strong,7.98066211524146,45.55555555555556,1
5337.T,Japan,Strong,8.982226664707188,45.51495016611295,1
CMMB,United States,Strong,7.97438124448389,45.512824627539736,1
CLX.AX,Australia,Strong,8.987968091993832,45.505615494314725,1
031980.KQ,South Korea,Strong,8.977979046550924,45.35353535353535,1
2368.TW,Taiwan,Strong,8.984085493145583,45.219391030136336,1
011560.KQ,South Korea,Strong,8.987804481148949,45.13422818791946,1
SN,United States,Strong,8.98535000733434,45.11401150256609,1
688135.SS,China,Strong,8.982405784088913,45.09506066311624,1
4120.T,Japan,Strong,8.992294351164794,44.993203443588584,1
AXSM,United States,Strong,8.978934283196843,44.986789993864065,1
601636.SS,China,Strong,8.986614562668336,44.92913967852163,1
3704.TW,Taiwan,Strong,8.986743905017716,44.907402937740606,1
000990.KS,South Korea,Strong,8.983172868471286,44.89795918367347,1
8558.T,Japan,Strong,8.99079326485489,44.76908576814326,1
6490.T,Japan,Strong,8.987975417084604,44.729729729729726,1
SLDB,United States,Strong,8.972210804429485,44.726308195462245,1
3031.TW,Taiwan,Strong,8.98771871707834,44.680851063829785,1
3723.T,Japan,Strong,8.99077450583019,44.6611909650924,1
6235.T,Japan,Strong,8.985861589476468,44.653731053205966,1
AXON,United States,Strong,7.9854232012714,44.62827488634178,1
603010.SS,China,Strong,8.988691836824678,44.62034055957243,1
UAL,United States,Strong,8.98528965047366,44.58302640485402,1
DOCN,United States,Strong,8.978542462439247,44.57282723520022,1
ALOY,United States,Strong,8.949256964350418,44.504900319237045,1
NEXN,United States,Strong,7.983038081300828,44.47806350735003,1
DGII,United States,Strong,8.987602282002523,44.41553812658656,1
LNTH,United States,Strong,8.982916675187765,44.40210459007844,1
6838.T,Japan,Strong,8.983112386282563,44.3801652892562,1
6315.T,Japan,Strong,8.9809585508786,44.37229437229438,1
0133.HK,Hong Kong,Strong,8.99200951155565,44.3557523439977,1
6532.T,Japan,Strong,7.984398067441528,44.33145824318477,1
7376.T,Japan,Strong,8.985150310810152,44.300144300144304,1
688469.SS,China,Strong,8.988083904490685,44.29012891895939,1
WRBY,United States,Strong,8.98001376782378,44.20896455697059,1
3652.TW,Taiwan,Strong,8.987045176658526,44.19475243401252,1
UFCS,United States,Strong,8.988146151245157,44.16562363800375,1
ARL,United States,Strong,8.981649903734372,44.15760141584352,1
SABR,United States,Strong,7.977107036416141,44.13792037510312,1
PYC.AX,Australia,Strong,7.979424867938655,44.131444521007026,1
SPL.AX,Australia,Strong,8.976323575676904,44.11765255867552,1
PAYO,United States,Strong,8.983064786906883,44.105691923657986,1
SMTI,United States,Strong,7.983114324163669,44.083529480098136,1
BLFS,United States,Strong,8.980095212841084,44.07996043351463,1
CAKE,United States,Strong,8.987966996884705,44.07559640934131,1
MOG-A,United States,Strong,8.990614507635875,44.06611780901418,1
MX,United States,Strong,8.982636404538257,44.055945338453945,1
DLTH,United States,Strong,8.980757575032403,44.01294281140573,1
KRITINUT.BO,India,Strong,7.983459827139722,43.98181118169458,1
688010.SS,China,Strong,8.983185812518158,43.97590919028644,1
DIN,United States,Strong,8.98669236731087,43.959132828913106,1
PRKS,United States,Strong,7.986642551823618,43.95244110005662,1
FBIN,United States,Strong,8.988726570080988,43.941545591673425,1
002851.SZ,China,Strong,8.983423657323659,43.92122019732886,1
GO,United States,Strong,7.985255569636437,43.905826111484664,1
3544.T,Japan,Strong,8.992315283083526,43.83720930232558,1
FTDR,United States,Strong,8.988391098572457,43.82557230940842,1
CCRN,United States,Strong,8.98201127088275,43.79084281536284,1
7480.T,Japan,Strong,8.992792470567965,43.78563283922463,1
SRI,United States,Strong,7.983262413960407,43.775924928026775,1
CVS,United States,Strong,8.99098962937623,43.74628678692564,1
000810.KS,South Korea,Strong,8.98791337585393,43.69369369369369,1
SLNHP,United States,Strong,8.964286663943769,43.69310934347212,1
LSCC,United States,Strong,8.983558788295667,43.68554367788377,1
WST,United States,Strong,8.987799596441628,43.64820993315533,1
TAL.AX,Australia,Strong,7.971249399351641,43.63637102536922,1
ALNT,United States,Strong,8.985597292409146,43.61561389790203,1
COLD,United States,Strong,8.990018354724802,43.51232517812549,1
MAX,United States,Strong,8.980649065968603,43.48291450625293,1
BIOA,United States,Strong,8.970522150492089,43.42857360839844,1
INCR,United States,Strong,7.980206113760339,43.42105882319725,1
6806.T,Japan,Strong,8.99121429681349,43.42073021318305,1
POET,United States,Strong,8.967744111477609,43.37152270802294,1
NVEC,United States,Strong,8.987435023609425,43.370144303472394,1
XPER,United States,Strong,8.984738617536847,43.35664528040819,1
2414.TW,Taiwan,Strong,8.993327622758773,43.35663825769533,1
4555.TW,Taiwan,Strong,8.989314983847075,43.3529903807789,1
605133.SS,China,Strong,8.982331786638596,43.33587846784544,1
LM1.AX,Australia,Strong,8.965042752683168,43.333330021964315,1
BROS,United States,Strong,8.980360168408746,43.31679413892772,1
5310.T,Japan,Strong,8.987714171262404,43.30855018587361,1
ALGT,United States,Strong,8.983467163099498,43.252056271115755,1
EFOI,United States,Strong,8.954320269910477,43.20388978765237,1
MTLS,United States,Strong,8.983688194588215,43.19999694824219,1
PGEN,United States,Strong,8.973412017498017,43.147202654215974,1
RDDT,United States,Strong,7.975528746450269,43.1397045359892,1
6622.T,Japan,Strong,8.987927759421336,43.09764309764309,1
AMCX,United States,Strong,8.982077979774965,43.09623597919207,1
6742.T,Japan,Strong,8.99131797646448,43.07931570762053,1
ADPT,United States,Strong,8.976396623866908,43.07900022737501,1
SGMT,United States,Strong,7.955016593742236,43.04511067596236,1
603662.SS,China,Strong,8.984302817981385,43.035936998907495,1
688721.SS,China,Strong,8.980299633961332,43.02829789722954,1
NNVC,United States,Strong,7.970962886722903,43.010756202840625,1
ARKO,United States,Strong,8.98611859783903,42.9142515440045,1
UHAL,United States,Strong,8.99089055866693,42.90547795034037,1
SNEX,United States,Strong,8.98923176241768,42.89948100944594,1
6724.T,Japan,Strong,8.990725150786925,42.88623059302621,1
600160.SS,China,Strong,8.986666007797243,42.82886654756906,1
MRX,United States,Strong,8.987334196817692,42.821029490026945,1
1979.T,Japan,Strong,8.9918961899757,42.815674891146585,1
OC,United States,Strong,8.989285514900864,42.724870356514174,1
ONTO,United States,Strong,8.9829629515253,42.70866622480155,1
LXFR,United States,Strong,8.98836559275286,42.64398893489912,1
AVAH,United States,Strong,8.976505642526178,42.63323226079853,1
CSCO,United States,Strong,8.99247516555628,42.609475105937264,1
WKC,United States,Strong,8.989401572189573,42.59656628634864,1
AIRS,United States,Strong,7.971807792338208,42.58674675525108,1
ARTV,United States,Strong,8.952809038049697,42.58160212196787,1
3015.TW,Taiwan,Strong,8.990782095055708,42.54878050438355,1
2881.TW,Taiwan,Strong,8.99303813676955,42.48950760445992,1
7725.T,Japan,Strong,8.987507630560943,42.45346625400991,1
WERN,United States,Strong,8.990790787804947,42.4416037486602,1
3257.TW,Taiwan,Strong,8.987493827508194,42.41915015882339,1
8050.T,Japan,Strong,8.988263989921169,42.40282685512368,1
WULF,United States,Strong,8.962770425150934,42.33871063361595,1
FNGO,United States,Strong,8.981749424129745,42.31701677952222,1
KN,United States,Strong,8.989917574521328,42.1723911331221,1
605168.SS,China,Strong,8.983680789662447,42.15029160132053,1
CARE,United States,Strong,8.990754592194106,42.12117485523936,1
MOG-B,United States,Strong,8.990352758370673,42.12010873297107,1
603226.SS,China,Strong,8.985170855759419,42.11533146528891,1
3059.TW,Taiwan,Strong,8.987347361395122,42.090387200376554,1
GHM,United States,Strong,8.985085617643337,42.05538236177885,1
8374.TW,Taiwan,Strong,7.985490899923883,41.96017245935917,1
4021.T,Japan,Strong,8.9914553796733,41.93813754524515,1
BLDP,United States,Strong,8.979135689328151,41.93548201026084,1
1927.HK,Hong Kong,Strong,8.98308129265499,41.93548201026084,1
PRLD,United States,Strong,8.962311218273449,41.90750847626275,1
300438.SZ,China,Strong,8.979273307578689,41.892001055387325,1
AIOT,United States,Strong,7.980764091627159,41.8831166820555,1
6590.T,Japan,Strong,8.981081419908838,41.87425860023725,1
1909.T,Japan,Strong,8.988204070442828,41.8426103646833,1
UFPT,United States,Strong,8.98667950623568,41.83938094549024,1
LOAR,United States,Strong,7.985162542633095,41.830294928793435,1
9691.T,Japan,Strong,8.990727444265213,41.80327868852459,1
300623.SZ,China,Strong,8.984926478404928,41.74453511716959,1
NTI.AX,Australia,Strong,7.975524463060204,41.66667313418449,1
GLUE,United States,Strong,8.969776431285169,41.66178389885271,1
600962.SS,China,Strong,8.985423205743388,41.657926319700664,1
EML,United States,Strong,8.987721147441686,41.60055883052336,1
011230.KS,South Korea,Strong,7.976500499730342,41.584158415841586,1
MWYN,United States,Strong,7.958336112619707,41.52201930028605,1
SGRY,United States,Strong,7.983572523454027,41.46140484836109,1
006260.KS,South Korea,Strong,8.983337796421921,41.39886578449906,1
688387.SS,China,Strong,8.984196987463227,41.37700243716061,1
6066.HK,Hong Kong,Strong,8.985128488469888,41.35007760029637,1
ETS,United States,Strong,7.967967150517908,41.3373887440341,1
VOYA,United States,Strong,8.99130391611126,41.27929435194181,1
605018.SS,China,Strong,8.98680645208984,41.25374989684567,1
OSUR,United States,Strong,8.98353862087955,41.233766635889,1
BZH,United States,Strong,8.983911676649727,41.197187524135686,1
3006.TW,Taiwan,Strong,8.983762248390807,41.194446860921545,1
6861.T,Japan,Strong,8.989751229349265,41.17440225035162,1
8438.TW,Taiwan,Strong,8.986243174618313,41.15169144326934,1
TKR,United States,Strong,8.990122011157307,41.13004436006894,1
PK,United States,Strong,8.988790032338217,41.08126123506866,1
BEAM,United States,Strong,8.977449043311024,41.07867449633543,1
688559.SS,China,Strong,8.981492039679079,41.06639745291823,1
AIN,United States,Strong,8.990022174450091,41.00724570814248,1
600366.SS,China,Strong,8.98580008226778,41.00474928808619,1
NXPI,United States,Strong,8.987454745091249,40.98547516527601,1
603135.SS,China,Strong,8.986830019962323,40.948698229932454,1
603211.SS,China,Strong,8.982329782104866,40.94117108513327,1
6288.HK,Hong Kong,Strong,8.990148417740848,40.896919868055896,1
3034.TW,Taiwan,Strong,8.990236087660946,40.83769633507853,1
601678.SS,China,Strong,8.988554071840426,40.764321030988704,1
MAS,United States,Strong,8.99092535587382,40.673756092576696,1
RIGL,United States,Strong,7.974278002405509,40.64656830715504,1
6837.T,Japan,Strong,8.988621815714664,40.625,1
688319.SS,China,Strong,8.983434838009938,40.618836079076246,1
000970.SZ,China,Strong,8.98749021315798,40.61689041667619,1
2465.TW,Taiwan,Strong,8.981797569712777,40.61302768790544,1
BOW,United States,Strong,7.989197825802316,40.59848325315483,1
THL.AX,Australia,Strong,8.983079010482687,40.57143075125558,1
DTIL,United States,Strong,8.97611768102981,40.54982927673555,1
4462.T,Japan,Strong,8.989627746306105,40.547263681592035,1
TAPARIA.BO,India,Strong,7.867316513741435,40.51795588638927,1
LWAY,United States,Strong,8.979958980084579,40.50862802388811,1
603859.SS,China,Strong,8.984458002285777,40.505649482439935,1
INMB,United States,Strong,7.974237377682798,40.49586728006576,1
7875.T,Japan,Strong,8.990693865989211,40.483870967741936,1
600162.SS,China,Strong,8.9869656604509,40.44944045971389,1
000150.KS,South Korea,Strong,8.979720321657059,40.434237509404184,1
7729.T,Japan,Strong,8.986639730123269,40.41319318593693,1
TILE,United States,Strong,8.98715883642526,40.4089840537708,1
RAJVI.BO,India,Strong,8.996512008450178,40.40846058671351,1
603638.SS,China,Strong,8.98942557100331,40.38309571836229,1
A1M.AX,Australia,Strong,8.980561290286184,40.366965553875325,1
DIOD,United States,Strong,8.98569252639844,40.347036206137375,1
5218.T,Japan,Strong,8.98824871199669,40.34296028880867,1
BFH,United States,Strong,8.986021741185889,40.34024960423181,1
3663.T,Japan,Strong,8.985576972223882,40.33190728140738,1
CUZ,United States,Strong,8.991307461206691,40.287270247766926,1
3022.TW,Taiwan,Strong,8.989472011128845,40.25764994248468,1
ALMU,United States,Strong,8.96222753295076,40.25298340769841,1
2887.TW,Taiwan,Strong,8.993271308465673,40.246410640169636,1
HTLD,United States,Strong,8.99067974967635,40.22850636516519,1
IMB.AX,Australia,Strong,7.97424330740975,40.217384614318114,1
VCTR,United States,Strong,8.989490575293807,40.21139382311899,1
MDB,United States,Strong,7.978844279805625,40.20228023412886,1
DTL.AX,Australia,Strong,8.989471632423303,40.17857694048072,1
7762.T,Japan,Strong,8.990351406460512,40.06988934187537,1
688585.SS,China,Strong,8.979694746635452,40.03228237552619,1
AN1.AX,Australia,Strong,8.967987263602474,40.00000745058077,1
NCEW,United States,Strong,8.96667839389033,40.000003317128055,1
688625.SS,China,Strong,8.984836670077392,39.908256880733944,1
688320.SS,China,Strong,7.980315493380806,39.902279138663744,1
DML.BO,India,Strong,7.9763728066651645,39.89999771118164,1
SKWD,United States,Strong,8.989729987972243,39.81333426421324,1
052710.KQ,South Korea,Strong,8.980082223294756,39.79933110367893,1
121440.KQ,South Korea,Strong,8.989726597982305,39.78947368421053,1
0031.HK,Hong Kong,Strong,8.98107781548243,39.78494003420281,1
CHMG,United States,Strong,8.992164262026613,39.737097410420155,1
POWI,United States,Strong,8.986421697405971,39.71869603020348,1
3051.TW,Taiwan,Strong,8.985130081036317,39.69849130637186,1
RSI,United States,Strong,8.98137475831182,39.68253914858246,1
009190.KS,South Korea,Strong,8.981107515545922,39.586523736600306,1
PAYS,United States,Strong,8.979751816194518,39.52702909512096,1
ELV,United States,Strong,8.991220205690547,39.519325681690916,1
QCOM,United States,Strong,8.987479135220692,39.51180314046254,1
SCSC,United States,Strong,8.98892948339845,39.40804766228275,1
CITYONLINE.BO,India,Strong,8.983685103213547,39.36877690872489,1
CLWT,United States,Strong,8.97949810033166,39.34426293581987,1
DAL,United States,Strong,8.987693757015874,39.29908666145767,1
AVBP,United States,Strong,8.9836618845384,39.29288476947212,1
DSGN,United States,Strong,8.974192973409373,39.26982173507928,1
CHEMIESYNT.BO,India,Strong,8.995329020620815,39.24999237060547,1
035890.KQ,South Korea,Strong,8.982102361884266,39.2483056069008,1
8152.T,Japan,Strong,8.989519803310753,39.229422066549915,1
002600.SZ,China,Strong,8.985733097500098,39.206312124625825,1
2527.TW,Taiwan,Strong,8.989642765165378,39.18918997288794,1
